reference_date,target,target_end_date,location,output_type,output_type_id,value,horizon
2025-03-22,wk inc flu hosp,2025-03-22,01,quantile,0.01,85.663,0
2025-03-22,wk inc flu hosp,2025-03-22,01,quantile,0.025,121.67,0
2025-03-22,wk inc flu hosp,2025-03-22,01,quantile,0.05,147.737,0
2025-03-22,wk inc flu hosp,2025-03-22,01,quantile,0.1,163.655,0
2025-03-22,wk inc flu hosp,2025-03-22,01,quantile,0.15,176.594,0
2025-03-22,wk inc flu hosp,2025-03-22,01,quantile,0.2,195.369,0
2025-03-22,wk inc flu hosp,2025-03-22,01,quantile,0.25,206.398,0
2025-03-22,wk inc flu hosp,2025-03-22,01,quantile,0.3,216.684,0
2025-03-22,wk inc flu hosp,2025-03-22,01,quantile,0.35,228.633,0
2025-03-22,wk inc flu hosp,2025-03-22,01,quantile,0.4,235.058,0
2025-03-22,wk inc flu hosp,2025-03-22,01,quantile,0.45,242.362,0
2025-03-22,wk inc flu hosp,2025-03-22,01,quantile,0.5,251.519,0
2025-03-22,wk inc flu hosp,2025-03-22,01,quantile,0.55,260.36,0
2025-03-22,wk inc flu hosp,2025-03-22,01,quantile,0.6,271.552,0
2025-03-22,wk inc flu hosp,2025-03-22,01,quantile,0.65,284.514,0
2025-03-22,wk inc flu hosp,2025-03-22,01,quantile,0.7,293.051,0
2025-03-22,wk inc flu hosp,2025-03-22,01,quantile,0.75,300.944,0
2025-03-22,wk inc flu hosp,2025-03-22,01,quantile,0.8,317.109,0
2025-03-22,wk inc flu hosp,2025-03-22,01,quantile,0.85,330.939,0
2025-03-22,wk inc flu hosp,2025-03-22,01,quantile,0.9,346.575,0
2025-03-22,wk inc flu hosp,2025-03-22,01,quantile,0.95,353.994,0
2025-03-22,wk inc flu hosp,2025-03-22,01,quantile,0.975,376.074,0
2025-03-22,wk inc flu hosp,2025-03-22,01,quantile,0.99,407.204,0
2025-03-22,wk inc flu hosp,2025-03-29,01,quantile,0.01,39.208,1
2025-03-22,wk inc flu hosp,2025-03-29,01,quantile,0.025,59.646,1
2025-03-22,wk inc flu hosp,2025-03-29,01,quantile,0.05,67.135,1
2025-03-22,wk inc flu hosp,2025-03-29,01,quantile,0.1,107.234,1
2025-03-22,wk inc flu hosp,2025-03-29,01,quantile,0.15,139.694,1
2025-03-22,wk inc flu hosp,2025-03-29,01,quantile,0.2,158.489,1
2025-03-22,wk inc flu hosp,2025-03-29,01,quantile,0.25,173.913,1
2025-03-22,wk inc flu hosp,2025-03-29,01,quantile,0.3,179.066,1
2025-03-22,wk inc flu hosp,2025-03-29,01,quantile,0.35,192.767,1
2025-03-22,wk inc flu hosp,2025-03-29,01,quantile,0.4,215.593,1
2025-03-22,wk inc flu hosp,2025-03-29,01,quantile,0.45,228.859,1
