reference_date,target,target_end_date,location,output_type,output_type_id,value,horizon
2025-11-29,wk inc flu hosp,2025-11-29,01,quantile,0.01,14.556,0
2025-11-29,wk inc flu hosp,2025-11-29,01,quantile,0.025,17.895,0
2025-11-29,wk inc flu hosp,2025-11-29,01,quantile,0.05,20.312,0
2025-11-29,wk inc flu hosp,2025-11-29,01,quantile,0.1,21.788,0
2025-11-29,wk inc flu hosp,2025-11-29,01,quantile,0.15,22.988,0
2025-11-29,wk inc flu hosp,2025-11-29,01,quantile,0.2,24.729,0
2025-11-29,wk inc flu hosp,2025-11-29,01,quantile,0.25,25.751,0
2025-11-29,wk inc flu hosp,2025-11-29,01,quantile,0.3,26.705,0
2025-11-29,wk inc flu hosp,2025-11-29,01,quantile,0.35,27.813,0
2025-11-29,wk inc flu hosp,2025-11-29,01,quantile,0.4,28.409,0
2025-11-29,wk inc flu hosp,2025-11-29,01,quantile,0.45,29.086,0
2025-11-29,wk inc flu hosp,2025-11-29,01,quantile,0.5,29.935,0
2025-11-29,wk inc flu hosp,2025-11-29,01,quantile,0.55,30.755,0
2025-11-29,wk inc flu hosp,2025-11-29,01,quantile,0.6,31.793,0
2025-11-29,wk inc flu hosp,2025-11-29,01,quantile,0.65,32.995,0
2025-11-29,wk inc flu hosp,2025-11-29,01,quantile,0.7,33.787,0
2025-11-29,wk inc flu hosp,2025-11-29,01,quantile,0.75,34.518,0
2025-11-29,wk inc flu hosp,2025-11-29,01,quantile,0.8,36.017,0
2025-11-29,wk inc flu hosp,2025-11-29,01,quantile,0.85,37.3,0
2025-11-29,wk inc flu hosp,2025-11-29,01,quantile,0.9,38.75,0
2025-11-29,wk inc flu hosp,2025-11-29,01,quantile,0.95,39.438,0
2025-11-29,wk inc flu hosp,2025-11-29,01,quantile,0.975,41.485,0
2025-11-29,wk inc flu hosp,2025-11-29,01,quantile,0.99,44.372,0
2025-11-29,wk inc flu hosp,2025-12-06,01,quantile,0.01,10.248,1
2025-11-29,wk inc flu hosp,2025-12-06,01,quantile,0.025,12.143,1
2025-11-29,wk inc flu hosp,2025-12-06,01,quantile,0.05,12.838,1
2025-11-29,wk inc flu hosp,2025-12-06,01,quantile,0.1,16.556,1
2025-11-29,wk inc flu hosp,2025-12-06,01,quantile,0.15,19.566,1
2025-11-29,wk inc flu hosp,2025-12-06,01,quantile,0.2,21.309,1
2025-11-29,wk inc flu hosp,2025-12-06,01,quantile,0.25,22.739,1
2025-11-29,wk inc flu hosp,2025-12-06,01,quantile,0.3,23.217,1
2025-11-29,wk inc flu hosp,2025-12-06,01,quantile,0.35,24.487,1
2025-11-29,wk inc flu hosp,2025-12-06,01,quantile,0.4,26.604,1
2025-11-29,wk inc flu hosp,2025-12-06,01,quantile,0.45,27.834,1
2025-11-29,wk inc flu hosp,2025-12-06,01,quantile,0.5,29.015,1
2025-11-29,wk inc flu hosp,2025-12-06,01,quantile,0.55,29.778,1
2025-11-29,wk inc flu hosp,2025-12-06,01,quantile,0.6,30.712,1
2025-11-29,wk inc flu hosp,2025-12-06,01,quantile,0.65,32.374,1
2025-11-29,wk inc flu hosp,2025-12-06,01,quantile,0.7,33.89,1
2025-11-29,wk inc flu hosp,2025-12-06,01,quantile,0.75,35.394,1
2025-11-29,wk inc flu hosp,2025-12-06,01,quantile,0.8,37.821,1
2025-11-29,wk inc flu hosp,2025-12-06,01,quantile,0.85,38.43,1
2025-11-29,wk inc flu hosp,2025-12-06,01,quantile,0.9,40.436,1
2025-11-29,wk inc flu hosp,2025-12-06,01,quantile,0.95,42.322,1
2025-11-29,wk inc flu hosp,2025-12-06,01,quantile,0.975,43.598,1
2025-11-29,wk inc flu hosp,2025-12-06,01,quantile,0.99,44.884,1
2025-11-29,wk inc flu hosp,2025-12-13,01,quantile,0.01,2.069,2
2025-11-29,wk inc flu hosp,2025-12-13,01,quantile,0.025,9.189,2
2025-11-29,wk inc flu hosp,2025-12-13,01,quantile,0.05,11,2
2025-11-29,wk inc flu hosp,2025-12-13,01,quantile,0.1,14.967,2
2025-11-29,wk inc flu hosp,2025-12-13,01,quantile,0.15,16.202,2
2025-11-29,wk inc flu hosp,2025-12-13,01,quantile,0.2,20.044,2
2025-11-29,wk inc flu hosp,2025-12-13,01,quantile,0.25,21.976,2
2025-11-29,wk inc flu hosp,2025-12-13,01,quantile,0.3,22.601,2
2025-11-29,wk inc flu hosp,2025-12-13,01,quantile,0.35,23.742,2
2025-11-29,wk inc flu hosp,2025-12-13,01,quantile,0.4,25.88,2
2025-11-29,wk inc flu hosp,2025-12-13,01,quantile,0.45,27.305,2
2025-11-29,wk inc flu hosp,2025-12-13,01,quantile,0.5,28.59,2
2025-11-29,wk inc flu hosp,2025-12-13,01,quantile,0.55,29.996,2
2025-11-29,wk inc flu hosp,2025-12-13,01,quantile,0.6,31.506,2
2025-11-29,wk inc flu hosp,2025-12-13,01,quantile,0.65,33.807,2
2025-11-29,wk inc flu hosp,2025-12-13,01,quantile,0.7,36.55,2
2025-11-29,wk inc flu hosp,2025-12-13,01,quantile,0.75,37.971,2
2025-11-29,wk inc flu hosp,2025-12-13,01,quantile,0.8,38.836,2
2025-11-29,wk inc flu hosp,2025-12-13,01,quantile,0.85,40.585,2
2025-11-29,wk inc flu hosp,2025-12-13,01,quantile,0.9,41.796,2
2025-11-29,wk inc flu hosp,2025-12-13,01,quantile,0.95,45.255,2
2025-11-29,wk inc flu hosp,2025-12-13,01,quantile,0.975,49.469,2
2025-11-29,wk inc flu hosp,2025-12-13,01,quantile,0.99,52.266,2
2025-11-29,wk inc flu hosp,2025-12-20,01,quantile,0.01,0,3
2025-11-29,wk inc flu hosp,2025-12-20,01,quantile,0.025,1.535,3
2025-11-29,wk inc flu hosp,2025-12-20,01,quantile,0.05,6.812,3
2025-11-29,wk inc flu hosp,2025-12-20,01,quantile,0.1,10.411,3
2025-11-29,wk inc flu hosp,2025-12-20,01,quantile,0.15,15.241,3
2025-11-29,wk inc flu hosp,2025-12-20,01,quantile,0.2,17.65,3
2025-11-29,wk inc flu hosp,2025-12-20,01,quantile,0.25,19.983,3
2025-11-29,wk inc flu hosp,2025-12-20,01,quantile,0.3,23.074,3
2025-11-29,wk inc flu hosp,2025-12-20,01,quantile,0.35,24.15,3
2025-11-29,wk inc flu hosp,2025-12-20,01,quantile,0.4,25.478,3
2025-11-29,wk inc flu hosp,2025-12-20,01,quantile,0.45,27.11,3
2025-11-29,wk inc flu hosp,2025-12-20,01,quantile,0.5,27.902,3
2025-11-29,wk inc flu hosp,2025-12-20,01,quantile,0.55,29.775,3
2025-11-29,wk inc flu hosp,2025-12-20,01,quantile,0.6,31.586,3
2025-11-29,wk inc flu hosp,2025-12-20,01,quantile,0.65,33.572,3
2025-11-29,wk inc flu hosp,2025-12-20,01,quantile,0.7,36.026,3
2025-11-29,wk inc flu hosp,2025-12-20,01,quantile,0.75,37.787,3
2025-11-29,wk inc flu hosp,2025-12-20,01,quantile,0.8,39.443,3
2025-11-29,wk inc flu hosp,2025-12-20,01,quantile,0.85,40.98,3
2025-11-29,wk inc flu hosp,2025-12-20,01,quantile,0.9,44.509,3
2025-11-29,wk inc flu hosp,2025-12-20,01,quantile,0.95,47.615,3
2025-11-29,wk inc flu hosp,2025-12-20,01,quantile,0.975,48.95,3
2025-11-29,wk inc flu hosp,2025-12-20,01,quantile,0.99,54.299,3
2025-11-29,wk inc flu hosp,2025-11-29,02,quantile,0.01,0,0
2025-11-29,wk inc flu hosp,2025-11-29,02,quantile,0.025,0,0
2025-11-29,wk inc flu hosp,2025-11-29,02,quantile,0.05,0,0
2025-11-29,wk inc flu hosp,2025-11-29,02,quantile,0.1,0.304,0
2025-11-29,wk inc flu hosp,2025-11-29,02,quantile,0.15,1.022,0
2025-11-29,wk inc flu hosp,2025-11-29,02,quantile,0.2,1.572,0
2025-11-29,wk inc flu hosp,2025-11-29,02,quantile,0.25,1.762,0
2025-11-29,wk inc flu hosp,2025-11-29,02,quantile,0.3,1.932,0
2025-11-29,wk inc flu hosp,2025-11-29,02,quantile,0.35,2.216,0
2025-11-29,wk inc flu hosp,2025-11-29,02,quantile,0.4,2.408,0
2025-11-29,wk inc flu hosp,2025-11-29,02,quantile,0.45,2.846,0
2025-11-29,wk inc flu hosp,2025-11-29,02,quantile,0.5,3.319,0
2025-11-29,wk inc flu hosp,2025-11-29,02,quantile,0.55,3.538,0
2025-11-29,wk inc flu hosp,2025-11-29,02,quantile,0.6,3.638,0
2025-11-29,wk inc flu hosp,2025-11-29,02,quantile,0.65,3.856,0
2025-11-29,wk inc flu hosp,2025-11-29,02,quantile,0.7,4.133,0
2025-11-29,wk inc flu hosp,2025-11-29,02,quantile,0.75,4.355,0
2025-11-29,wk inc flu hosp,2025-11-29,02,quantile,0.8,4.813,0
2025-11-29,wk inc flu hosp,2025-11-29,02,quantile,0.85,5.122,0
2025-11-29,wk inc flu hosp,2025-11-29,02,quantile,0.9,5.561,0
2025-11-29,wk inc flu hosp,2025-11-29,02,quantile,0.95,5.88,0
2025-11-29,wk inc flu hosp,2025-11-29,02,quantile,0.975,6.473,0
2025-11-29,wk inc flu hosp,2025-11-29,02,quantile,0.99,7.921,0
2025-11-29,wk inc flu hosp,2025-12-06,02,quantile,0.01,0,1
2025-11-29,wk inc flu hosp,2025-12-06,02,quantile,0.025,0,1
2025-11-29,wk inc flu hosp,2025-12-06,02,quantile,0.05,0,1
2025-11-29,wk inc flu hosp,2025-12-06,02,quantile,0.1,0,1
2025-11-29,wk inc flu hosp,2025-12-06,02,quantile,0.15,0.987,1
2025-11-29,wk inc flu hosp,2025-12-06,02,quantile,0.2,1.451,1
2025-11-29,wk inc flu hosp,2025-12-06,02,quantile,0.25,1.569,1
2025-11-29,wk inc flu hosp,2025-12-06,02,quantile,0.3,1.812,1
2025-11-29,wk inc flu hosp,2025-12-06,02,quantile,0.35,1.967,1
2025-11-29,wk inc flu hosp,2025-12-06,02,quantile,0.4,2.508,1
2025-11-29,wk inc flu hosp,2025-12-06,02,quantile,0.45,2.849,1
2025-11-29,wk inc flu hosp,2025-12-06,02,quantile,0.5,3.292,1
2025-11-29,wk inc flu hosp,2025-12-06,02,quantile,0.55,3.511,1
2025-11-29,wk inc flu hosp,2025-12-06,02,quantile,0.6,3.895,1
2025-11-29,wk inc flu hosp,2025-12-06,02,quantile,0.65,4.383,1
2025-11-29,wk inc flu hosp,2025-12-06,02,quantile,0.7,4.926,1
2025-11-29,wk inc flu hosp,2025-12-06,02,quantile,0.75,5.11,1
2025-11-29,wk inc flu hosp,2025-12-06,02,quantile,0.8,5.464,1
2025-11-29,wk inc flu hosp,2025-12-06,02,quantile,0.85,6.27,1
2025-11-29,wk inc flu hosp,2025-12-06,02,quantile,0.9,6.832,1
2025-11-29,wk inc flu hosp,2025-12-06,02,quantile,0.95,7.826,1
2025-11-29,wk inc flu hosp,2025-12-06,02,quantile,0.975,8.513,1
2025-11-29,wk inc flu hosp,2025-12-06,02,quantile,0.99,10.571,1
2025-11-29,wk inc flu hosp,2025-12-13,02,quantile,0.01,0,2
2025-11-29,wk inc flu hosp,2025-12-13,02,quantile,0.025,0,2
2025-11-29,wk inc flu hosp,2025-12-13,02,quantile,0.05,0,2
2025-11-29,wk inc flu hosp,2025-12-13,02,quantile,0.1,0,2
2025-11-29,wk inc flu hosp,2025-12-13,02,quantile,0.15,0.041,2
2025-11-29,wk inc flu hosp,2025-12-13,02,quantile,0.2,0.82,2
2025-11-29,wk inc flu hosp,2025-12-13,02,quantile,0.25,1.269,2
2025-11-29,wk inc flu hosp,2025-12-13,02,quantile,0.3,1.565,2
2025-11-29,wk inc flu hosp,2025-12-13,02,quantile,0.35,1.771,2
2025-11-29,wk inc flu hosp,2025-12-13,02,quantile,0.4,2.302,2
2025-11-29,wk inc flu hosp,2025-12-13,02,quantile,0.45,2.535,2
2025-11-29,wk inc flu hosp,2025-12-13,02,quantile,0.5,3.209,2
2025-11-29,wk inc flu hosp,2025-12-13,02,quantile,0.55,3.473,2
2025-11-29,wk inc flu hosp,2025-12-13,02,quantile,0.6,3.846,2
