reference_date,target,target_end_date,location,output_type,output_type_id,value,horizon
2025-12-13,wk inc flu hosp,2025-12-13,01,quantile,0.01,25.722,0
2025-12-13,wk inc flu hosp,2025-12-13,01,quantile,0.025,29.839,0
2025-12-13,wk inc flu hosp,2025-12-13,01,quantile,0.05,32.82,0
2025-12-13,wk inc flu hosp,2025-12-13,01,quantile,0.1,34.64,0
2025-12-13,wk inc flu hosp,2025-12-13,01,quantile,0.15,36.12,0
2025-12-13,wk inc flu hosp,2025-12-13,01,quantile,0.2,38.267,0
2025-12-13,wk inc flu hosp,2025-12-13,01,quantile,0.25,39.528,0
2025-12-13,wk inc flu hosp,2025-12-13,01,quantile,0.3,40.704,0
2025-12-13,wk inc flu hosp,2025-12-13,01,quantile,0.35,42.07,0
2025-12-13,wk inc flu hosp,2025-12-13,01,quantile,0.4,42.805,0
2025-12-13,wk inc flu hosp,2025-12-13,01,quantile,0.45,43.64,0
2025-12-13,wk inc flu hosp,2025-12-13,01,quantile,0.5,44.687,0
2025-12-13,wk inc flu hosp,2025-12-13,01,quantile,0.55,45.698,0
2025-12-13,wk inc flu hosp,2025-12-13,01,quantile,0.6,46.978,0
2025-12-13,wk inc flu hosp,2025-12-13,01,quantile,0.65,48.46,0
2025-12-13,wk inc flu hosp,2025-12-13,01,quantile,0.7,49.436,0
2025-12-13,wk inc flu hosp,2025-12-13,01,quantile,0.75,50.339,0
2025-12-13,wk inc flu hosp,2025-12-13,01,quantile,0.8,52.187,0
2025-12-13,wk inc flu hosp,2025-12-13,01,quantile,0.85,53.769,0
2025-12-13,wk inc flu hosp,2025-12-13,01,quantile,0.9,55.556,0
2025-12-13,wk inc flu hosp,2025-12-13,01,quantile,0.95,56.405,0
2025-12-13,wk inc flu hosp,2025-12-13,01,quantile,0.975,58.93,0
2025-12-13,wk inc flu hosp,2025-12-13,01,quantile,0.99,62.489,0
2025-12-13,wk inc flu hosp,2025-12-20,01,quantile,0.01,20.41,1
2025-12-13,wk inc flu hosp,2025-12-20,01,quantile,0.025,22.747,1
2025-12-13,wk inc flu hosp,2025-12-20,01,quantile,0.05,23.604,1
