reference_date,target,target_end_date,location,output_type,output_type_id,value,horizon
2024-12-28,wk inc flu hosp,2024-12-28,01,quantile,0.01,75.465,0
2024-12-28,wk inc flu hosp,2024-12-28,01,quantile,0.025,99.329,0
2024-12-28,wk inc flu hosp,2024-12-28,01,quantile,0.05,116.606,0
2024-12-28,wk inc flu hosp,2024-12-28,01,quantile,0.1,127.156,0
2024-12-28,wk inc flu hosp,2024-12-28,01,quantile,0.15,135.731,0
2024-12-28,wk inc flu hosp,2024-12-28,01,quantile,0.2,148.175,0
2024-12-28,wk inc flu hosp,2024-12-28,01,quantile,0.25,155.486,0
2024-12-28,wk inc flu hosp,2024-12-28,01,quantile,0.3,162.302,0
2024-12-28,wk inc flu hosp,2024-12-28,01,quantile,0.35,170.222,0
2024-12-28,wk inc flu hosp,2024-12-28,01,quantile,0.4,174.481,0
2024-12-28,wk inc flu hosp,2024-12-28,01,quantile,0.45,179.321,0
2024-12-28,wk inc flu hosp,2024-12-28,01,quantile,0.5,185.391,0
2024-12-28,wk inc flu hosp,2024-12-28,01,quantile,0.55,191.25,0
2024-12-28,wk inc flu hosp,2024-12-28,01,quantile,0.6,198.668,0
2024-12-28,wk inc flu hosp,2024-12-28,01,quantile,0.65,207.259,0
2024-12-28,wk inc flu hosp,2024-12-28,01,quantile,0.7,212.917,0
2024-12-28,wk inc flu hosp,2024-12-28,01,quantile,0.75,218.148,0
2024-12-28,wk inc flu hosp,2024-12-28,01,quantile,0.8,228.862,0
2024-12-28,wk inc flu hosp,2024-12-28,01,quantile,0.85,238.029,0
2024-12-28,wk inc flu hosp,2024-12-28,01,quantile,0.9,248.392,0
2024-12-28,wk inc flu hosp,2024-12-28,01,quantile,0.95,253.309,0
2024-12-28,wk inc flu hosp,2024-12-28,01,quantile,0.975,267.944,0
2024-12-28,wk inc flu hosp,2024-12-28,01,quantile,0.99,288.576,0
2024-12-28,wk inc flu hosp,2025-01-04,01,quantile,0.01,44.675,1
2024-12-28,wk inc flu hosp,2025-01-04,01,quantile,0.025,58.221,1
2024-12-28,wk inc flu hosp,2025-01-04,01,quantile,0.05,63.184,1
2024-12-28,wk inc flu hosp,2025-01-04,01,quantile,0.1,89.762,1
2024-12-28,wk inc flu hosp,2025-01-04,01,quantile,0.15,111.275,1
2024-12-28,wk inc flu hosp,2025-01-04,01,quantile,0.2,123.732,1
2024-12-28,wk inc flu hosp,2025-01-04,01,quantile,0.25,133.955,1
2024-12-28,wk inc flu hosp,2025-01-04,01,quantile,0.3,137.37,1
2024-12-28,wk inc flu hosp,2025-01-04,01,quantile,0.35,146.451,1
2024-12-28,wk inc flu hosp,2025-01-04,01,quantile,0.4,161.58,1
2024-12-28,wk inc flu hosp,2025-01-04,01,quantile,0.45,170.372,1
2024-12-28,wk inc flu hosp,2025-01-04,01,quantile,0.5,178.809,1
2024-12-28,wk inc flu hosp,2025-01-04,01,quantile,0.55,184.264,1
2024-12-28,wk inc flu hosp,2025-01-04,01,quantile,0.6,190.94,1
2024-12-28,wk inc flu hosp,2025-01-04,01,quantile,0.65,202.819,1
2024-12-28,wk inc flu hosp,2025-01-04,01,quantile,0.7,213.655,1
2024-12-28,wk inc flu hosp,2025-01-04,01,quantile,0.75,224.405,1
2024-12-28,wk inc flu hosp,2025-01-04,01,quantile,0.8,241.752,1
2024-12-28,wk inc flu hosp,2025-01-04,01,quantile,0.85,246.108,1
2024-12-28,wk inc flu hosp,2025-01-04,01,quantile,0.9,260.444,1
2024-12-28,wk inc flu hosp,2025-01-04,01,quantile,0.95,273.927,1
