location_name,horizon,quantile_0.025,quantile_0.5,quantile_0.975,quantile_0.025_rounded,quantile_0.5_rounded,quantile_0.975_rounded,target_end_date,reference_date,target_end_date_formatted,reference_date_formatted,forecast_due_date,forecast_due_date_formatted,model
US,0,0.00190307044084073,0.00588734714913987,0.01104993678833075,0.0019,0.0059,0.011,2026-04-18,2026-04-18,"April 18, 2026","April 18, 2026",2026-04-15,"April 15, 2026",FluSight-ensemble
US,1,0.00127174974687715,0.00507362524008198,0.01153462324541925,0.0013,0.0051,0.0115,2026-04-25,2026-04-18,"April 25, 2026","April 18, 2026",2026-04-15,"April 15, 2026",FluSight-ensemble
US,2,7.904958891162e-4,0.00464744604406357,0.0110482191011176,8e-4,0.0046,0.011,2026-05-02,2026-04-18,"May 02, 2026","April 18, 2026",2026-04-15,"April 15, 2026",FluSight-ensemble
Alabama,0,0.00184242450627457,0.00489394322976196,0.01029050507497924,0.0018,0.0049,0.0103,2026-04-18,2026-04-18,"April 18, 2026","April 18, 2026",2026-04-15,"April 15, 2026",FluSight-ensemble
Alabama,1,8.843664927123892e-4,0.00389161718840097,0.01078550685004747,9e-4,0.0039,0.0108,2026-04-25,2026-04-18,"April 25, 2026","April 18, 2026",2026-04-15,"April 15, 2026",FluSight-ensemble
Alabama,2,6e-4,0.0031161857596026,0.01195822419288582,6e-4,0.0031,0.012,2026-05-02,2026-04-18,"May 02, 2026","April 18, 2026",2026-04-15,"April 15, 2026",FluSight-ensemble
Alaska,0,0.00305733566155023,0.00871302839924597,0.01554940857723057,0.0031,0.0087,0.0155,2026-04-18,2026-04-18,"April 18, 2026","April 18, 2026",2026-04-15,"April 15, 2026",FluSight-ensemble
Alaska,1,0.00120617966093542,0.00752483762168489,0.01801151006952885,0.0012,0.0075,0.018,2026-04-25,2026-04-18,"April 25, 2026","April 18, 2026",2026-04-15,"April 15, 2026",FluSight-ensemble
Alaska,2,5.83796540551e-4,0.00735886867994848,0.01854155953606941,6e-4,0.0074,0.0185,2026-05-02,2026-04-18,"May 02, 2026","April 18, 2026",2026-04-15,"April 15, 2026",FluSight-ensemble
Arizona,0,0.00364422274608488,0.00743806514114983,0.01251342244010215,0.0036,0.0074,0.0125,2026-04-18,2026-04-18,"April 18, 2026","April 18, 2026",2026-04-15,"April 15, 2026",FluSight-ensemble
Arizona,1,0.00190821687891261,0.00663193156126745,0.01331795665253329,0.0019,0.0066,0.0133,2026-04-25,2026-04-18,"April 25, 2026","April 18, 2026",2026-04-15,"April 15, 2026",FluSight-ensemble
Arizona,2,0.0011,0.0057,0.0132,0.0011,0.0057,0.0132,2026-05-02,2026-04-18,"May 02, 2026","April 18, 2026",2026-04-15,"April 15, 2026",FluSight-ensemble
Arkansas,0,8.13901999079495e-4,0.00258349026929271,0.00876050080255547,8e-4,0.0026,0.0088,2026-04-18,2026-04-18,"April 18, 2026","April 18, 2026",2026-04-15,"April 15, 2026",FluSight-ensemble
Arkansas,1,2.66172091458744e-4,0.00176980845472548,0.00841537393513151,3e-4,0.0018,0.0084,2026-04-25,2026-04-18,"April 25, 2026","April 18, 2026",2026-04-15,"April 15, 2026",FluSight-ensemble
Arkansas,2,3e-4,0.0014603999716546,0.00987890801793163,3e-4,0.0015,0.0099,2026-05-02,2026-04-18,"May 02, 2026","April 18, 2026",2026-04-15,"April 15, 2026",FluSight-ensemble
