location_name,abbreviation,horizon,reference_date,target_end_date,model,quantile_0.025,quantile_0.25,quantile_0.5,quantile_0.75,quantile_0.975,quantile_0.025_rounded,quantile_0.25_rounded,quantile_0.5_rounded,quantile_0.75_rounded,quantile_0.975_rounded,forecast_team,model_full_name,forecast_due_date,forecast_due_date_formatted
US,US,0,2026-04-18,2026-04-18,CFA_Pyrenew-Pyrenew_E_Flu,0.004843806514642764,0.0053747226148656456,0.0057004985250622055,0.006071472500243187,0.0068991780275963095,0.0048,0.0054,0.0057,0.0061,0.0069,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,Pyrenew_ED_Visits_Flu,2026-04-15,"April 15, 2026"
US,US,1,2026-04-18,2026-04-25,CFA_Pyrenew-Pyrenew_E_Flu,0.0023121874050896093,0.0034165262031284884,0.004362671194538729,0.005565721602226738,0.009088339032464367,0.0023,0.0034,0.0044,0.0056,0.0091,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,Pyrenew_ED_Visits_Flu,2026-04-15,"April 15, 2026"
US,US,0,2026-04-18,2026-04-18,CU-ensemble,0.0018,0.0043,0.0058,0.0076,0.0109,0.0018,0.0043,0.0058,0.0076,0.0109,Columbia University,Ensemble,2026-04-15,"April 15, 2026"
US,US,1,2026-04-18,2026-04-25,CU-ensemble,0.0013,0.0026,0.0048,0.0068,0.011,0.0013,0.0026,0.0048,0.0068,0.011,Columbia University,Ensemble,2026-04-15,"April 15, 2026"
US,US,2,2026-04-18,2026-05-02,CU-ensemble,9e-4,0.0016,0.0039,0.006,0.0105,9e-4,0.0016,0.0039,0.006,0.0105,Columbia University,Ensemble,2026-04-15,"April 15, 2026"
US,US,0,2026-04-18,2026-04-18,FluSight-baseline,0,0.0063999999999999994,0.0077,0.009000000000000001,0.02371249999999998,0,0.0064,0.0077,0.009,0.0237,FluSight-baseline,Baseline model using reported weekly admissions,2026-04-15,"April 15, 2026"
US,US,1,2026-04-18,2026-04-25,FluSight-baseline,0,0.004402911279112792,0.0077,0.011176193011930116,0.03004542442924428,0,0.0044,0.0077,0.0112,0.03,FluSight-baseline,Baseline model using reported weekly admissions,2026-04-15,"April 15, 2026"
US,US,2,2026-04-18,2026-05-02,FluSight-baseline,0,0.0027274775247752487,0.0077,0.013137021370213704,0.0329872097720977,0,0.0027,0.0077,0.0131,0.033,FluSight-baseline,Baseline model using reported weekly admissions,2026-04-15,"April 15, 2026"
US,US,0,2026-04-18,2026-04-18,FluSight-ensemble,0.0019030704408407328,0.004837361307432822,0.005887347149139875,0.007843702406819707,0.011049936788330753,0.0019,0.0048,0.0059,0.0078,0.011,FluSight-ensemble,Ensemble models using FluSight forecast submissions,2026-04-15,"April 15, 2026"
US,US,1,2026-04-18,2026-04-25,FluSight-ensemble,0.00127174974687715,0.0032907613826238216,0.00507362524008198,0.006983505814183597,0.011534623245419257,0.0013,0.0033,0.0051,0.007,0.0115,FluSight-ensemble,Ensemble models using FluSight forecast submissions,2026-04-15,"April 15, 2026"
US,US,2,2026-04-18,2026-05-02,FluSight-ensemble,7.904958891162e-4,0.0024325650122490093,0.004647446044063571,0.006433845686994477,0.0110482191011176,8e-4,0.0024,0.0046,0.0064,0.011,FluSight-ensemble,Ensemble models using FluSight forecast submissions,2026-04-15,"April 15, 2026"
US,US,0,2026-04-18,2026-04-18,LosAlamos-DoSiDo,0.0018186819405469658,0.0053814155731705445,0.007028946504963484,0.008232902706785873,0.012796818006257928,0.0018,0.0054,0.007,0.0082,0.0128,Los Alamos National Lab,Synthetic method of analogues for emerging infectious disease forecasting,2026-04-15,"April 15, 2026"
US,US,1,2026-04-18,2026-04-25,LosAlamos-DoSiDo,0,0.004230655804895475,0.005991877550946666,0.0077437724680963415,0.01279681800625793,0,0.0042,0.006,0.0077,0.0128,Los Alamos National Lab,Synthetic method of analogues for emerging infectious disease forecasting,2026-04-15,"April 15, 2026"
US,US,2,2026-04-18,2026-05-02,LosAlamos-DoSiDo,0,0.0029325024518083234,0.005655112262164466,0.007721480094584659,0.013883657867613797,0,0.0029,0.0057,0.0077,0.0139,Los Alamos National Lab,Synthetic method of analogues for emerging infectious disease forecasting,2026-04-15,"April 15, 2026"
US,US,0,2026-04-18,2026-04-18,LosAlamos-ThinMint,8.178584113525598e-4,0.004094793812556495,0.005974694298279751,0.008539321256165381,0.013980952071607577,8e-4,0.0041,0.006,0.0085,0.014,Los Alamos National Lab,Transformer-based forecasting,2026-04-15,"April 15, 2026"
US,US,1,2026-04-18,2026-04-25,LosAlamos-ThinMint,0,0.003164996562119155,0.005347250480163961,0.00830657242097615,0.015847330051995706,0,0.0032,0.0053,0.0083,0.0158,Los Alamos National Lab,Transformer-based forecasting,2026-04-15,"April 15, 2026"
US,US,2,2026-04-18,2026-05-02,LosAlamos-ThinMint,0,0.0024325650122490093,0.004647446044063571,0.007895874130984665,0.01734542792165322,0,0.0024,0.0046,0.0079,0.0173,Los Alamos National Lab,Transformer-based forecasting,2026-04-15,"April 15, 2026"
US,US,0,2026-04-18,2026-04-18,MOBS-EpyStrain_Flu,0,0.001,0.001,0.003,0.007,0,0.001,0.001,0.003,0.007,MOBS Lab at Northeastern University,Epydemix Flu Forecasting Model,2026-04-15,"April 15, 2026"
US,US,1,2026-04-18,2026-04-25,MOBS-EpyStrain_Flu,0,0,0.001,0.002,0.005,0,0,0.001,0.002,0.005,MOBS Lab at Northeastern University,Epydemix Flu Forecasting Model,2026-04-15,"April 15, 2026"
US,US,2,2026-04-18,2026-05-02,MOBS-EpyStrain_Flu,0,0,0.001,0.001,0.004,0,0,0.001,0.001,0.004,MOBS Lab at Northeastern University,Epydemix Flu Forecasting Model,2026-04-15,"April 15, 2026"
US,US,0,2026-04-18,2026-04-18,NAU-vulPES,0.00406103465493663,0.00629623455284017,0.007468573119534505,0.008619650088755329,0.011199873576661506,0.0041,0.0063,0.0075,0.0086,0.0112,NAU,vulPES,2026-04-15,"April 15, 2026"
US,US,1,2026-04-18,2026-04-25,NAU-vulPES,0.00245948194030414,0.005373281962038075,0.006840444230662485,0.008326149467314855,0.012069246490838514,0.0025,0.0054,0.0068,0.0083,0.0121,NAU,vulPES,2026-04-15,"April 15, 2026"
US,US,2,2026-04-18,2026-05-02,NAU-vulPES,0.001485244288467335,0.004686151759509835,0.00640409126484257,0.00824359134347239,0.012270960674963891,0.0015,0.0047,0.0064,0.0082,0.0123,NAU,vulPES,2026-04-15,"April 15, 2026"
US,US,0,2026-04-18,2026-04-18,NEU_ISI-FluBcast,0.0019874589411345,0.0040402227714986,0.0055504339038575,0.0076245400711709,0.0157556318565346,0.002,0.004,0.0056,0.0076,0.0158,MOBS Lab at Northeastern University and ISI Foundation,Flu Behavioural Model,2026-04-15,"April 15, 2026"
US,US,1,2026-04-18,2026-04-25,NEU_ISI-FluBcast,0.0012434994937543,0.0029337164619657,0.004164964409956,0.0059983315263128,0.0133869525982804,0.0012,0.0029,0.0042,0.006,0.0134,MOBS Lab at Northeastern University and ISI Foundation,Flu Behavioural Model,2026-04-15,"April 15, 2026"
US,US,2,2026-04-18,2026-05-02,NEU_ISI-FluBcast,7.904958891162e-4,0.0020991557153613,0.0031131684232507,0.0046631782745296,0.0110482191011176,8e-4,0.0021,0.0031,0.0047,0.011,MOBS Lab at Northeastern University and ISI Foundation,Flu Behavioural Model,2026-04-15,"April 15, 2026"
US,US,0,2026-04-18,2026-04-18,UGA_flucast-INFLAenza,0.005148972243894791,0.006386550780034306,0.007162956082119664,0.008062864742468515,0.010071342045721566,0.0051,0.0064,0.0072,0.0081,0.0101,UGA_flucast,INFLAenza,2026-04-15,"April 15, 2026"
US,US,1,2026-04-18,2026-04-25,UGA_flucast-INFLAenza,0.0038280942976405227,0.005169813591680412,0.006088400219255827,0.007167011628367195,0.009665044637043388,0.0038,0.0052,0.0061,0.0072,0.0097,UGA_flucast,INFLAenza,2026-04-15,"April 15, 2026"
US,US,2,2026-04-18,2026-05-02,UGA_flucast-INFLAenza,0.002970488576934678,0.004324805786540865,0.00526218557915854,0.006433845686994477,0.009365835334646919,0.003,0.0043,0.0053,0.0064,0.0094,UGA_flucast,INFLAenza,2026-04-15,"April 15, 2026"
Alabama,AL,0,2026-04-18,2026-04-18,CFA_Pyrenew-Pyrenew_E_Flu,0.002284849012549149,0.002979473573229178,0.0034529716159603556,0.0039920320488395136,0.005132955076795072,0.0023,0.003,0.0035,0.004,0.0051,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,Pyrenew_ED_Visits_Flu,2026-04-15,"April 15, 2026"
Alabama,AL,1,2026-04-18,2026-04-25,CFA_Pyrenew-Pyrenew_E_Flu,7.687329854247783e-4,0.0015620107930192737,0.002274668483978215,0.0032974789312337455,0.006985833215543269,8e-4,0.0016,0.0023,0.0033,0.007,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,Pyrenew_ED_Visits_Flu,2026-04-15,"April 15, 2026"
Alabama,AL,0,2026-04-18,2026-04-18,CU-ensemble,0.0014,0.0016,0.0051,0.009,0.0162,0.0014,0.0016,0.0051,0.009,0.0162,Columbia University,Ensemble,2026-04-15,"April 15, 2026"
Alabama,AL,1,2026-04-18,2026-04-25,CU-ensemble,0.001,0.0012,0.0047,0.0094,0.019,0.001,0.0012,0.0047,0.0094,0.019,Columbia University,Ensemble,2026-04-15,"April 15, 2026"
Alabama,AL,2,2026-04-18,2026-05-02,CU-ensemble,6e-4,0.0012,0.0043,0.01,0.0209,6e-4,0.0012,0.0043,0.01,0.0209,Columbia University,Ensemble,2026-04-15,"April 15, 2026"
Alabama,AL,0,2026-04-18,2026-04-18,FluSight-baseline,0,0.0044,0.0064,0.008400000000000001,0.0348,0,0.0044,0.0064,0.0084,0.0348,FluSight-baseline,Baseline model using reported weekly admissions,2026-04-15,"April 15, 2026"
Alabama,AL,1,2026-04-18,2026-04-25,FluSight-baseline,0,0.0014930019300192993,0.0064,0.012442251172511725,0.04314233074830746,0,0.0015,0.0064,0.0124,0.0431,FluSight-baseline,Baseline model using reported weekly admissions,2026-04-15,"April 15, 2026"
Alabama,AL,2,2026-04-18,2026-05-02,FluSight-baseline,0,0,0.0064,0.016808288832888322,0.0496847995229952,0,0,0.0064,0.0168,0.0497,FluSight-baseline,Baseline model using reported weekly admissions,2026-04-15,"April 15, 2026"
Alabama,AL,0,2026-04-18,2026-04-18,FluSight-ensemble,0.0018424245062745744,0.002810290031953382,0.0048939432297619625,0.007148547870404514,0.010290505074979247,0.0018,0.0028,0.0049,0.0071,0.0103,FluSight-ensemble,Ensemble models using FluSight forecast submissions,2026-04-15,"April 15, 2026"
Alabama,AL,1,2026-04-18,2026-04-25,FluSight-ensemble,8.843664927123892e-4,0.0014207780433981884,0.0038916171884009715,0.0066754678230212024,0.010785506850047477,9e-4,0.0014,0.0039,0.0067,0.0108,FluSight-ensemble,Ensemble models using FluSight forecast submissions,2026-04-15,"April 15, 2026"
Alabama,AL,2,2026-04-18,2026-05-02,FluSight-ensemble,6e-4,0.0012,0.0031161857596026035,0.006742663335057079,0.011958224192885825,6e-4,0.0012,0.0031,0.0067,0.012,FluSight-ensemble,Ensemble models using FluSight forecast submissions,2026-04-15,"April 15, 2026"
