reference_date,location,horizon,target,target_end_date,output_type,output_type_id,value
2024-01-06,1,0,wk flu hosp rate change,2024-01-06,pmf,decrease,0.2
2024-01-06,1,0,wk flu hosp rate change,2024-01-06,pmf,increase,0.2
2024-01-06,1,0,wk flu hosp rate change,2024-01-06,pmf,large_decrease,0.2
2024-01-06,1,0,wk flu hosp rate change,2024-01-06,pmf,large_increase,0.2
2024-01-06,1,0,wk flu hosp rate change,2024-01-06,pmf,stable,0.2
2024-01-06,2,0,wk flu hosp rate change,2024-01-06,pmf,decrease,0.2
2024-01-06,2,0,wk flu hosp rate change,2024-01-06,pmf,increase,0.2
2024-01-06,2,0,wk flu hosp rate change,2024-01-06,pmf,large_decrease,0.2
2024-01-06,2,0,wk flu hosp rate change,2024-01-06,pmf,large_increase,0.2
2024-01-06,2,0,wk flu hosp rate change,2024-01-06,pmf,stable,0.2
2024-01-06,4,0,wk flu hosp rate change,2024-01-06,pmf,decrease,0.2
2024-01-06,4,0,wk flu hosp rate change,2024-01-06,pmf,increase,0.2
2024-01-06,4,0,wk flu hosp rate change,2024-01-06,pmf,large_decrease,0.2
2024-01-06,4,0,wk flu hosp rate change,2024-01-06,pmf,large_increase,0.2
2024-01-06,4,0,wk flu hosp rate change,2024-01-06,pmf,stable,0.2
2024-01-06,5,0,wk flu hosp rate change,2024-01-06,pmf,decrease,0.2
2024-01-06,5,0,wk flu hosp rate change,2024-01-06,pmf,increase,0.2
2024-01-06,5,0,wk flu hosp rate change,2024-01-06,pmf,large_decrease,0.2
2024-01-06,5,0,wk flu hosp rate change,2024-01-06,pmf,large_increase,0.2
2024-01-06,5,0,wk flu hosp rate change,2024-01-06,pmf,stable,0.2
2024-01-06,6,0,wk flu hosp rate change,2024-01-06,pmf,decrease,0.2
2024-01-06,6,0,wk flu hosp rate change,2024-01-06,pmf,increase,0.2
2024-01-06,6,0,wk flu hosp rate change,2024-01-06,pmf,large_decrease,0.2
2024-01-06,6,0,wk flu hosp rate change,2024-01-06,pmf,large_increase,0.2
2024-01-06,6,0,wk flu hosp rate change,2024-01-06,pmf,stable,0.2
2024-01-06,8,0,wk flu hosp rate change,2024-01-06,pmf,decrease,0.2
2024-01-06,8,0,wk flu hosp rate change,2024-01-06,pmf,increase,0.2
2024-01-06,8,0,wk flu hosp rate change,2024-01-06,pmf,large_decrease,0.2
2024-01-06,8,0,wk flu hosp rate change,2024-01-06,pmf,large_increase,0.2
2024-01-06,8,0,wk flu hosp rate change,2024-01-06,pmf,stable,0.2
2024-01-06,9,0,wk flu hosp rate change,2024-01-06,pmf,decrease,0.2
2024-01-06,9,0,wk flu hosp rate change,2024-01-06,pmf,increase,0.2
2024-01-06,9,0,wk flu hosp rate change,2024-01-06,pmf,large_decrease,0.2
2024-01-06,9,0,wk flu hosp rate change,2024-01-06,pmf,large_increase,0.2
2024-01-06,9,0,wk flu hosp rate change,2024-01-06,pmf,stable,0.2
2024-01-06,10,0,wk flu hosp rate change,2024-01-06,pmf,decrease,0.2
2024-01-06,10,0,wk flu hosp rate change,2024-01-06,pmf,increase,0.2
2024-01-06,10,0,wk flu hosp rate change,2024-01-06,pmf,large_decrease,0.2
2024-01-06,10,0,wk flu hosp rate change,2024-01-06,pmf,large_increase,0.2
2024-01-06,10,0,wk flu hosp rate change,2024-01-06,pmf,stable,0.2
2024-01-06,11,0,wk flu hosp rate change,2024-01-06,pmf,decrease,0.2
2024-01-06,11,0,wk flu hosp rate change,2024-01-06,pmf,increase,0.2
2024-01-06,11,0,wk flu hosp rate change,2024-01-06,pmf,large_decrease,0.2
