reference_date,horizon,target,target_end_date,location,output_type,output_type_id,value
2023-12-23,0,wk inc flu hosp,2023-12-23,US,quantile,0.01,5622.927110075607
2023-12-23,0,wk inc flu hosp,2023-12-23,US,quantile,0.025,7963.956127977033
2023-12-23,0,wk inc flu hosp,2023-12-23,US,quantile,0.05,8453.991555604429
2023-12-23,0,wk inc flu hosp,2023-12-23,US,quantile,0.1,9485.729691852697
2023-12-23,0,wk inc flu hosp,2023-12-23,US,quantile,0.15,9824.407531816343
2023-12-23,0,wk inc flu hosp,2023-12-23,US,quantile,0.2,10039.283077778871
2023-12-23,0,wk inc flu hosp,2023-12-23,US,quantile,0.25,10208.537054112696
2023-12-23,0,wk inc flu hosp,2023-12-23,US,quantile,0.3,10351.355301992397
2023-12-23,0,wk inc flu hosp,2023-12-23,US,quantile,0.35,10475.652174355642
2023-12-23,0,wk inc flu hosp,2023-12-23,US,quantile,0.4,10586.580055108321
2023-12-23,0,wk inc flu hosp,2023-12-23,US,quantile,0.45,10692.018395320054
2023-12-23,0,wk inc flu hosp,2023-12-23,US,quantile,0.5,10796.03424008504
2023-12-23,0,wk inc flu hosp,2023-12-23,US,quantile,0.55,10935.802273985171
2023-12-23,0,wk inc flu hosp,2023-12-23,US,quantile,0.6,11058.591686249594
2023-12-23,0,wk inc flu hosp,2023-12-23,US,quantile,0.65,11167.179052876729
2023-12-23,0,wk inc flu hosp,2023-12-23,US,quantile,0.7,11293.489242791851
2023-12-23,0,wk inc flu hosp,2023-12-23,US,quantile,0.75,11433.54695726923
2023-12-23,0,wk inc flu hosp,2023-12-23,US,quantile,0.8,11595.197105987336
2023-12-23,0,wk inc flu hosp,2023-12-23,US,quantile,0.85,11796.527184103978
2023-12-23,0,wk inc flu hosp,2023-12-23,US,quantile,0.9,12137.25156699366
2023-12-23,0,wk inc flu hosp,2023-12-23,US,quantile,0.95,13208.162812728162
2023-12-23,0,wk inc flu hosp,2023-12-23,US,quantile,0.975,13738.836016548748
2023-12-23,0,wk inc flu hosp,2023-12-23,US,quantile,0.99,16180.610962399178
2023-12-23,1,wk inc flu hosp,2023-12-30,US,quantile,0.01,5229.1430614687515
2023-12-23,1,wk inc flu hosp,2023-12-30,US,quantile,0.025,6260.931411762361
2023-12-23,1,wk inc flu hosp,2023-12-30,US,quantile,0.05,8233.023173116755
2023-12-23,1,wk inc flu hosp,2023-12-30,US,quantile,0.1,8998.488135297197
2023-12-23,1,wk inc flu hosp,2023-12-30,US,quantile,0.15,9817.633445651343
2023-12-23,1,wk inc flu hosp,2023-12-30,US,quantile,0.2,10289.366390659708
2023-12-23,1,wk inc flu hosp,2023-12-30,US,quantile,0.25,10586.679000216804
2023-12-23,1,wk inc flu hosp,2023-12-30,US,quantile,0.3,10848.636215429782
2023-12-23,1,wk inc flu hosp,2023-12-30,US,quantile,0.35,11073.028076705104
2023-12-23,1,wk inc flu hosp,2023-12-30,US,quantile,0.4,11271.219889546064
2023-12-23,1,wk inc flu hosp,2023-12-30,US,quantile,0.45,11453.638302194382
2023-12-23,1,wk inc flu hosp,2023-12-30,US,quantile,0.5,11614.770986144682
2023-12-23,1,wk inc flu hosp,2023-12-30,US,quantile,0.55,11790.685083931643
2023-12-23,1,wk inc flu hosp,2023-12-30,US,quantile,0.6,11986.463791346705
2023-12-23,1,wk inc flu hosp,2023-12-30,US,quantile,0.65,12195.311410600005
2023-12-23,1,wk inc flu hosp,2023-12-30,US,quantile,0.7,12420.722139124617
2023-12-23,1,wk inc flu hosp,2023-12-30,US,quantile,0.75,12697.57775689815
2023-12-23,1,wk inc flu hosp,2023-12-30,US,quantile,0.8,13053.876193452468
2023-12-23,1,wk inc flu hosp,2023-12-30,US,quantile,0.85,13574.967835604855
2023-12-23,1,wk inc flu hosp,2023-12-30,US,quantile,0.9,14450.278582697658
2023-12-23,1,wk inc flu hosp,2023-12-30,US,quantile,0.95,15341.889493059081
2023-12-23,1,wk inc flu hosp,2023-12-30,US,quantile,0.975,17576.279021901002
2023-12-23,1,wk inc flu hosp,2023-12-30,US,quantile,0.99,18888.85188659709
2023-12-23,2,wk inc flu hosp,2024-01-06,US,quantile,0.01,4842.4147672146755
2023-12-23,2,wk inc flu hosp,2024-01-06,US,quantile,0.025,5796.211720213159
2023-12-23,2,wk inc flu hosp,2024-01-06,US,quantile,0.05,7321.97218772662
2023-12-23,2,wk inc flu hosp,2024-01-06,US,quantile,0.1,8931.49048383545
2023-12-23,2,wk inc flu hosp,2024-01-06,US,quantile,0.15,9622.58840343958
2023-12-23,2,wk inc flu hosp,2024-01-06,US,quantile,0.2,10343.441721836783
2023-12-23,2,wk inc flu hosp,2024-01-06,US,quantile,0.25,10870.538744745418
2023-12-23,2,wk inc flu hosp,2024-01-06,US,quantile,0.3,11260.230830935105
2023-12-23,2,wk inc flu hosp,2024-01-06,US,quantile,0.35,11579.033842409328
2023-12-23,2,wk inc flu hosp,2024-01-06,US,quantile,0.4,11857.0948407673
2023-12-23,2,wk inc flu hosp,2024-01-06,US,quantile,0.45,12122.445666671467
2023-12-23,2,wk inc flu hosp,2024-01-06,US,quantile,0.5,12391.959662049336
2023-12-23,2,wk inc flu hosp,2024-01-06,US,quantile,0.55,12666.233715414775
2023-12-23,2,wk inc flu hosp,2024-01-06,US,quantile,0.6,12948.52462624251
2023-12-23,2,wk inc flu hosp,2024-01-06,US,quantile,0.65,13248.507932113534
2023-12-23,2,wk inc flu hosp,2024-01-06,US,quantile,0.7,13585.822710846967
2023-12-23,2,wk inc flu hosp,2024-01-06,US,quantile,0.75,14009.330671630414
2023-12-23,2,wk inc flu hosp,2024-01-06,US,quantile,0.8,14577.371749828033
2023-12-23,2,wk inc flu hosp,2024-01-06,US,quantile,0.85,15418.353962619109
2023-12-23,2,wk inc flu hosp,2024-01-06,US,quantile,0.9,16350.535445661675
2023-12-23,2,wk inc flu hosp,2024-01-06,US,quantile,0.95,18398.24265160674
2023-12-23,2,wk inc flu hosp,2024-01-06,US,quantile,0.975,20423.678533260143
2023-12-23,2,wk inc flu hosp,2024-01-06,US,quantile,0.99,22051.48236145326
2023-12-23,3,wk inc flu hosp,2024-01-13,US,quantile,0.01,4637.065552143999
2023-12-23,3,wk inc flu hosp,2024-01-13,US,quantile,0.025,5711.0938868189905
2023-12-23,3,wk inc flu hosp,2024-01-13,US,quantile,0.05,6934.093251774757
2023-12-23,3,wk inc flu hosp,2024-01-13,US,quantile,0.1,8976.177644436251
2023-12-23,3,wk inc flu hosp,2024-01-13,US,quantile,0.15,9745.10119694761
2023-12-23,3,wk inc flu hosp,2024-01-13,US,quantile,0.2,10424.657487852275
2023-12-23,3,wk inc flu hosp,2024-01-13,US,quantile,0.25,11131.913647488998
2023-12-23,3,wk inc flu hosp,2024-01-13,US,quantile,0.3,11643.037003286809
2023-12-23,3,wk inc flu hosp,2024-01-13,US,quantile,0.35,12026.10197417778
2023-12-23,3,wk inc flu hosp,2024-01-13,US,quantile,0.4,12363.820079948267
2023-12-23,3,wk inc flu hosp,2024-01-13,US,quantile,0.45,12711.832458344305
2023-12-23,3,wk inc flu hosp,2024-01-13,US,quantile,0.5,13027.678963173628
2023-12-23,3,wk inc flu hosp,2024-01-13,US,quantile,0.55,13356.647497768137
2023-12-23,3,wk inc flu hosp,2024-01-13,US,quantile,0.6,13715.776565884873
2023-12-23,3,wk inc flu hosp,2024-01-13,US,quantile,0.65,14105.264106093642
2023-12-23,3,wk inc flu hosp,2024-01-13,US,quantile,0.7,14586.060256458606
2023-12-23,3,wk inc flu hosp,2024-01-13,US,quantile,0.75,15136.554290156018
2023-12-23,3,wk inc flu hosp,2024-01-13,US,quantile,0.8,15908.771608227149
2023-12-23,3,wk inc flu hosp,2024-01-13,US,quantile,0.85,16731.17544258778
2023-12-23,3,wk inc flu hosp,2024-01-13,US,quantile,0.9,17841.62234669556
2023-12-23,3,wk inc flu hosp,2024-01-13,US,quantile,0.95,20457.67599883121
2023-12-23,3,wk inc flu hosp,2024-01-13,US,quantile,0.975,22294.237707469223
2023-12-23,3,wk inc flu hosp,2024-01-13,US,quantile,0.99,24357.038819969726
