reference_date,location,horizon,target,target_end_date,output_type,output_type_id,value
2024-05-04,US,0,wk inc flu hosp,2024-05-04,quantile,0.01,797.2762794132408
2024-05-04,US,0,wk inc flu hosp,2024-05-04,quantile,0.025,1026.3351203058608
2024-05-04,US,0,wk inc flu hosp,2024-05-04,quantile,0.05,1182.6654363145426
2024-05-04,US,0,wk inc flu hosp,2024-05-04,quantile,0.1,1383.6706771496338
2024-05-04,US,0,wk inc flu hosp,2024-05-04,quantile,0.15,1530.9841198044214
2024-05-04,US,0,wk inc flu hosp,2024-05-04,quantile,0.2,1629.3407936026772
2024-05-04,US,0,wk inc flu hosp,2024-05-04,quantile,0.25,1712.8729416524875
2024-05-04,US,0,wk inc flu hosp,2024-05-04,quantile,0.3,1789.8008729741143
2024-05-04,US,0,wk inc flu hosp,2024-05-04,quantile,0.35,1855.676173175487
2024-05-04,US,0,wk inc flu hosp,2024-05-04,quantile,0.4,1920.4216872891827
2024-05-04,US,0,wk inc flu hosp,2024-05-04,quantile,0.45,1989.4060271547287
2024-05-04,US,0,wk inc flu hosp,2024-05-04,quantile,0.5,2061.7197810599882
2024-05-04,US,0,wk inc flu hosp,2024-05-04,quantile,0.55,2128.2119867695624
2024-05-04,US,0,wk inc flu hosp,2024-05-04,quantile,0.6,2191.4069765445183
2024-05-04,US,0,wk inc flu hosp,2024-05-04,quantile,0.65,2261.1699337909517
2024-05-04,US,0,wk inc flu hosp,2024-05-04,quantile,0.7,2337.504389559488
2024-05-04,US,0,wk inc flu hosp,2024-05-04,quantile,0.75,2423.2976210938714
2024-05-04,US,0,wk inc flu hosp,2024-05-04,quantile,0.8,2525.8177726429863
2024-05-04,US,0,wk inc flu hosp,2024-05-04,quantile,0.85,2658.4316324878932
2024-05-04,US,0,wk inc flu hosp,2024-05-04,quantile,0.9,2865.9270692011833
2024-05-04,US,0,wk inc flu hosp,2024-05-04,quantile,0.95,3199.201472733499
2024-05-04,US,0,wk inc flu hosp,2024-05-04,quantile,0.975,3537.319669227133
2024-05-04,US,0,wk inc flu hosp,2024-05-04,quantile,0.99,4089.6246357882287
2024-05-04,US,1,wk inc flu hosp,2024-05-11,quantile,0.01,454.40943714757753
2024-05-04,US,1,wk inc flu hosp,2024-05-11,quantile,0.025,580.7716771798482
2024-05-04,US,1,wk inc flu hosp,2024-05-11,quantile,0.05,746.052877679902
2024-05-04,US,1,wk inc flu hosp,2024-05-11,quantile,0.1,915.8643069176624
2024-05-04,US,1,wk inc flu hosp,2024-05-11,quantile,0.15,1066.0847082116054
2024-05-04,US,1,wk inc flu hosp,2024-05-11,quantile,0.2,1230.3021281082401
2024-05-04,US,1,wk inc flu hosp,2024-05-11,quantile,0.25,1358.3590476007248
2024-05-04,US,1,wk inc flu hosp,2024-05-11,quantile,0.3,1467.2477372446388
2024-05-04,US,1,wk inc flu hosp,2024-05-11,quantile,0.35,1559.8689039907335
2024-05-04,US,1,wk inc flu hosp,2024-05-11,quantile,0.4,1651.9605271817902
2024-05-04,US,1,wk inc flu hosp,2024-05-11,quantile,0.45,1738.6866836244553
2024-05-04,US,1,wk inc flu hosp,2024-05-11,quantile,0.5,1815.7052735272675
2024-05-04,US,1,wk inc flu hosp,2024-05-11,quantile,0.55,1894.1254820055756
2024-05-04,US,1,wk inc flu hosp,2024-05-11,quantile,0.6,1981.0744581914864
2024-05-04,US,1,wk inc flu hosp,2024-05-11,quantile,0.65,2073.9296422187035
2024-05-04,US,1,wk inc flu hosp,2024-05-11,quantile,0.7,2178.898142746225
2024-05-04,US,1,wk inc flu hosp,2024-05-11,quantile,0.75,2300.778505324458
2024-05-04,US,1,wk inc flu hosp,2024-05-11,quantile,0.8,2462.5740689941754
2024-05-04,US,1,wk inc flu hosp,2024-05-11,quantile,0.85,2672.583151800249
2024-05-04,US,1,wk inc flu hosp,2024-05-11,quantile,0.9,2954.8750430560303
2024-05-04,US,1,wk inc flu hosp,2024-05-11,quantile,0.95,3436.8915351945325
2024-05-04,US,1,wk inc flu hosp,2024-05-11,quantile,0.975,4035.366831933517
2024-05-04,US,1,wk inc flu hosp,2024-05-11,quantile,0.99,4590.902102573327
2024-05-04,US,2,wk inc flu hosp,2024-05-18,quantile,0.01,301.37352581965706
2024-05-04,US,2,wk inc flu hosp,2024-05-18,quantile,0.025,372.1125972779914
2024-05-04,US,2,wk inc flu hosp,2024-05-18,quantile,0.05,525.4360676832574
2024-05-04,US,2,wk inc flu hosp,2024-05-18,quantile,0.1,688.2797424029008
2024-05-04,US,2,wk inc flu hosp,2024-05-18,quantile,0.15,804.9797287466413
2024-05-04,US,2,wk inc flu hosp,2024-05-18,quantile,0.2,934.1767046215216
2024-05-04,US,2,wk inc flu hosp,2024-05-18,quantile,0.25,1053.0438623786172
