reference_date,location,horizon,target,target_end_date,output_type,output_type_id,value
2026-05-30,01,0,wk inc flu hosp,2026-05-30,quantile,0.01,1
2026-05-30,01,0,wk inc flu hosp,2026-05-30,quantile,0.025,1.248199838506507
2026-05-30,01,0,wk inc flu hosp,2026-05-30,quantile,0.05,2.588042923047885
2026-05-30,01,0,wk inc flu hosp,2026-05-30,quantile,0.1,5.321877697145032
2026-05-30,01,0,wk inc flu hosp,2026-05-30,quantile,0.15,6.335962021156096
2026-05-30,01,0,wk inc flu hosp,2026-05-30,quantile,0.2,7.070655956036296
2026-05-30,01,0,wk inc flu hosp,2026-05-30,quantile,0.25,7.893484778732455
2026-05-30,01,0,wk inc flu hosp,2026-05-30,quantile,0.3,9
2026-05-30,01,0,wk inc flu hosp,2026-05-30,quantile,0.35,10.74134093661312
2026-05-30,01,0,wk inc flu hosp,2026-05-30,quantile,0.4,12
2026-05-30,01,0,wk inc flu hosp,2026-05-30,quantile,0.45,13.550343584172051
2026-05-30,01,0,wk inc flu hosp,2026-05-30,quantile,0.5,14.1262294051274
2026-05-30,01,0,wk inc flu hosp,2026-05-30,quantile,0.55,15.280169876607
2026-05-30,01,0,wk inc flu hosp,2026-05-30,quantile,0.6,16
2026-05-30,01,0,wk inc flu hosp,2026-05-30,quantile,0.65,17
2026-05-30,01,0,wk inc flu hosp,2026-05-30,quantile,0.7,17.5
2026-05-30,01,0,wk inc flu hosp,2026-05-30,quantile,0.75,18.50493862377218
2026-05-30,01,0,wk inc flu hosp,2026-05-30,quantile,0.8,20.153065985932827
2026-05-30,01,0,wk inc flu hosp,2026-05-30,quantile,0.85,22.6982276441561
2026-05-30,01,0,wk inc flu hosp,2026-05-30,quantile,0.9,26.5
2026-05-30,01,0,wk inc flu hosp,2026-05-30,quantile,0.95,31.5
2026-05-30,01,0,wk inc flu hosp,2026-05-30,quantile,0.975,37.95
2026-05-30,01,0,wk inc flu hosp,2026-05-30,quantile,0.99,44.59976134074733
2026-05-30,01,1,wk inc flu hosp,2026-06-06,quantile,0.01,0
2026-05-30,01,1,wk inc flu hosp,2026-06-06,quantile,0.025,0.5484517664191505
2026-05-30,01,1,wk inc flu hosp,2026-06-06,quantile,0.05,1.5
2026-05-30,01,1,wk inc flu hosp,2026-06-06,quantile,0.1,4.295596418034683
2026-05-30,01,1,wk inc flu hosp,2026-06-06,quantile,0.15,5.635519452274886
2026-05-30,01,1,wk inc flu hosp,2026-06-06,quantile,0.2,6.771400321461746
2026-05-30,01,1,wk inc flu hosp,2026-06-06,quantile,0.25,7.901388823369078
2026-05-30,01,1,wk inc flu hosp,2026-06-06,quantile,0.3,8.382192179688882
2026-05-30,01,1,wk inc flu hosp,2026-06-06,quantile,0.35,9.776564901849849
2026-05-30,01,1,wk inc flu hosp,2026-06-06,quantile,0.4,10.669011773606368
2026-05-30,01,1,wk inc flu hosp,2026-06-06,quantile,0.45,11.686837002491636
2026-05-30,01,1,wk inc flu hosp,2026-06-06,quantile,0.5,12.760391216868918
2026-05-30,01,1,wk inc flu hosp,2026-06-06,quantile,0.55,13.990712418983422
2026-05-30,01,1,wk inc flu hosp,2026-06-06,quantile,0.6,14.858279879515202
2026-05-30,01,1,wk inc flu hosp,2026-06-06,quantile,0.65,15.70787225521255
2026-05-30,01,1,wk inc flu hosp,2026-06-06,quantile,0.7,17.32
2026-05-30,01,1,wk inc flu hosp,2026-06-06,quantile,0.75,18.665
2026-05-30,01,1,wk inc flu hosp,2026-06-06,quantile,0.8,20.5021561162589
2026-05-30,01,1,wk inc flu hosp,2026-06-06,quantile,0.85,23.126493642053877
2026-05-30,01,1,wk inc flu hosp,2026-06-06,quantile,0.9,26.865737517941525
2026-05-30,01,1,wk inc flu hosp,2026-06-06,quantile,0.95,33.80762380498711
2026-05-30,01,1,wk inc flu hosp,2026-06-06,quantile,0.975,41.131064538938794
2026-05-30,01,1,wk inc flu hosp,2026-06-06,quantile,0.99,50.84232728676062
2026-05-30,01,2,wk inc flu hosp,2026-06-13,quantile,0.01,0
2026-05-30,01,2,wk inc flu hosp,2026-06-13,quantile,0.025,0
2026-05-30,01,2,wk inc flu hosp,2026-06-13,quantile,0.05,0.5348666053034599
2026-05-30,01,2,wk inc flu hosp,2026-06-13,quantile,0.1,4
2026-05-30,01,2,wk inc flu hosp,2026-06-13,quantile,0.15,4.918491400994903
2026-05-30,01,2,wk inc flu hosp,2026-06-13,quantile,0.2,5
2026-05-30,01,2,wk inc flu hosp,2026-06-13,quantile,0.25,6.5
2026-05-30,01,2,wk inc flu hosp,2026-06-13,quantile,0.3,7.5
2026-05-30,01,2,wk inc flu hosp,2026-06-13,quantile,0.35,8.65
2026-05-30,01,2,wk inc flu hosp,2026-06-13,quantile,0.4,9
2026-05-30,01,2,wk inc flu hosp,2026-06-13,quantile,0.45,10.443837386067255
2026-05-30,01,2,wk inc flu hosp,2026-06-13,quantile,0.5,12.02
2026-05-30,01,2,wk inc flu hosp,2026-06-13,quantile,0.55,12.5
2026-05-30,01,2,wk inc flu hosp,2026-06-13,quantile,0.6,13.5
2026-05-30,01,2,wk inc flu hosp,2026-06-13,quantile,0.65,14
2026-05-30,01,2,wk inc flu hosp,2026-06-13,quantile,0.7,15
2026-05-30,01,2,wk inc flu hosp,2026-06-13,quantile,0.75,16
2026-05-30,01,2,wk inc flu hosp,2026-06-13,quantile,0.8,19.195
2026-05-30,01,2,wk inc flu hosp,2026-06-13,quantile,0.85,21.945
2026-05-30,01,2,wk inc flu hosp,2026-06-13,quantile,0.9,25.695
2026-05-30,01,2,wk inc flu hosp,2026-06-13,quantile,0.95,31.19
2026-05-30,01,2,wk inc flu hosp,2026-06-13,quantile,0.975,42
