reference_date,location,horizon,target,target_end_date,output_type,output_type_id,value
2026-01-17,01,0,wk inc flu hosp,2026-01-17,quantile,0.01,140.51124867669765
2026-01-17,01,0,wk inc flu hosp,2026-01-17,quantile,0.025,166.2222231691852
2026-01-17,01,0,wk inc flu hosp,2026-01-17,quantile,0.05,190.5120853363655
2026-01-17,01,0,wk inc flu hosp,2026-01-17,quantile,0.1,211.60830636248073
2026-01-17,01,0,wk inc flu hosp,2026-01-17,quantile,0.15,224
2026-01-17,01,0,wk inc flu hosp,2026-01-17,quantile,0.2,238.80000000000004
2026-01-17,01,0,wk inc flu hosp,2026-01-17,quantile,0.25,250.5
2026-01-17,01,0,wk inc flu hosp,2026-01-17,quantile,0.3,265.5
2026-01-17,01,0,wk inc flu hosp,2026-01-17,quantile,0.35,276
2026-01-17,01,0,wk inc flu hosp,2026-01-17,quantile,0.4,286
2026-01-17,01,0,wk inc flu hosp,2026-01-17,quantile,0.45,300
2026-01-17,01,0,wk inc flu hosp,2026-01-17,quantile,0.5,309.5
2026-01-17,01,0,wk inc flu hosp,2026-01-17,quantile,0.55,317
2026-01-17,01,0,wk inc flu hosp,2026-01-17,quantile,0.6,321
2026-01-17,01,0,wk inc flu hosp,2026-01-17,quantile,0.65,332.5
2026-01-17,01,0,wk inc flu hosp,2026-01-17,quantile,0.7,345.54999999999984
2026-01-17,01,0,wk inc flu hosp,2026-01-17,quantile,0.75,360.5
2026-01-17,01,0,wk inc flu hosp,2026-01-17,quantile,0.8,378.5
2026-01-17,01,0,wk inc flu hosp,2026-01-17,quantile,0.85,396.09102218087514
2026-01-17,01,0,wk inc flu hosp,2026-01-17,quantile,0.9,429.46708905666435
2026-01-17,01,0,wk inc flu hosp,2026-01-17,quantile,0.95,486.99606894354525
2026-01-17,01,0,wk inc flu hosp,2026-01-17,quantile,0.975,530.035
2026-01-17,01,0,wk inc flu hosp,2026-01-17,quantile,0.99,575.45
2026-01-17,01,1,wk inc flu hosp,2026-01-24,quantile,0.01,83.93
2026-01-17,01,1,wk inc flu hosp,2026-01-24,quantile,0.025,123
2026-01-17,01,1,wk inc flu hosp,2026-01-24,quantile,0.05,144
2026-01-17,01,1,wk inc flu hosp,2026-01-24,quantile,0.1,163.5
2026-01-17,01,1,wk inc flu hosp,2026-01-24,quantile,0.15,191
2026-01-17,01,1,wk inc flu hosp,2026-01-24,quantile,0.2,212.5
2026-01-17,01,1,wk inc flu hosp,2026-01-24,quantile,0.25,237
2026-01-17,01,1,wk inc flu hosp,2026-01-24,quantile,0.3,262.9516879826268
2026-01-17,01,1,wk inc flu hosp,2026-01-24,quantile,0.35,277.7134972086244
2026-01-17,01,1,wk inc flu hosp,2026-01-24,quantile,0.4,288.3115143198111
2026-01-17,01,1,wk inc flu hosp,2026-01-24,quantile,0.45,295.83385681071263
2026-01-17,01,1,wk inc flu hosp,2026-01-24,quantile,0.5,302.855275042298
2026-01-17,01,1,wk inc flu hosp,2026-01-24,quantile,0.55,312.5
2026-01-17,01,1,wk inc flu hosp,2026-01-24,quantile,0.6,324
2026-01-17,01,1,wk inc flu hosp,2026-01-24,quantile,0.65,329.78999999999996
2026-01-17,01,1,wk inc flu hosp,2026-01-24,quantile,0.7,340.5
2026-01-17,01,1,wk inc flu hosp,2026-01-24,quantile,0.75,355.9164622853767
2026-01-17,01,1,wk inc flu hosp,2026-01-24,quantile,0.8,378.2868934723092
2026-01-17,01,1,wk inc flu hosp,2026-01-24,quantile,0.85,402
2026-01-17,01,1,wk inc flu hosp,2026-01-24,quantile,0.9,445.5780580653252
2026-01-17,01,1,wk inc flu hosp,2026-01-24,quantile,0.95,550.5
2026-01-17,01,1,wk inc flu hosp,2026-01-24,quantile,0.975,621.5874999999999
2026-01-17,01,1,wk inc flu hosp,2026-01-24,quantile,0.99,721.1749999999998
2026-01-17,01,2,wk inc flu hosp,2026-01-31,quantile,0.01,68.23266649506711
2026-01-17,01,2,wk inc flu hosp,2026-01-31,quantile,0.025,83.58313877852406
2026-01-17,01,2,wk inc flu hosp,2026-01-31,quantile,0.05,98.62396269054028
2026-01-17,01,2,wk inc flu hosp,2026-01-31,quantile,0.1,129
2026-01-17,01,2,wk inc flu hosp,2026-01-31,quantile,0.15,157
2026-01-17,01,2,wk inc flu hosp,2026-01-31,quantile,0.2,185
2026-01-17,01,2,wk inc flu hosp,2026-01-31,quantile,0.25,213
2026-01-17,01,2,wk inc flu hosp,2026-01-31,quantile,0.3,241
2026-01-17,01,2,wk inc flu hosp,2026-01-31,quantile,0.35,256
2026-01-17,01,2,wk inc flu hosp,2026-01-31,quantile,0.4,267
2026-01-17,01,2,wk inc flu hosp,2026-01-31,quantile,0.45,276
2026-01-17,01,2,wk inc flu hosp,2026-01-31,quantile,0.5,286.71500000000003
2026-01-17,01,2,wk inc flu hosp,2026-01-31,quantile,0.55,297
2026-01-17,01,2,wk inc flu hosp,2026-01-31,quantile,0.6,310.44
2026-01-17,01,2,wk inc flu hosp,2026-01-31,quantile,0.65,325.5
2026-01-17,01,2,wk inc flu hosp,2026-01-31,quantile,0.7,342.54927977595486
2026-01-17,01,2,wk inc flu hosp,2026-01-31,quantile,0.75,374
2026-01-17,01,2,wk inc flu hosp,2026-01-31,quantile,0.8,406.5
2026-01-17,01,2,wk inc flu hosp,2026-01-31,quantile,0.85,441.99561308510255
2026-01-17,01,2,wk inc flu hosp,2026-01-31,quantile,0.9,485.37608547379665
2026-01-17,01,2,wk inc flu hosp,2026-01-31,quantile,0.95,549.1727118067536
2026-01-17,01,2,wk inc flu hosp,2026-01-31,quantile,0.975,658.5884171342343
2026-01-17,01,2,wk inc flu hosp,2026-01-31,quantile,0.99,789.535
2026-01-17,01,3,wk inc flu hosp,2026-02-07,quantile,0.01,49.59
2026-01-17,01,3,wk inc flu hosp,2026-02-07,quantile,0.025,61.40839811863555
2026-01-17,01,3,wk inc flu hosp,2026-02-07,quantile,0.05,73.32056780467144
2026-01-17,01,3,wk inc flu hosp,2026-02-07,quantile,0.1,106.94000537014219
2026-01-17,01,3,wk inc flu hosp,2026-02-07,quantile,0.15,131.51699641141974
2026-01-17,01,3,wk inc flu hosp,2026-02-07,quantile,0.2,154.5
2026-01-17,01,3,wk inc flu hosp,2026-02-07,quantile,0.25,191
2026-01-17,01,3,wk inc flu hosp,2026-02-07,quantile,0.3,203.5
2026-01-17,01,3,wk inc flu hosp,2026-02-07,quantile,0.35,214.43
2026-01-17,01,3,wk inc flu hosp,2026-02-07,quantile,0.4,229
2026-01-17,01,3,wk inc flu hosp,2026-02-07,quantile,0.45,243.20669388019627
