reference_date,location,horizon,target,target_end_date,output_type,output_type_id,value
2025-04-19,01,0,wk inc flu hosp,2025-04-19,quantile,0.01,2.840119116910744
2025-04-19,01,0,wk inc flu hosp,2025-04-19,quantile,0.025,5.4143937578516255
2025-04-19,01,0,wk inc flu hosp,2025-04-19,quantile,0.05,7.323598066537295
2025-04-19,01,0,wk inc flu hosp,2025-04-19,quantile,0.1,10.834982861439173
2025-04-19,01,0,wk inc flu hosp,2025-04-19,quantile,0.15,12.867300733995148
2025-04-19,01,0,wk inc flu hosp,2025-04-19,quantile,0.2,14.75240110962278
2025-04-19,01,0,wk inc flu hosp,2025-04-19,quantile,0.25,16.44530201329352
2025-04-19,01,0,wk inc flu hosp,2025-04-19,quantile,0.3,19.21418742846004
2025-04-19,01,0,wk inc flu hosp,2025-04-19,quantile,0.35,21.31389925883835
2025-04-19,01,0,wk inc flu hosp,2025-04-19,quantile,0.4,25
2025-04-19,01,0,wk inc flu hosp,2025-04-19,quantile,0.45,27.775
2025-04-19,01,0,wk inc flu hosp,2025-04-19,quantile,0.5,31.271
2025-04-19,01,0,wk inc flu hosp,2025-04-19,quantile,0.55,36.8895
2025-04-19,01,0,wk inc flu hosp,2025-04-19,quantile,0.6,41.5
2025-04-19,01,0,wk inc flu hosp,2025-04-19,quantile,0.65,45
2025-04-19,01,0,wk inc flu hosp,2025-04-19,quantile,0.7,48.5
2025-04-19,01,0,wk inc flu hosp,2025-04-19,quantile,0.75,52.5
2025-04-19,01,0,wk inc flu hosp,2025-04-19,quantile,0.8,58
2025-04-19,01,0,wk inc flu hosp,2025-04-19,quantile,0.85,63.5
2025-04-19,01,0,wk inc flu hosp,2025-04-19,quantile,0.9,71.91609507128875
2025-04-19,01,0,wk inc flu hosp,2025-04-19,quantile,0.95,87.5
2025-04-19,01,0,wk inc flu hosp,2025-04-19,quantile,0.975,102.5
2025-04-19,01,0,wk inc flu hosp,2025-04-19,quantile,0.99,121
2025-04-19,01,1,wk inc flu hosp,2025-04-26,quantile,0.01,0
2025-04-19,01,1,wk inc flu hosp,2025-04-26,quantile,0.025,0.5
2025-04-19,01,1,wk inc flu hosp,2025-04-26,quantile,0.05,1
2025-04-19,01,1,wk inc flu hosp,2025-04-26,quantile,0.1,2
2025-04-19,01,1,wk inc flu hosp,2025-04-26,quantile,0.15,2.625246025107575
2025-04-19,01,1,wk inc flu hosp,2025-04-26,quantile,0.2,3.584460285886455
2025-04-19,01,1,wk inc flu hosp,2025-04-26,quantile,0.25,5.78570939977349
2025-04-19,01,1,wk inc flu hosp,2025-04-26,quantile,0.3,9.18801298352745
2025-04-19,01,1,wk inc flu hosp,2025-04-26,quantile,0.35,11.38268436681405
2025-04-19,01,1,wk inc flu hosp,2025-04-26,quantile,0.4,15.961287784498875
2025-04-19,01,1,wk inc flu hosp,2025-04-26,quantile,0.45,18.06606946741254
2025-04-19,01,1,wk inc flu hosp,2025-04-26,quantile,0.5,22.2
2025-04-19,01,1,wk inc flu hosp,2025-04-26,quantile,0.55,27.456
2025-04-19,01,1,wk inc flu hosp,2025-04-26,quantile,0.6,31
2025-04-19,01,1,wk inc flu hosp,2025-04-26,quantile,0.65,35
2025-04-19,01,1,wk inc flu hosp,2025-04-26,quantile,0.7,40
2025-04-19,01,1,wk inc flu hosp,2025-04-26,quantile,0.75,45.5
2025-04-19,01,1,wk inc flu hosp,2025-04-26,quantile,0.8,50
2025-04-19,01,1,wk inc flu hosp,2025-04-26,quantile,0.85,56.5
2025-04-19,01,1,wk inc flu hosp,2025-04-26,quantile,0.9,70.98324577515078
2025-04-19,01,1,wk inc flu hosp,2025-04-26,quantile,0.95,93.5
2025-04-19,01,1,wk inc flu hosp,2025-04-26,quantile,0.975,118.50999999999999
2025-04-19,01,1,wk inc flu hosp,2025-04-26,quantile,0.99,159.22
2025-04-19,01,2,wk inc flu hosp,2025-05-03,quantile,0.01,0
2025-04-19,01,2,wk inc flu hosp,2025-05-03,quantile,0.025,0
2025-04-19,01,2,wk inc flu hosp,2025-05-03,quantile,0.05,0
2025-04-19,01,2,wk inc flu hosp,2025-05-03,quantile,0.1,0.5
2025-04-19,01,2,wk inc flu hosp,2025-05-03,quantile,0.15,1
2025-04-19,01,2,wk inc flu hosp,2025-05-03,quantile,0.2,1.5
2025-04-19,01,2,wk inc flu hosp,2025-05-03,quantile,0.25,2
2025-04-19,01,2,wk inc flu hosp,2025-05-03,quantile,0.3,2.99009917840899
2025-04-19,01,2,wk inc flu hosp,2025-05-03,quantile,0.35,4.802614203571055
2025-04-19,01,2,wk inc flu hosp,2025-05-03,quantile,0.4,7.320534736607
2025-04-19,01,2,wk inc flu hosp,2025-05-03,quantile,0.45,9.80399732
2025-04-19,01,2,wk inc flu hosp,2025-05-03,quantile,0.5,16.351572403194375
2025-04-19,01,2,wk inc flu hosp,2025-05-03,quantile,0.55,20.5
2025-04-19,01,2,wk inc flu hosp,2025-05-03,quantile,0.6,25
2025-04-19,01,2,wk inc flu hosp,2025-05-03,quantile,0.65,28
2025-04-19,01,2,wk inc flu hosp,2025-05-03,quantile,0.7,32
2025-04-19,01,2,wk inc flu hosp,2025-05-03,quantile,0.75,36.625
2025-04-19,01,2,wk inc flu hosp,2025-05-03,quantile,0.8,41.5
2025-04-19,01,2,wk inc flu hosp,2025-05-03,quantile,0.85,49.926933793734285
2025-04-19,01,2,wk inc flu hosp,2025-05-03,quantile,0.9,65.5
2025-04-19,01,2,wk inc flu hosp,2025-05-03,quantile,0.95,88.5
2025-04-19,01,2,wk inc flu hosp,2025-05-03,quantile,0.975,116.00999999999999
2025-04-19,01,2,wk inc flu hosp,2025-05-03,quantile,0.99,154.82
2025-04-19,01,3,wk inc flu hosp,2025-05-10,quantile,0.01,0
2025-04-19,01,3,wk inc flu hosp,2025-05-10,quantile,0.025,0
2025-04-19,01,3,wk inc flu hosp,2025-05-10,quantile,0.05,0
2025-04-19,01,3,wk inc flu hosp,2025-05-10,quantile,0.1,0
2025-04-19,01,3,wk inc flu hosp,2025-05-10,quantile,0.15,0
2025-04-19,01,3,wk inc flu hosp,2025-05-10,quantile,0.2,0
2025-04-19,01,3,wk inc flu hosp,2025-05-10,quantile,0.25,0.5
2025-04-19,01,3,wk inc flu hosp,2025-05-10,quantile,0.3,1
2025-04-19,01,3,wk inc flu hosp,2025-05-10,quantile,0.35,1
2025-04-19,01,3,wk inc flu hosp,2025-05-10,quantile,0.4,3.65534001869853
2025-04-19,01,3,wk inc flu hosp,2025-05-10,quantile,0.45,5.898943394972185
2025-04-19,01,3,wk inc flu hosp,2025-05-10,quantile,0.5,12.54655783
2025-04-19,01,3,wk inc flu hosp,2025-05-10,quantile,0.55,17.193461375
2025-04-19,01,3,wk inc flu hosp,2025-05-10,quantile,0.6,22.210045514999997
2025-04-19,01,3,wk inc flu hosp,2025-05-10,quantile,0.65,26
2025-04-19,01,3,wk inc flu hosp,2025-05-10,quantile,0.7,29.5
2025-04-19,01,3,wk inc flu hosp,2025-05-10,quantile,0.75,33.9929279543224
2025-04-19,01,3,wk inc flu hosp,2025-05-10,quantile,0.8,40.229748350971434
2025-04-19,01,3,wk inc flu hosp,2025-05-10,quantile,0.85,49.73747356855145
2025-04-19,01,3,wk inc flu hosp,2025-05-10,quantile,0.9,65.5
2025-04-19,01,3,wk inc flu hosp,2025-05-10,quantile,0.95,90
2025-04-19,01,3,wk inc flu hosp,2025-05-10,quantile,0.975,117
2025-04-19,01,3,wk inc flu hosp,2025-05-10,quantile,0.99,159.53
2025-04-19,02,0,wk inc flu hosp,2025-04-19,quantile,0.01,0.4133309467976235
2025-04-19,02,0,wk inc flu hosp,2025-04-19,quantile,0.025,1
2025-04-19,02,0,wk inc flu hosp,2025-04-19,quantile,0.05,2
2025-04-19,02,0,wk inc flu hosp,2025-04-19,quantile,0.1,3.2034712547032766
2025-04-19,02,0,wk inc flu hosp,2025-04-19,quantile,0.15,4.037900903132461
2025-04-19,02,0,wk inc flu hosp,2025-04-19,quantile,0.2,5.00915827779666
2025-04-19,02,0,wk inc flu hosp,2025-04-19,quantile,0.25,5.788905604110004
2025-04-19,02,0,wk inc flu hosp,2025-04-19,quantile,0.3,6.576645329108885
2025-04-19,02,0,wk inc flu hosp,2025-04-19,quantile,0.35,7.5
2025-04-19,02,0,wk inc flu hosp,2025-04-19,quantile,0.4,8.400840036127866
2025-04-19,02,0,wk inc flu hosp,2025-04-19,quantile,0.45,9
2025-04-19,02,0,wk inc flu hosp,2025-04-19,quantile,0.5,11
2025-04-19,02,0,wk inc flu hosp,2025-04-19,quantile,0.55,11.5
2025-04-19,02,0,wk inc flu hosp,2025-04-19,quantile,0.6,12
2025-04-19,02,0,wk inc flu hosp,2025-04-19,quantile,0.65,13
2025-04-19,02,0,wk inc flu hosp,2025-04-19,quantile,0.7,13
2025-04-19,02,0,wk inc flu hosp,2025-04-19,quantile,0.75,15
2025-04-19,02,0,wk inc flu hosp,2025-04-19,quantile,0.8,16
2025-04-19,02,0,wk inc flu hosp,2025-04-19,quantile,0.85,17
2025-04-19,02,0,wk inc flu hosp,2025-04-19,quantile,0.9,20
2025-04-19,02,0,wk inc flu hosp,2025-04-19,quantile,0.95,23.776
2025-04-19,02,0,wk inc flu hosp,2025-04-19,quantile,0.975,27.569000000000003
2025-04-19,02,0,wk inc flu hosp,2025-04-19,quantile,0.99,32.724000000000004
2025-04-19,02,1,wk inc flu hosp,2025-04-26,quantile,0.01,0
2025-04-19,02,1,wk inc flu hosp,2025-04-26,quantile,0.025,0
2025-04-19,02,1,wk inc flu hosp,2025-04-26,quantile,0.05,0.5
2025-04-19,02,1,wk inc flu hosp,2025-04-26,quantile,0.1,0.5
2025-04-19,02,1,wk inc flu hosp,2025-04-26,quantile,0.15,2
2025-04-19,02,1,wk inc flu hosp,2025-04-26,quantile,0.2,3
2025-04-19,02,1,wk inc flu hosp,2025-04-26,quantile,0.25,3.2737716891168978
2025-04-19,02,1,wk inc flu hosp,2025-04-26,quantile,0.3,4
2025-04-19,02,1,wk inc flu hosp,2025-04-26,quantile,0.35,5
2025-04-19,02,1,wk inc flu hosp,2025-04-26,quantile,0.4,6
2025-04-19,02,1,wk inc flu hosp,2025-04-26,quantile,0.45,7
2025-04-19,02,1,wk inc flu hosp,2025-04-26,quantile,0.5,8
2025-04-19,02,1,wk inc flu hosp,2025-04-26,quantile,0.55,9.5
2025-04-19,02,1,wk inc flu hosp,2025-04-26,quantile,0.6,10
2025-04-19,02,1,wk inc flu hosp,2025-04-26,quantile,0.65,11.331912311935419
2025-04-19,02,1,wk inc flu hosp,2025-04-26,quantile,0.7,12.5
2025-04-19,02,1,wk inc flu hosp,2025-04-26,quantile,0.75,13.5
2025-04-19,02,1,wk inc flu hosp,2025-04-26,quantile,0.8,15
2025-04-19,02,1,wk inc flu hosp,2025-04-26,quantile,0.85,16.825983945
2025-04-19,02,1,wk inc flu hosp,2025-04-26,quantile,0.9,19.6484674
2025-04-19,02,1,wk inc flu hosp,2025-04-26,quantile,0.95,25.5
2025-04-19,02,1,wk inc flu hosp,2025-04-26,quantile,0.975,32.5
2025-04-19,02,1,wk inc flu hosp,2025-04-26,quantile,0.99,37.5
2025-04-19,02,2,wk inc flu hosp,2025-05-03,quantile,0.01,0
2025-04-19,02,2,wk inc flu hosp,2025-05-03,quantile,0.025,0
2025-04-19,02,2,wk inc flu hosp,2025-05-03,quantile,0.05,0.2983078033138299
2025-04-19,02,2,wk inc flu hosp,2025-05-03,quantile,0.1,0.9693205766561326
2025-04-19,02,2,wk inc flu hosp,2025-05-03,quantile,0.15,1.348882186836766
2025-04-19,02,2,wk inc flu hosp,2025-05-03,quantile,0.2,2.0545930276200997
2025-04-19,02,2,wk inc flu hosp,2025-05-03,quantile,0.25,3
2025-04-19,02,2,wk inc flu hosp,2025-05-03,quantile,0.3,3.5
2025-04-19,02,2,wk inc flu hosp,2025-05-03,quantile,0.35,4.5
2025-04-19,02,2,wk inc flu hosp,2025-05-03,quantile,0.4,5.5
2025-04-19,02,2,wk inc flu hosp,2025-05-03,quantile,0.45,7
2025-04-19,02,2,wk inc flu hosp,2025-05-03,quantile,0.5,8.379981279373169
2025-04-19,02,2,wk inc flu hosp,2025-05-03,quantile,0.55,9.969940333461807
2025-04-19,02,2,wk inc flu hosp,2025-05-03,quantile,0.6,11
2025-04-19,02,2,wk inc flu hosp,2025-05-03,quantile,0.65,11.5
2025-04-19,02,2,wk inc flu hosp,2025-05-03,quantile,0.7,12.5
2025-04-19,02,2,wk inc flu hosp,2025-05-03,quantile,0.75,13
2025-04-19,02,2,wk inc flu hosp,2025-05-03,quantile,0.8,14
2025-04-19,02,2,wk inc flu hosp,2025-05-03,quantile,0.85,16.404481594631
2025-04-19,02,2,wk inc flu hosp,2025-05-03,quantile,0.9,19.976898235
2025-04-19,02,2,wk inc flu hosp,2025-05-03,quantile,0.95,26.5
2025-04-19,02,2,wk inc flu hosp,2025-05-03,quantile,0.975,34.5
2025-04-19,02,2,wk inc flu hosp,2025-05-03,quantile,0.99,40.754999999999995
2025-04-19,02,3,wk inc flu hosp,2025-05-10,quantile,0.01,0
2025-04-19,02,3,wk inc flu hosp,2025-05-10,quantile,0.025,0
2025-04-19,02,3,wk inc flu hosp,2025-05-10,quantile,0.05,0
2025-04-19,02,3,wk inc flu hosp,2025-05-10,quantile,0.1,0.8085860391445141
2025-04-19,02,3,wk inc flu hosp,2025-05-10,quantile,0.15,0.9120930808794669
2025-04-19,02,3,wk inc flu hosp,2025-05-10,quantile,0.2,1.3423542965935211
2025-04-19,02,3,wk inc flu hosp,2025-05-10,quantile,0.25,2.111853502025981
2025-04-19,02,3,wk inc flu hosp,2025-05-10,quantile,0.3,3.5
2025-04-19,02,3,wk inc flu hosp,2025-05-10,quantile,0.35,4
2025-04-19,02,3,wk inc flu hosp,2025-05-10,quantile,0.4,5.512927689361599
2025-04-19,02,3,wk inc flu hosp,2025-05-10,quantile,0.45,6.5
2025-04-19,02,3,wk inc flu hosp,2025-05-10,quantile,0.5,7.5
2025-04-19,02,3,wk inc flu hosp,2025-05-10,quantile,0.55,8
2025-04-19,02,3,wk inc flu hosp,2025-05-10,quantile,0.6,9
2025-04-19,02,3,wk inc flu hosp,2025-05-10,quantile,0.65,10.5
2025-04-19,02,3,wk inc flu hosp,2025-05-10,quantile,0.7,11.5
2025-04-19,02,3,wk inc flu hosp,2025-05-10,quantile,0.75,12.5
2025-04-19,02,3,wk inc flu hosp,2025-05-10,quantile,0.8,14.672016942122983
2025-04-19,02,3,wk inc flu hosp,2025-05-10,quantile,0.85,17.470393899999998
2025-04-19,02,3,wk inc flu hosp,2025-05-10,quantile,0.9,22.28
2025-04-19,02,3,wk inc flu hosp,2025-05-10,quantile,0.95,28.74199783761405
