reference_date,location,horizon,target,target_end_date,output_type,output_type_id,value
2026-05-16,01,0,wk inc flu hosp,2026-05-16,quantile,0.01,3.397455469820385
2026-05-16,01,0,wk inc flu hosp,2026-05-16,quantile,0.025,4.23013154407149
2026-05-16,01,0,wk inc flu hosp,2026-05-16,quantile,0.05,5.4936921008080954
2026-05-16,01,0,wk inc flu hosp,2026-05-16,quantile,0.1,6.945629546170931
2026-05-16,01,0,wk inc flu hosp,2026-05-16,quantile,0.15,8.315000000000001
2026-05-16,01,0,wk inc flu hosp,2026-05-16,quantile,0.2,9.915
2026-05-16,01,0,wk inc flu hosp,2026-05-16,quantile,0.25,10.98
2026-05-16,01,0,wk inc flu hosp,2026-05-16,quantile,0.3,11.624412866545946
2026-05-16,01,0,wk inc flu hosp,2026-05-16,quantile,0.35,12.986186708356398
2026-05-16,01,0,wk inc flu hosp,2026-05-16,quantile,0.4,14
2026-05-16,01,0,wk inc flu hosp,2026-05-16,quantile,0.45,15
2026-05-16,01,0,wk inc flu hosp,2026-05-16,quantile,0.5,16
2026-05-16,01,0,wk inc flu hosp,2026-05-16,quantile,0.55,16.902471440475534
2026-05-16,01,0,wk inc flu hosp,2026-05-16,quantile,0.6,17.288465790935046
2026-05-16,01,0,wk inc flu hosp,2026-05-16,quantile,0.65,18.06036544833465
2026-05-16,01,0,wk inc flu hosp,2026-05-16,quantile,0.7,19.05953902226088
2026-05-16,01,0,wk inc flu hosp,2026-05-16,quantile,0.75,20.185733556425866
2026-05-16,01,0,wk inc flu hosp,2026-05-16,quantile,0.8,22
2026-05-16,01,0,wk inc flu hosp,2026-05-16,quantile,0.85,23.92349383394549
2026-05-16,01,0,wk inc flu hosp,2026-05-16,quantile,0.9,26.5
2026-05-16,01,0,wk inc flu hosp,2026-05-16,quantile,0.95,30.807204748809795
2026-05-16,01,0,wk inc flu hosp,2026-05-16,quantile,0.975,35.5
2026-05-16,01,0,wk inc flu hosp,2026-05-16,quantile,0.99,42
2026-05-16,01,1,wk inc flu hosp,2026-05-23,quantile,0.01,0.6925
