reference_date,location,horizon,target,target_end_date,output_type,output_type_id,value
2025-04-12,01,0,wk inc flu hosp,2025-04-12,quantile,0.01,10.453750309978133
2025-04-12,01,0,wk inc flu hosp,2025-04-12,quantile,0.025,13
2025-04-12,01,0,wk inc flu hosp,2025-04-12,quantile,0.05,16
2025-04-12,01,0,wk inc flu hosp,2025-04-12,quantile,0.1,20.5
2025-04-12,01,0,wk inc flu hosp,2025-04-12,quantile,0.15,24
2025-04-12,01,0,wk inc flu hosp,2025-04-12,quantile,0.2,29.5
2025-04-12,01,0,wk inc flu hosp,2025-04-12,quantile,0.25,34.03612914248295
2025-04-12,01,0,wk inc flu hosp,2025-04-12,quantile,0.3,37.295480378501715
2025-04-12,01,0,wk inc flu hosp,2025-04-12,quantile,0.35,43.5
2025-04-12,01,0,wk inc flu hosp,2025-04-12,quantile,0.4,47.2
2025-04-12,01,0,wk inc flu hosp,2025-04-12,quantile,0.45,50.7
2025-04-12,01,0,wk inc flu hosp,2025-04-12,quantile,0.5,57
2025-04-12,01,0,wk inc flu hosp,2025-04-12,quantile,0.55,62
2025-04-12,01,0,wk inc flu hosp,2025-04-12,quantile,0.6,67.5
2025-04-12,01,0,wk inc flu hosp,2025-04-12,quantile,0.65,73
2025-04-12,01,0,wk inc flu hosp,2025-04-12,quantile,0.7,80
2025-04-12,01,0,wk inc flu hosp,2025-04-12,quantile,0.75,88
2025-04-12,01,0,wk inc flu hosp,2025-04-12,quantile,0.8,96.5
2025-04-12,01,0,wk inc flu hosp,2025-04-12,quantile,0.85,104.2
2025-04-12,01,0,wk inc flu hosp,2025-04-12,quantile,0.9,119.1290824628087
2025-04-12,01,0,wk inc flu hosp,2025-04-12,quantile,0.95,146.16717380372984
2025-04-12,01,0,wk inc flu hosp,2025-04-12,quantile,0.975,172.9005
2025-04-12,01,0,wk inc flu hosp,2025-04-12,quantile,0.99,204.6385
2025-04-12,01,1,wk inc flu hosp,2025-04-19,quantile,0.01,4.4627721982020185
2025-04-12,01,1,wk inc flu hosp,2025-04-19,quantile,0.025,7.270599995359398
2025-04-12,01,1,wk inc flu hosp,2025-04-19,quantile,0.05,10
2025-04-12,01,1,wk inc flu hosp,2025-04-19,quantile,0.1,12.5
2025-04-12,01,1,wk inc flu hosp,2025-04-19,quantile,0.15,15
2025-04-12,01,1,wk inc flu hosp,2025-04-19,quantile,0.2,17.5
2025-04-12,01,1,wk inc flu hosp,2025-04-19,quantile,0.25,20.5
2025-04-12,01,1,wk inc flu hosp,2025-04-19,quantile,0.3,24
2025-04-12,01,1,wk inc flu hosp,2025-04-19,quantile,0.35,28.627727755219396
2025-04-12,01,1,wk inc flu hosp,2025-04-19,quantile,0.4,32.9
2025-04-12,01,1,wk inc flu hosp,2025-04-19,quantile,0.45,35
2025-04-12,01,1,wk inc flu hosp,2025-04-19,quantile,0.5,40.5
2025-04-12,01,1,wk inc flu hosp,2025-04-19,quantile,0.55,45
2025-04-12,01,1,wk inc flu hosp,2025-04-19,quantile,0.6,49
2025-04-12,01,1,wk inc flu hosp,2025-04-19,quantile,0.65,53
2025-04-12,01,1,wk inc flu hosp,2025-04-19,quantile,0.7,59
2025-04-12,01,1,wk inc flu hosp,2025-04-19,quantile,0.75,66.5
2025-04-12,01,1,wk inc flu hosp,2025-04-19,quantile,0.8,73
2025-04-12,01,1,wk inc flu hosp,2025-04-19,quantile,0.85,84.9
2025-04-12,01,1,wk inc flu hosp,2025-04-19,quantile,0.9,102.95845394675837
2025-04-12,01,1,wk inc flu hosp,2025-04-19,quantile,0.95,131.525
2025-04-12,01,1,wk inc flu hosp,2025-04-19,quantile,0.975,164
2025-04-12,01,1,wk inc flu hosp,2025-04-19,quantile,0.99,206.074
2025-04-12,01,2,wk inc flu hosp,2025-04-26,quantile,0.01,0.8167482600481516
2025-04-12,01,2,wk inc flu hosp,2025-04-26,quantile,0.025,2.1822379391310656
2025-04-12,01,2,wk inc flu hosp,2025-04-26,quantile,0.05,4.5
2025-04-12,01,2,wk inc flu hosp,2025-04-26,quantile,0.1,7
2025-04-12,01,2,wk inc flu hosp,2025-04-26,quantile,0.15,8
2025-04-12,01,2,wk inc flu hosp,2025-04-26,quantile,0.2,10
2025-04-12,01,2,wk inc flu hosp,2025-04-26,quantile,0.25,13
2025-04-12,01,2,wk inc flu hosp,2025-04-26,quantile,0.3,15.5
2025-04-12,01,2,wk inc flu hosp,2025-04-26,quantile,0.35,17.5
2025-04-12,01,2,wk inc flu hosp,2025-04-26,quantile,0.4,21.9788367994191
2025-04-12,01,2,wk inc flu hosp,2025-04-26,quantile,0.45,25.051348915265944
2025-04-12,01,2,wk inc flu hosp,2025-04-26,quantile,0.5,28.610488926296682
2025-04-12,01,2,wk inc flu hosp,2025-04-26,quantile,0.55,30.720152670387165
2025-04-12,01,2,wk inc flu hosp,2025-04-26,quantile,0.6,37
2025-04-12,01,2,wk inc flu hosp,2025-04-26,quantile,0.65,45.745248462702435
2025-04-12,01,2,wk inc flu hosp,2025-04-26,quantile,0.7,51
2025-04-12,01,2,wk inc flu hosp,2025-04-26,quantile,0.75,55.5
2025-04-12,01,2,wk inc flu hosp,2025-04-26,quantile,0.8,61.026735365265665
2025-04-12,01,2,wk inc flu hosp,2025-04-26,quantile,0.85,74
2025-04-12,01,2,wk inc flu hosp,2025-04-26,quantile,0.9,97.37523220594599
2025-04-12,01,2,wk inc flu hosp,2025-04-26,quantile,0.95,130
2025-04-12,01,2,wk inc flu hosp,2025-04-26,quantile,0.975,164
2025-04-12,01,2,wk inc flu hosp,2025-04-26,quantile,0.99,200.555
2025-04-12,01,3,wk inc flu hosp,2025-05-03,quantile,0.01,0
2025-04-12,01,3,wk inc flu hosp,2025-05-03,quantile,0.025,0.5
2025-04-12,01,3,wk inc flu hosp,2025-05-03,quantile,0.05,0.5
2025-04-12,01,3,wk inc flu hosp,2025-05-03,quantile,0.1,2
2025-04-12,01,3,wk inc flu hosp,2025-05-03,quantile,0.15,3.5
2025-04-12,01,3,wk inc flu hosp,2025-05-03,quantile,0.2,4.5
2025-04-12,01,3,wk inc flu hosp,2025-05-03,quantile,0.25,6.5
2025-04-12,01,3,wk inc flu hosp,2025-05-03,quantile,0.3,7.5
2025-04-12,01,3,wk inc flu hosp,2025-05-03,quantile,0.35,10.3975
2025-04-12,01,3,wk inc flu hosp,2025-05-03,quantile,0.4,13.3
2025-04-12,01,3,wk inc flu hosp,2025-05-03,quantile,0.45,16.829320825
2025-04-12,01,3,wk inc flu hosp,2025-05-03,quantile,0.5,21.17646312713623
