reference_date,location,horizon,target,target_end_date,output_type,output_type_id,value
2026-04-18,01,0,wk inc flu hosp,2026-04-18,quantile,0.01,1
2026-04-18,01,0,wk inc flu hosp,2026-04-18,quantile,0.025,2
2026-04-18,01,0,wk inc flu hosp,2026-04-18,quantile,0.05,5.240549981807704
2026-04-18,01,0,wk inc flu hosp,2026-04-18,quantile,0.1,9.228592894827846
2026-04-18,01,0,wk inc flu hosp,2026-04-18,quantile,0.15,11.942643775015677
2026-04-18,01,0,wk inc flu hosp,2026-04-18,quantile,0.2,13.948210845048619
2026-04-18,01,0,wk inc flu hosp,2026-04-18,quantile,0.25,15.714006667441176
2026-04-18,01,0,wk inc flu hosp,2026-04-18,quantile,0.3,17.413915894271554
2026-04-18,01,0,wk inc flu hosp,2026-04-18,quantile,0.35,19
2026-04-18,01,0,wk inc flu hosp,2026-04-18,quantile,0.4,20.215550029921886
2026-04-18,01,0,wk inc flu hosp,2026-04-18,quantile,0.45,21.715385355140178
2026-04-18,01,0,wk inc flu hosp,2026-04-18,quantile,0.5,23.094
2026-04-18,01,0,wk inc flu hosp,2026-04-18,quantile,0.55,24.640112122523938
2026-04-18,01,0,wk inc flu hosp,2026-04-18,quantile,0.6,26
2026-04-18,01,0,wk inc flu hosp,2026-04-18,quantile,0.65,28
2026-04-18,01,0,wk inc flu hosp,2026-04-18,quantile,0.7,30
2026-04-18,01,0,wk inc flu hosp,2026-04-18,quantile,0.75,32.9911801728703
2026-04-18,01,0,wk inc flu hosp,2026-04-18,quantile,0.8,35.86411823576785
2026-04-18,01,0,wk inc flu hosp,2026-04-18,quantile,0.85,39.788553502411226
2026-04-18,01,0,wk inc flu hosp,2026-04-18,quantile,0.9,45
2026-04-18,01,0,wk inc flu hosp,2026-04-18,quantile,0.95,53
2026-04-18,01,0,wk inc flu hosp,2026-04-18,quantile,0.975,59
2026-04-18,01,0,wk inc flu hosp,2026-04-18,quantile,0.99,70
2026-04-18,01,1,wk inc flu hosp,2026-04-25,quantile,0.01,0
2026-04-18,01,1,wk inc flu hosp,2026-04-25,quantile,0.025,0.1365540099034393
2026-04-18,01,1,wk inc flu hosp,2026-04-25,quantile,0.05,1.2038162689786773
2026-04-18,01,1,wk inc flu hosp,2026-04-25,quantile,0.1,4
2026-04-18,01,1,wk inc flu hosp,2026-04-25,quantile,0.15,7.0674911926596575
2026-04-18,01,1,wk inc flu hosp,2026-04-25,quantile,0.2,9.52
2026-04-18,01,1,wk inc flu hosp,2026-04-25,quantile,0.25,11
2026-04-18,01,1,wk inc flu hosp,2026-04-25,quantile,0.3,13
2026-04-18,01,1,wk inc flu hosp,2026-04-25,quantile,0.35,14
2026-04-18,01,1,wk inc flu hosp,2026-04-25,quantile,0.4,17
2026-04-18,01,1,wk inc flu hosp,2026-04-25,quantile,0.45,18
2026-04-18,01,1,wk inc flu hosp,2026-04-25,quantile,0.5,20
2026-04-18,01,1,wk inc flu hosp,2026-04-25,quantile,0.55,22
2026-04-18,01,1,wk inc flu hosp,2026-04-25,quantile,0.6,24
2026-04-18,01,1,wk inc flu hosp,2026-04-25,quantile,0.65,26.35
2026-04-18,01,1,wk inc flu hosp,2026-04-25,quantile,0.7,29
2026-04-18,01,1,wk inc flu hosp,2026-04-25,quantile,0.75,31
2026-04-18,01,1,wk inc flu hosp,2026-04-25,quantile,0.8,34
2026-04-18,01,1,wk inc flu hosp,2026-04-25,quantile,0.85,38
2026-04-18,01,1,wk inc flu hosp,2026-04-25,quantile,0.9,44
2026-04-18,01,1,wk inc flu hosp,2026-04-25,quantile,0.95,54
2026-04-18,01,1,wk inc flu hosp,2026-04-25,quantile,0.975,62.722976861738
