reference_date,location,horizon,target,target_end_date,output_type,output_type_id,value
2025-04-26,01,0,wk inc flu hosp,2025-04-26,quantile,0.01,0.5
2025-04-26,01,0,wk inc flu hosp,2025-04-26,quantile,0.025,3.5
2025-04-26,01,0,wk inc flu hosp,2025-04-26,quantile,0.05,6
2025-04-26,01,0,wk inc flu hosp,2025-04-26,quantile,0.1,9.57
2025-04-26,01,0,wk inc flu hosp,2025-04-26,quantile,0.15,13.5
2025-04-26,01,0,wk inc flu hosp,2025-04-26,quantile,0.2,17
2025-04-26,01,0,wk inc flu hosp,2025-04-26,quantile,0.25,19.63705721441531
2025-04-26,01,0,wk inc flu hosp,2025-04-26,quantile,0.3,23.5
2025-04-26,01,0,wk inc flu hosp,2025-04-26,quantile,0.35,28.994500000000002
2025-04-26,01,0,wk inc flu hosp,2025-04-26,quantile,0.4,32.4585
2025-04-26,01,0,wk inc flu hosp,2025-04-26,quantile,0.45,39
2025-04-26,01,0,wk inc flu hosp,2025-04-26,quantile,0.5,43.4905
2025-04-26,01,0,wk inc flu hosp,2025-04-26,quantile,0.55,47.693
2025-04-26,01,0,wk inc flu hosp,2025-04-26,quantile,0.6,52.36
2025-04-26,01,0,wk inc flu hosp,2025-04-26,quantile,0.65,55
2025-04-26,01,0,wk inc flu hosp,2025-04-26,quantile,0.7,57.44
2025-04-26,01,0,wk inc flu hosp,2025-04-26,quantile,0.75,60.5
2025-04-26,01,0,wk inc flu hosp,2025-04-26,quantile,0.8,63.5
2025-04-26,01,0,wk inc flu hosp,2025-04-26,quantile,0.85,68.5
2025-04-26,01,0,wk inc flu hosp,2025-04-26,quantile,0.9,76
2025-04-26,01,0,wk inc flu hosp,2025-04-26,quantile,0.95,90.36757554101446
2025-04-26,01,0,wk inc flu hosp,2025-04-26,quantile,0.975,103.52000000000001
2025-04-26,01,0,wk inc flu hosp,2025-04-26,quantile,0.99,128.32195432841942
2025-04-26,01,1,wk inc flu hosp,2025-05-03,quantile,0.01,0
2025-04-26,01,1,wk inc flu hosp,2025-05-03,quantile,0.025,0
2025-04-26,01,1,wk inc flu hosp,2025-05-03,quantile,0.05,2
