location_name,abbreviation,horizon,reference_date,target_end_date,model,quantile_0.025,quantile_0.25,quantile_0.5,quantile_0.75,quantile_0.975,quantile_0.025_rounded,quantile_0.25_rounded,quantile_0.5_rounded,quantile_0.75_rounded,quantile_0.975_rounded,forecast_team,model_full_name,forecast_due_date,forecast_due_date_formatted
US,US,0,2026-05-09,2026-05-09,CFA_Pyrenew-Pyrenew_E_Flu,0.002630136621617284,0.002960549537811758,0.003153356690549917,0.003358518647323345,0.0038694787567358983,0.0026,0.003,0.0032,0.0034,0.0039,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,Pyrenew_ED_Visits_Flu,2026-05-06,"May 06, 2026"
US,US,1,2026-05-09,2026-05-16,CFA_Pyrenew-Pyrenew_E_Flu,0.001558100514099098,0.002472941304815013,0.0031334259481761344,0.0040526584965122235,0.0069745081886697265,0.0016,0.0025,0.0031,0.0041,0.007,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,Pyrenew_ED_Visits_Flu,2026-05-06,"May 06, 2026"
US,US,0,2026-05-09,2026-05-09,CMU-TimeSeries,0.0019103206448978973,0.00280607270108381,0.003162122432284206,0.003604978397631749,0.00498573361031313,0.0019,0.0028,0.0032,0.0036,0.005,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data,2026-05-06,"May 06, 2026"
US,US,1,2026-05-09,2026-05-16,CMU-TimeSeries,0.001655356712870399,0.002456421655711023,0.002835727536332322,0.0033935794970028996,0.005140044177777714,0.0017,0.0025,0.0028,0.0034,0.0051,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data,2026-05-06,"May 06, 2026"
US,US,2,2026-05-09,2026-05-23,CMU-TimeSeries,0.0013652954620522954,0.002186912862437715,0.0026232462860173735,0.003234396468575053,0.005320851029942347,0.0014,0.0022,0.0026,0.0032,0.0053,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data,2026-05-06,"May 06, 2026"
US,US,0,2026-05-09,2026-05-09,CU-ensemble,5e-4,0.0014,0.0025,0.0037,0.0061,5e-4,0.0014,0.0025,0.0037,0.0061,Columbia University,Ensemble,2026-05-06,"May 06, 2026"
US,US,1,2026-05-09,2026-05-16,CU-ensemble,4e-4,9e-4,0.0022,0.0036,0.0066,4e-4,9e-4,0.0022,0.0036,0.0066,Columbia University,Ensemble,2026-05-06,"May 06, 2026"
US,US,2,2026-05-09,2026-05-23,CU-ensemble,3e-4,8e-4,0.0019,0.0035,0.0069,3e-4,8e-4,0.0019,0.0035,0.0069,Columbia University,Ensemble,2026-05-06,"May 06, 2026"
US,US,0,2026-05-09,2026-05-09,FluSight-baseline,0,0.0021249999999999993,0.0035,0.004875000000000001,0.01943749999999999,0,0.0021,0.0035,0.0049,0.0194,FluSight-baseline,Baseline model using reported weekly admissions,2026-05-06,"May 06, 2026"
US,US,1,2026-05-09,2026-05-16,FluSight-baseline,0,6.444534445344471e-4,0.0035000000000000005,0.006839492394923954,0.025950035475354755,0,6e-4,0.0035,0.0068,0.026,FluSight-baseline,Baseline model using reported weekly admissions,2026-05-06,"May 06, 2026"
US,US,2,2026-05-09,2026-05-23,FluSight-baseline,0,0,0.0035,0.008835676856768573,0.028736187836878348,0,0,0.0035,0.0088,0.0287,FluSight-baseline,Baseline model using reported weekly admissions,2026-05-06,"May 06, 2026"
US,US,0,2026-05-09,2026-05-09,FluSight-ensemble,5.60513931163e-4,0.0023217954817642203,0.0028960533761387885,0.0036318069604188,0.005416390012716345,6e-4,0.0023,0.0029,0.0036,0.0054,FluSight-ensemble,Ensemble models using FluSight forecast submissions,2026-05-06,"May 06, 2026"
US,US,1,2026-05-09,2026-05-16,FluSight-ensemble,4e-4,0.0015489538832154843,0.00252797982480029,0.003524051794843676,0.006407149207662022,4e-4,0.0015,0.0025,0.0035,0.0064,FluSight-ensemble,Ensemble models using FluSight forecast submissions,2026-05-06,"May 06, 2026"
US,US,2,2026-05-09,2026-05-23,FluSight-ensemble,3.0315978232445e-4,9.649251076905025e-4,0.002081354310338945,0.003282131676104839,0.00596898303827151,3e-4,0.001,0.0021,0.0033,0.006,FluSight-ensemble,Ensemble models using FluSight forecast submissions,2026-05-06,"May 06, 2026"
US,US,0,2026-05-09,2026-05-09,LosAlamos-DoSiDo,2.4754870278627904e-4,0.0023381978070231724,0.0028960533761387885,0.0035268635711760412,0.005770667987029554,2e-4,0.0023,0.0029,0.0035,0.0058,Los Alamos National Lab,Synthetic method of analogues for emerging infectious disease forecasting,2026-05-06,"May 06, 2026"
US,US,1,2026-05-09,2026-05-16,LosAlamos-DoSiDo,0,0.001846511503982776,0.0026423094782442712,0.0034699953213241487,0.006407149207662022,0,0.0018,0.0026,0.0035,0.0064,Los Alamos National Lab,Synthetic method of analogues for emerging infectious disease forecasting,2026-05-06,"May 06, 2026"
US,US,2,2026-05-09,2026-05-23,LosAlamos-DoSiDo,0,0.0013769670517300185,0.0024659241498311054,0.003379986387316864,0.006251844708606469,0,0.0014,0.0025,0.0034,0.0063,Los Alamos National Lab,Synthetic method of analogues for emerging infectious disease forecasting,2026-05-06,"May 06, 2026"
US,US,0,2026-05-09,2026-05-09,LosAlamos-ThinMint,0,0.0013825689292696864,0.0024458258282569205,0.0038749762165611206,0.007408228303722083,0,0.0014,0.0024,0.0039,0.0074,Los Alamos National Lab,Transformer-based forecasting,2026-05-06,"May 06, 2026"
US,US,1,2026-05-09,2026-05-16,LosAlamos-ThinMint,0,9.890940438564842e-4,0.0022091806286017803,0.003918950573747903,0.009008139742626585,0,0.001,0.0022,0.0039,0.009,Los Alamos National Lab,Transformer-based forecasting,2026-05-06,"May 06, 2026"
US,US,2,2026-05-09,2026-05-23,LosAlamos-ThinMint,0,6.726544018409883e-4,0.00202651784311544,0.004024862586306893,0.010381680687799566,0,7e-4,0.002,0.004,0.0104,Los Alamos National Lab,Transformer-based forecasting,2026-05-06,"May 06, 2026"
US,US,0,2026-05-09,2026-05-09,MOBS-EpyStrain_Flu,0,0,0,0.001,0.004,0,0,0,0.001,0.004,MOBS Lab at Northeastern University,Epydemix Flu Forecasting Model,2026-05-06,"May 06, 2026"
US,US,1,2026-05-09,2026-05-16,MOBS-EpyStrain_Flu,0,0,0,0.001,0.004,0,0,0,0.001,0.004,MOBS Lab at Northeastern University,Epydemix Flu Forecasting Model,2026-05-06,"May 06, 2026"
US,US,2,2026-05-09,2026-05-23,MOBS-EpyStrain_Flu,0,0,0,0.001,0.004,0,0,0,0.001,0.004,MOBS Lab at Northeastern University,Epydemix Flu Forecasting Model,2026-05-06,"May 06, 2026"
US,US,0,2026-05-09,2026-05-09,NAU-vulPES,0.00121257632850755,0.0023217954817642203,0.00301822599296156,0.0037567160024468502,0.005416390012716345,0.0012,0.0023,0.003,0.0038,0.0054,NAU,vulPES,2026-05-06,"May 06, 2026"
US,US,1,2026-05-09,2026-05-16,NAU-vulPES,9.38837451897035e-4,0.0015489538832154843,0.00252797982480029,0.0035666997921461052,0.00594973337821794,9e-4,0.0015,0.0025,0.0036,0.0059,NAU,vulPES,2026-05-06,"May 06, 2026"
US,US,2,2026-05-09,2026-05-23,NAU-vulPES,7.4697101226988e-4,0.001068827485044205,0.00213619077756245,0.003329866883634625,0.00617266428257212,7e-4,0.0011,0.0021,0.0033,0.0062,NAU,vulPES,2026-05-06,"May 06, 2026"
US,US,0,2026-05-09,2026-05-09,NEU_ISI-FluBcast,5.60513931163e-4,0.0015453550724346,0.0024223838394107,0.0036318069604188,0.0083441717657048,6e-4,0.0015,0.0024,0.0036,0.0083,MOBS Lab at Northeastern University and ISI Foundation,Flu Behavioural Model,2026-05-06,"May 06, 2026"
