location_name,horizon,quantile_0.025,quantile_0.5,quantile_0.975,quantile_0.025_rounded,quantile_0.5_rounded,quantile_0.975_rounded,target_end_date,reference_date,target_end_date_formatted,reference_date_formatted,forecast_due_date,forecast_due_date_formatted,model
US,0,5.60513931163e-4,0.00289605337613878,0.00541639001271634,6e-4,0.0029,0.0054,2026-05-09,2026-05-09,"May 09, 2026","May 09, 2026",2026-05-06,"May 06, 2026",FluSight-ensemble
US,1,4e-4,0.00252797982480029,0.00640714920766202,4e-4,0.0025,0.0064,2026-05-16,2026-05-09,"May 16, 2026","May 09, 2026",2026-05-06,"May 06, 2026",FluSight-ensemble
US,2,3.0315978232445e-4,0.00208135431033894,0.00596898303827151,3e-4,0.0021,0.006,2026-05-23,2026-05-09,"May 23, 2026","May 09, 2026",2026-05-06,"May 06, 2026",FluSight-ensemble
Alabama,0,9.10606119034171e-4,0.0027058846317692,0.00591686606332512,9e-4,0.0027,0.0059,2026-05-09,2026-05-09,"May 09, 2026","May 09, 2026",2026-05-06,"May 06, 2026",FluSight-ensemble
Alabama,1,5.78731854567615e-4,0.0022559435380099,0.00668917817272455,6e-4,0.0023,0.0067,2026-05-16,2026-05-09,"May 16, 2026","May 09, 2026",2026-05-06,"May 06, 2026",FluSight-ensemble
Alabama,2,4.226685716794257e-4,0.00206126037417106,0.00654287668830508,4e-4,0.0021,0.0065,2026-05-23,2026-05-09,"May 23, 2026","May 09, 2026",2026-05-06,"May 06, 2026",FluSight-ensemble
Alaska,0,0.00137979313495162,0.0041,0.00880519747551478,0.0014,0.0041,0.0088,2026-05-09,2026-05-09,"May 09, 2026","May 09, 2026",2026-05-06,"May 06, 2026",FluSight-ensemble
Alaska,1,5.788616705595e-4,0.00371372114611179,0.00970829758863358,6e-4,0.0037,0.0097,2026-05-16,2026-05-09,"May 16, 2026","May 09, 2026",2026-05-06,"May 06, 2026",FluSight-ensemble
Alaska,2,2.704969716526e-4,0.00303944707747936,0.01095784212009091,3e-4,0.003,0.011,2026-05-23,2026-05-09,"May 23, 2026","May 09, 2026",2026-05-06,"May 06, 2026",FluSight-ensemble
Arizona,0,0.0032988319210192,0.00633474028455522,0.0098687463973723,0.0033,0.0063,0.0099,2026-05-09,2026-05-09,"May 09, 2026","May 09, 2026",2026-05-06,"May 06, 2026",FluSight-ensemble
Arizona,1,0.0024226196407737,0.0057,0.01020807396956565,0.0024,0.0057,0.0102,2026-05-16,2026-05-09,"May 16, 2026","May 09, 2026",2026-05-06,"May 06, 2026",FluSight-ensemble
Arizona,2,0.00169489914071954,0.00492554875895163,0.00983488148319462,0.0017,0.0049,0.0098,2026-05-23,2026-05-09,"May 23, 2026","May 09, 2026",2026-05-06,"May 06, 2026",FluSight-ensemble
Arkansas,0,4.8822385916254176e-4,0.00204778230074537,0.00458744759579271,5e-4,0.002,0.0046,2026-05-09,2026-05-09,"May 09, 2026","May 09, 2026",2026-05-06,"May 06, 2026",FluSight-ensemble
Arkansas,1,3e-4,0.00151303398601587,0.00467528568549252,3e-4,0.0015,0.0047,2026-05-16,2026-05-09,"May 16, 2026","May 09, 2026",2026-05-06,"May 06, 2026",FluSight-ensemble
Arkansas,2,1.3372646167425e-4,0.00124852236036915,0.00549485996138499,1e-4,0.0012,0.0055,2026-05-23,2026-05-09,"May 23, 2026","May 09, 2026",2026-05-06,"May 06, 2026",FluSight-ensemble
California,0,0.00159474774770275,0.0036,0.00678281463544322,0.0016,0.0036,0.0068,2026-05-09,2026-05-09,"May 09, 2026","May 09, 2026",2026-05-06,"May 06, 2026",FluSight-ensemble
California,1,7e-4,0.00318088075569424,0.0073,7e-4,0.0032,0.0073,2026-05-16,2026-05-09,"May 16, 2026","May 09, 2026",2026-05-06,"May 06, 2026",FluSight-ensemble
California,2,4.779650871880754e-4,0.00268187074025323,0.00688529095104896,5e-4,0.0027,0.0069,2026-05-23,2026-05-09,"May 23, 2026","May 09, 2026",2026-05-06,"May 06, 2026",FluSight-ensemble
Colorado,0,0.00229160884385839,0.00467233640135465,0.00862988871845618,0.0023,0.0047,0.0086,2026-05-09,2026-05-09,"May 09, 2026","May 09, 2026",2026-05-06,"May 06, 2026",FluSight-ensemble
Colorado,1,0.001,0.00403729753539429,0.008,0.001,0.004,0.008,2026-05-16,2026-05-09,"May 16, 2026","May 09, 2026",2026-05-06,"May 06, 2026",FluSight-ensemble
Colorado,2,7.7370845075761e-4,0.00342887667462046,0.00795177068383629,8e-4,0.0034,0.008,2026-05-23,2026-05-09,"May 23, 2026","May 09, 2026",2026-05-06,"May 06, 2026",FluSight-ensemble
Connecticut,0,6.453772120399749e-4,0.00220021042968285,0.00743715132577802,6e-4,0.0022,0.0074,2026-05-09,2026-05-09,"May 09, 2026","May 09, 2026",2026-05-06,"May 06, 2026",FluSight-ensemble
Connecticut,1,5.363751463203829e-4,0.00177647583815499,0.00762939398833489,5e-4,0.0018,0.0076,2026-05-16,2026-05-09,"May 16, 2026","May 09, 2026",2026-05-06,"May 06, 2026",FluSight-ensemble
Connecticut,2,3.6419763054462034e-4,0.00129918249549995,0.00800682296520226,4e-4,0.0013,0.008,2026-05-23,2026-05-09,"May 23, 2026","May 09, 2026",2026-05-06,"May 06, 2026",FluSight-ensemble
Delaware,0,3.506644930776048e-4,0.0013967376529702,0.00442351464122943,4e-4,0.0014,0.0044,2026-05-09,2026-05-09,"May 09, 2026","May 09, 2026",2026-05-06,"May 06, 2026",FluSight-ensemble
Delaware,1,1.8361470722377823e-4,0.001,0.00526364383817696,2e-4,0.001,0.0053,2026-05-16,2026-05-09,"May 16, 2026","May 09, 2026",2026-05-06,"May 06, 2026",FluSight-ensemble
Delaware,2,9.16207247126849e-5,8.055118855236913e-4,0.00473621928087915,1e-4,8e-4,0.0047,2026-05-23,2026-05-09,"May 23, 2026","May 09, 2026",2026-05-06,"May 06, 2026",FluSight-ensemble
District of Columbia,0,5.8084357573947e-4,0.00265360709458174,0.00594297762337712,6e-4,0.0027,0.0059,2026-05-09,2026-05-09,"May 09, 2026","May 09, 2026",2026-05-06,"May 06, 2026",FluSight-ensemble
District of Columbia,1,4.232077968100643e-4,0.00235459908776555,0.00738752179460431,4e-4,0.0024,0.0074,2026-05-16,2026-05-09,"May 16, 2026","May 09, 2026",2026-05-06,"May 06, 2026",FluSight-ensemble
District of Columbia,2,1.4568688299329576e-4,0.00215643528972113,0.00633449409424054,1e-4,0.0022,0.0063,2026-05-23,2026-05-09,"May 23, 2026","May 09, 2026",2026-05-06,"May 06, 2026",FluSight-ensemble
Florida,0,0.00177351155328289,0.0037096058514554,0.00671865132423906,0.0018,0.0037,0.0067,2026-05-09,2026-05-09,"May 09, 2026","May 09, 2026",2026-05-06,"May 06, 2026",FluSight-ensemble
Florida,1,0.00133936757361758,0.00326884750646915,0.00744151465944207,0.0013,0.0033,0.0074,2026-05-16,2026-05-09,"May 16, 2026","May 09, 2026",2026-05-06,"May 06, 2026",FluSight-ensemble
Florida,2,7.563137189740823e-4,0.00295351876594133,0.00742374168384102,8e-4,0.003,0.0074,2026-05-23,2026-05-09,"May 23, 2026","May 09, 2026",2026-05-06,"May 06, 2026",FluSight-ensemble
Georgia,0,4.131039119389252e-4,0.00166332481219854,0.0035169648778196,4e-4,0.0017,0.0035,2026-05-09,2026-05-09,"May 09, 2026","May 09, 2026",2026-05-06,"May 06, 2026",FluSight-ensemble
Georgia,1,3.1708929135197786e-4,0.00139712539789664,0.00382611435961002,3e-4,0.0014,0.0038,2026-05-16,2026-05-09,"May 16, 2026","May 09, 2026",2026-05-06,"May 06, 2026",FluSight-ensemble
