reference_date,horizon,target_end_date,location,target,output_type,output_type_id,value
2026-01-10,0,2026-01-10,US,wk inc flu hosp,quantile,0.01,38836.0
2026-01-10,0,2026-01-10,US,wk inc flu hosp,quantile,0.025,39399.0
2026-01-10,0,2026-01-10,US,wk inc flu hosp,quantile,0.05,40091.0
2026-01-10,0,2026-01-10,US,wk inc flu hosp,quantile,0.1,41087.0
2026-01-10,0,2026-01-10,US,wk inc flu hosp,quantile,0.15,42046.0
2026-01-10,0,2026-01-10,US,wk inc flu hosp,quantile,0.2,42611.0
2026-01-10,0,2026-01-10,US,wk inc flu hosp,quantile,0.25,43018.0
2026-01-10,0,2026-01-10,US,wk inc flu hosp,quantile,0.3,43338.0
2026-01-10,0,2026-01-10,US,wk inc flu hosp,quantile,0.35,43595.0
2026-01-10,0,2026-01-10,US,wk inc flu hosp,quantile,0.4,43890.0
2026-01-10,0,2026-01-10,US,wk inc flu hosp,quantile,0.45,44192.0
2026-01-10,0,2026-01-10,US,wk inc flu hosp,quantile,0.5,44510.0
2026-01-10,0,2026-01-10,US,wk inc flu hosp,quantile,0.55,44895.0
2026-01-10,0,2026-01-10,US,wk inc flu hosp,quantile,0.6,45267.0
2026-01-10,0,2026-01-10,US,wk inc flu hosp,quantile,0.65,45589.0
2026-01-10,0,2026-01-10,US,wk inc flu hosp,quantile,0.7,45931.0
2026-01-10,0,2026-01-10,US,wk inc flu hosp,quantile,0.75,46353.0
2026-01-10,0,2026-01-10,US,wk inc flu hosp,quantile,0.8,46718.0
2026-01-10,0,2026-01-10,US,wk inc flu hosp,quantile,0.85,47121.0
2026-01-10,0,2026-01-10,US,wk inc flu hosp,quantile,0.9,47739.0
2026-01-10,0,2026-01-10,US,wk inc flu hosp,quantile,0.95,48704.0
2026-01-10,0,2026-01-10,US,wk inc flu hosp,quantile,0.975,49604.0
2026-01-10,0,2026-01-10,US,wk inc flu hosp,quantile,0.99,50352.0
2026-01-10,1,2026-01-17,US,wk inc flu hosp,quantile,0.01,26819.0
2026-01-10,1,2026-01-17,US,wk inc flu hosp,quantile,0.025,28029.0
2026-01-10,1,2026-01-17,US,wk inc flu hosp,quantile,0.05,29346.0
2026-01-10,1,2026-01-17,US,wk inc flu hosp,quantile,0.1,31337.0
2026-01-10,1,2026-01-17,US,wk inc flu hosp,quantile,0.15,32883.0
2026-01-10,1,2026-01-17,US,wk inc flu hosp,quantile,0.2,34159.0
2026-01-10,1,2026-01-17,US,wk inc flu hosp,quantile,0.25,34886.0
2026-01-10,1,2026-01-17,US,wk inc flu hosp,quantile,0.3,35651.0
2026-01-10,1,2026-01-17,US,wk inc flu hosp,quantile,0.35,36272.0
2026-01-10,1,2026-01-17,US,wk inc flu hosp,quantile,0.4,36960.0
2026-01-10,1,2026-01-17,US,wk inc flu hosp,quantile,0.45,37481.0
2026-01-10,1,2026-01-17,US,wk inc flu hosp,quantile,0.5,38120.0
2026-01-10,1,2026-01-17,US,wk inc flu hosp,quantile,0.55,38639.0
2026-01-10,1,2026-01-17,US,wk inc flu hosp,quantile,0.6,39411.0
2026-01-10,1,2026-01-17,US,wk inc flu hosp,quantile,0.65,40251.0
2026-01-10,1,2026-01-17,US,wk inc flu hosp,quantile,0.7,40948.0
2026-01-10,1,2026-01-17,US,wk inc flu hosp,quantile,0.75,41866.0
2026-01-10,1,2026-01-17,US,wk inc flu hosp,quantile,0.8,43026.0
2026-01-10,1,2026-01-17,US,wk inc flu hosp,quantile,0.85,44160.0
2026-01-10,1,2026-01-17,US,wk inc flu hosp,quantile,0.9,45592.0
2026-01-10,1,2026-01-17,US,wk inc flu hosp,quantile,0.95,47671.0
2026-01-10,1,2026-01-17,US,wk inc flu hosp,quantile,0.975,50865.0
2026-01-10,1,2026-01-17,US,wk inc flu hosp,quantile,0.99,52462.0
2026-01-10,2,2026-01-24,US,wk inc flu hosp,quantile,0.01,16561.0
2026-01-10,2,2026-01-24,US,wk inc flu hosp,quantile,0.025,18466.0
2026-01-10,2,2026-01-24,US,wk inc flu hosp,quantile,0.05,20126.0
2026-01-10,2,2026-01-24,US,wk inc flu hosp,quantile,0.1,22393.0
2026-01-10,2,2026-01-24,US,wk inc flu hosp,quantile,0.15,23764.0
2026-01-10,2,2026-01-24,US,wk inc flu hosp,quantile,0.2,24919.0
2026-01-10,2,2026-01-24,US,wk inc flu hosp,quantile,0.25,26150.0
2026-01-10,2,2026-01-24,US,wk inc flu hosp,quantile,0.3,27038.0
2026-01-10,2,2026-01-24,US,wk inc flu hosp,quantile,0.35,27780.0
2026-01-10,2,2026-01-24,US,wk inc flu hosp,quantile,0.4,28697.0
2026-01-10,2,2026-01-24,US,wk inc flu hosp,quantile,0.45,29556.0
2026-01-10,2,2026-01-24,US,wk inc flu hosp,quantile,0.5,30438.0
2026-01-10,2,2026-01-24,US,wk inc flu hosp,quantile,0.55,31402.0
2026-01-10,2,2026-01-24,US,wk inc flu hosp,quantile,0.6,32396.0
2026-01-10,2,2026-01-24,US,wk inc flu hosp,quantile,0.65,33302.0
2026-01-10,2,2026-01-24,US,wk inc flu hosp,quantile,0.7,34596.0
2026-01-10,2,2026-01-24,US,wk inc flu hosp,quantile,0.75,35850.0
2026-01-10,2,2026-01-24,US,wk inc flu hosp,quantile,0.8,37402.0
2026-01-10,2,2026-01-24,US,wk inc flu hosp,quantile,0.85,39182.0
2026-01-10,2,2026-01-24,US,wk inc flu hosp,quantile,0.9,41112.0
2026-01-10,2,2026-01-24,US,wk inc flu hosp,quantile,0.95,45496.0
2026-01-10,2,2026-01-24,US,wk inc flu hosp,quantile,0.975,49286.0
2026-01-10,2,2026-01-24,US,wk inc flu hosp,quantile,0.99,51717.0
2026-01-10,3,2026-01-31,US,wk inc flu hosp,quantile,0.01,10046.0
2026-01-10,3,2026-01-31,US,wk inc flu hosp,quantile,0.025,11938.0
2026-01-10,3,2026-01-31,US,wk inc flu hosp,quantile,0.05,13588.0
2026-01-10,3,2026-01-31,US,wk inc flu hosp,quantile,0.1,15525.0
2026-01-10,3,2026-01-31,US,wk inc flu hosp,quantile,0.15,16948.0
2026-01-10,3,2026-01-31,US,wk inc flu hosp,quantile,0.2,18146.0
2026-01-10,3,2026-01-31,US,wk inc flu hosp,quantile,0.25,19167.0
2026-01-10,3,2026-01-31,US,wk inc flu hosp,quantile,0.3,19873.0
2026-01-10,3,2026-01-31,US,wk inc flu hosp,quantile,0.35,20759.0
2026-01-10,3,2026-01-31,US,wk inc flu hosp,quantile,0.4,21564.0
2026-01-10,3,2026-01-31,US,wk inc flu hosp,quantile,0.45,22574.0
2026-01-10,3,2026-01-31,US,wk inc flu hosp,quantile,0.5,23660.0
2026-01-10,3,2026-01-31,US,wk inc flu hosp,quantile,0.55,24726.0
2026-01-10,3,2026-01-31,US,wk inc flu hosp,quantile,0.6,25656.0
2026-01-10,3,2026-01-31,US,wk inc flu hosp,quantile,0.65,26575.0
2026-01-10,3,2026-01-31,US,wk inc flu hosp,quantile,0.7,28509.0
2026-01-10,3,2026-01-31,US,wk inc flu hosp,quantile,0.75,29996.0
2026-01-10,3,2026-01-31,US,wk inc flu hosp,quantile,0.8,31341.0
2026-01-10,3,2026-01-31,US,wk inc flu hosp,quantile,0.85,33205.0
2026-01-10,3,2026-01-31,US,wk inc flu hosp,quantile,0.9,35786.0
2026-01-10,3,2026-01-31,US,wk inc flu hosp,quantile,0.95,41114.0
2026-01-10,3,2026-01-31,US,wk inc flu hosp,quantile,0.975,45749.0
2026-01-10,3,2026-01-31,US,wk inc flu hosp,quantile,0.99,49303.0
2026-01-10,0,2026-01-10,72,wk inc flu hosp,quantile,0.01,242.0
2026-01-10,0,2026-01-10,72,wk inc flu hosp,quantile,0.025,260.0
2026-01-10,0,2026-01-10,72,wk inc flu hosp,quantile,0.05,277.0
2026-01-10,0,2026-01-10,72,wk inc flu hosp,quantile,0.1,295.0
2026-01-10,0,2026-01-10,72,wk inc flu hosp,quantile,0.15,309.0
2026-01-10,0,2026-01-10,72,wk inc flu hosp,quantile,0.2,320.0
2026-01-10,0,2026-01-10,72,wk inc flu hosp,quantile,0.25,332.0
2026-01-10,0,2026-01-10,72,wk inc flu hosp,quantile,0.3,342.0
2026-01-10,0,2026-01-10,72,wk inc flu hosp,quantile,0.35,351.0
2026-01-10,0,2026-01-10,72,wk inc flu hosp,quantile,0.4,360.0
2026-01-10,0,2026-01-10,72,wk inc flu hosp,quantile,0.45,369.0
2026-01-10,0,2026-01-10,72,wk inc flu hosp,quantile,0.5,379.0
2026-01-10,0,2026-01-10,72,wk inc flu hosp,quantile,0.55,386.0
2026-01-10,0,2026-01-10,72,wk inc flu hosp,quantile,0.6,395.0
2026-01-10,0,2026-01-10,72,wk inc flu hosp,quantile,0.65,404.0
2026-01-10,0,2026-01-10,72,wk inc flu hosp,quantile,0.7,414.0
2026-01-10,0,2026-01-10,72,wk inc flu hosp,quantile,0.75,426.0
2026-01-10,0,2026-01-10,72,wk inc flu hosp,quantile,0.8,437.0
2026-01-10,0,2026-01-10,72,wk inc flu hosp,quantile,0.85,452.0
2026-01-10,0,2026-01-10,72,wk inc flu hosp,quantile,0.9,474.0
2026-01-10,0,2026-01-10,72,wk inc flu hosp,quantile,0.95,505.0
2026-01-10,0,2026-01-10,72,wk inc flu hosp,quantile,0.975,532.0
2026-01-10,0,2026-01-10,72,wk inc flu hosp,quantile,0.99,570.0
2026-01-10,1,2026-01-17,72,wk inc flu hosp,quantile,0.01,184.0
2026-01-10,1,2026-01-17,72,wk inc flu hosp,quantile,0.025,204.0
2026-01-10,1,2026-01-17,72,wk inc flu hosp,quantile,0.05,223.0
2026-01-10,1,2026-01-17,72,wk inc flu hosp,quantile,0.1,247.0
2026-01-10,1,2026-01-17,72,wk inc flu hosp,quantile,0.15,263.0
2026-01-10,1,2026-01-17,72,wk inc flu hosp,quantile,0.2,279.0
2026-01-10,1,2026-01-17,72,wk inc flu hosp,quantile,0.25,294.0
2026-01-10,1,2026-01-17,72,wk inc flu hosp,quantile,0.3,307.0
2026-01-10,1,2026-01-17,72,wk inc flu hosp,quantile,0.35,322.0
2026-01-10,1,2026-01-17,72,wk inc flu hosp,quantile,0.4,333.0
2026-01-10,1,2026-01-17,72,wk inc flu hosp,quantile,0.45,345.0
2026-01-10,1,2026-01-17,72,wk inc flu hosp,quantile,0.5,357.0
2026-01-10,1,2026-01-17,72,wk inc flu hosp,quantile,0.55,371.0
2026-01-10,1,2026-01-17,72,wk inc flu hosp,quantile,0.6,384.0
2026-01-10,1,2026-01-17,72,wk inc flu hosp,quantile,0.65,400.0
2026-01-10,1,2026-01-17,72,wk inc flu hosp,quantile,0.7,414.0
2026-01-10,1,2026-01-17,72,wk inc flu hosp,quantile,0.75,431.0
2026-01-10,1,2026-01-17,72,wk inc flu hosp,quantile,0.8,452.0
2026-01-10,1,2026-01-17,72,wk inc flu hosp,quantile,0.85,478.0
2026-01-10,1,2026-01-17,72,wk inc flu hosp,quantile,0.9,506.0
