reference_date,horizon,target_end_date,location,target,output_type,output_type_id,value
2026-02-28,0,2026-02-28,72,wk inc flu hosp,quantile,0.01,84.0
2026-02-28,0,2026-02-28,72,wk inc flu hosp,quantile,0.025,94.0
2026-02-28,0,2026-02-28,72,wk inc flu hosp,quantile,0.05,103.0
2026-02-28,0,2026-02-28,72,wk inc flu hosp,quantile,0.1,112.0
2026-02-28,0,2026-02-28,72,wk inc flu hosp,quantile,0.15,119.0
2026-02-28,0,2026-02-28,72,wk inc flu hosp,quantile,0.2,124.0
2026-02-28,0,2026-02-28,72,wk inc flu hosp,quantile,0.25,130.0
2026-02-28,0,2026-02-28,72,wk inc flu hosp,quantile,0.3,134.0
2026-02-28,0,2026-02-28,72,wk inc flu hosp,quantile,0.35,138.0
2026-02-28,0,2026-02-28,72,wk inc flu hosp,quantile,0.4,142.0
2026-02-28,0,2026-02-28,72,wk inc flu hosp,quantile,0.45,146.0
2026-02-28,0,2026-02-28,72,wk inc flu hosp,quantile,0.5,151.0
2026-02-28,0,2026-02-28,72,wk inc flu hosp,quantile,0.55,155.0
2026-02-28,0,2026-02-28,72,wk inc flu hosp,quantile,0.6,159.0
2026-02-28,0,2026-02-28,72,wk inc flu hosp,quantile,0.65,163.0
2026-02-28,0,2026-02-28,72,wk inc flu hosp,quantile,0.7,168.0
2026-02-28,0,2026-02-28,72,wk inc flu hosp,quantile,0.75,172.0
2026-02-28,0,2026-02-28,72,wk inc flu hosp,quantile,0.8,178.0
2026-02-28,0,2026-02-28,72,wk inc flu hosp,quantile,0.85,186.0
2026-02-28,0,2026-02-28,72,wk inc flu hosp,quantile,0.9,196.0
2026-02-28,0,2026-02-28,72,wk inc flu hosp,quantile,0.95,213.0
2026-02-28,0,2026-02-28,72,wk inc flu hosp,quantile,0.975,231.0
2026-02-28,0,2026-02-28,72,wk inc flu hosp,quantile,0.99,247.0
2026-02-28,1,2026-03-07,72,wk inc flu hosp,quantile,0.01,53.0
2026-02-28,1,2026-03-07,72,wk inc flu hosp,quantile,0.025,62.0
2026-02-28,1,2026-03-07,72,wk inc flu hosp,quantile,0.05,69.0
2026-02-28,1,2026-03-07,72,wk inc flu hosp,quantile,0.1,80.0
2026-02-28,1,2026-03-07,72,wk inc flu hosp,quantile,0.15,88.0
2026-02-28,1,2026-03-07,72,wk inc flu hosp,quantile,0.2,94.0
2026-02-28,1,2026-03-07,72,wk inc flu hosp,quantile,0.25,100.0
2026-02-28,1,2026-03-07,72,wk inc flu hosp,quantile,0.3,105.0
2026-02-28,1,2026-03-07,72,wk inc flu hosp,quantile,0.35,111.0
2026-02-28,1,2026-03-07,72,wk inc flu hosp,quantile,0.4,117.0
2026-02-28,1,2026-03-07,72,wk inc flu hosp,quantile,0.45,121.0
2026-02-28,1,2026-03-07,72,wk inc flu hosp,quantile,0.5,127.0
2026-02-28,1,2026-03-07,72,wk inc flu hosp,quantile,0.55,132.0
