reference_date,horizon,target_end_date,location,target,output_type,output_type_id,value
2025-12-13,0,2025-12-13,25,wk inc flu hosp,quantile,0.01,95.0
2025-12-13,0,2025-12-13,25,wk inc flu hosp,quantile,0.025,105.0
2025-12-13,0,2025-12-13,25,wk inc flu hosp,quantile,0.05,115.0
2025-12-13,0,2025-12-13,25,wk inc flu hosp,quantile,0.1,128.0
2025-12-13,0,2025-12-13,25,wk inc flu hosp,quantile,0.15,135.0
2025-12-13,0,2025-12-13,25,wk inc flu hosp,quantile,0.2,142.0
2025-12-13,0,2025-12-13,25,wk inc flu hosp,quantile,0.25,148.0
2025-12-13,0,2025-12-13,25,wk inc flu hosp,quantile,0.3,154.0
2025-12-13,0,2025-12-13,25,wk inc flu hosp,quantile,0.35,160.0
2025-12-13,0,2025-12-13,25,wk inc flu hosp,quantile,0.4,166.0
2025-12-13,0,2025-12-13,25,wk inc flu hosp,quantile,0.45,172.0
2025-12-13,0,2025-12-13,25,wk inc flu hosp,quantile,0.5,178.0
2025-12-13,0,2025-12-13,25,wk inc flu hosp,quantile,0.55,185.0
2025-12-13,0,2025-12-13,25,wk inc flu hosp,quantile,0.6,193.0
2025-12-13,0,2025-12-13,25,wk inc flu hosp,quantile,0.65,201.0
2025-12-13,0,2025-12-13,25,wk inc flu hosp,quantile,0.7,209.0
2025-12-13,0,2025-12-13,25,wk inc flu hosp,quantile,0.75,218.0
2025-12-13,0,2025-12-13,25,wk inc flu hosp,quantile,0.8,229.0
2025-12-13,0,2025-12-13,25,wk inc flu hosp,quantile,0.85,239.0
2025-12-13,0,2025-12-13,25,wk inc flu hosp,quantile,0.9,254.0
2025-12-13,0,2025-12-13,25,wk inc flu hosp,quantile,0.95,279.0
2025-12-13,0,2025-12-13,25,wk inc flu hosp,quantile,0.975,301.0
2025-12-13,0,2025-12-13,25,wk inc flu hosp,quantile,0.99,326.0
2025-12-13,1,2025-12-20,25,wk inc flu hosp,quantile,0.01,112.0
2025-12-13,1,2025-12-20,25,wk inc flu hosp,quantile,0.025,127.0
2025-12-13,1,2025-12-20,25,wk inc flu hosp,quantile,0.05,144.0
2025-12-13,1,2025-12-20,25,wk inc flu hosp,quantile,0.1,165.0
2025-12-13,1,2025-12-20,25,wk inc flu hosp,quantile,0.15,180.0
2025-12-13,1,2025-12-20,25,wk inc flu hosp,quantile,0.2,195.0
2025-12-13,1,2025-12-20,25,wk inc flu hosp,quantile,0.25,205.0
2025-12-13,1,2025-12-20,25,wk inc flu hosp,quantile,0.3,218.0
2025-12-13,1,2025-12-20,25,wk inc flu hosp,quantile,0.35,229.0
2025-12-13,1,2025-12-20,25,wk inc flu hosp,quantile,0.4,244.0
2025-12-13,1,2025-12-20,25,wk inc flu hosp,quantile,0.45,259.0
2025-12-13,1,2025-12-20,25,wk inc flu hosp,quantile,0.5,274.0
2025-12-13,1,2025-12-20,25,wk inc flu hosp,quantile,0.55,289.0
2025-12-13,1,2025-12-20,25,wk inc flu hosp,quantile,0.6,305.0
2025-12-13,1,2025-12-20,25,wk inc flu hosp,quantile,0.65,323.0
2025-12-13,1,2025-12-20,25,wk inc flu hosp,quantile,0.7,344.0
2025-12-13,1,2025-12-20,25,wk inc flu hosp,quantile,0.75,368.0
2025-12-13,1,2025-12-20,25,wk inc flu hosp,quantile,0.8,393.0
2025-12-13,1,2025-12-20,25,wk inc flu hosp,quantile,0.85,420.0
2025-12-13,1,2025-12-20,25,wk inc flu hosp,quantile,0.9,454.0
2025-12-13,1,2025-12-20,25,wk inc flu hosp,quantile,0.95,514.0
2025-12-13,1,2025-12-20,25,wk inc flu hosp,quantile,0.975,576.0
2025-12-13,1,2025-12-20,25,wk inc flu hosp,quantile,0.99,648.0
2025-12-13,2,2025-12-27,25,wk inc flu hosp,quantile,0.01,127.0
2025-12-13,2,2025-12-27,25,wk inc flu hosp,quantile,0.025,148.0
2025-12-13,2,2025-12-27,25,wk inc flu hosp,quantile,0.05,172.0
2025-12-13,2,2025-12-27,25,wk inc flu hosp,quantile,0.1,207.0
2025-12-13,2,2025-12-27,25,wk inc flu hosp,quantile,0.15,233.0
2025-12-13,2,2025-12-27,25,wk inc flu hosp,quantile,0.2,253.0
2025-12-13,2,2025-12-27,25,wk inc flu hosp,quantile,0.25,272.0
2025-12-13,2,2025-12-27,25,wk inc flu hosp,quantile,0.3,295.0
2025-12-13,2,2025-12-27,25,wk inc flu hosp,quantile,0.35,316.0
2025-12-13,2,2025-12-27,25,wk inc flu hosp,quantile,0.4,341.0
2025-12-13,2,2025-12-27,25,wk inc flu hosp,quantile,0.45,369.0
2025-12-13,2,2025-12-27,25,wk inc flu hosp,quantile,0.5,396.0
2025-12-13,2,2025-12-27,25,wk inc flu hosp,quantile,0.55,428.0
