reference_date,horizon,target_end_date,location,target,output_type,output_type_id,value
2026-04-18,0,2026-04-18,06,wk inc flu hosp,quantile,0.01,35.0
2026-04-18,0,2026-04-18,06,wk inc flu hosp,quantile,0.025,65.0
2026-04-18,0,2026-04-18,06,wk inc flu hosp,quantile,0.05,85.0
2026-04-18,0,2026-04-18,06,wk inc flu hosp,quantile,0.1,105.0
2026-04-18,0,2026-04-18,06,wk inc flu hosp,quantile,0.15,121.0
2026-04-18,0,2026-04-18,06,wk inc flu hosp,quantile,0.2,132.0
2026-04-18,0,2026-04-18,06,wk inc flu hosp,quantile,0.25,141.0
2026-04-18,0,2026-04-18,06,wk inc flu hosp,quantile,0.3,151.0
2026-04-18,0,2026-04-18,06,wk inc flu hosp,quantile,0.35,160.0
2026-04-18,0,2026-04-18,06,wk inc flu hosp,quantile,0.4,167.0
2026-04-18,0,2026-04-18,06,wk inc flu hosp,quantile,0.45,175.0
2026-04-18,0,2026-04-18,06,wk inc flu hosp,quantile,0.5,183.0
2026-04-18,0,2026-04-18,06,wk inc flu hosp,quantile,0.55,191.0
2026-04-18,0,2026-04-18,06,wk inc flu hosp,quantile,0.6,200.0
2026-04-18,0,2026-04-18,06,wk inc flu hosp,quantile,0.65,209.0
2026-04-18,0,2026-04-18,06,wk inc flu hosp,quantile,0.7,220.0
2026-04-18,0,2026-04-18,06,wk inc flu hosp,quantile,0.75,232.0
2026-04-18,0,2026-04-18,06,wk inc flu hosp,quantile,0.8,246.0
2026-04-18,0,2026-04-18,06,wk inc flu hosp,quantile,0.85,265.0
2026-04-18,0,2026-04-18,06,wk inc flu hosp,quantile,0.9,288.0
2026-04-18,0,2026-04-18,06,wk inc flu hosp,quantile,0.95,323.0
2026-04-18,0,2026-04-18,06,wk inc flu hosp,quantile,0.975,361.0
2026-04-18,0,2026-04-18,06,wk inc flu hosp,quantile,0.99,405.0
2026-04-18,1,2026-04-25,06,wk inc flu hosp,quantile,0.01,4.0
2026-04-18,1,2026-04-25,06,wk inc flu hosp,quantile,0.025,25.0
2026-04-18,1,2026-04-25,06,wk inc flu hosp,quantile,0.05,45.0
2026-04-18,1,2026-04-25,06,wk inc flu hosp,quantile,0.1,63.0
2026-04-18,1,2026-04-25,06,wk inc flu hosp,quantile,0.15,76.0
2026-04-18,1,2026-04-25,06,wk inc flu hosp,quantile,0.2,87.0
2026-04-18,1,2026-04-25,06,wk inc flu hosp,quantile,0.25,96.0
2026-04-18,1,2026-04-25,06,wk inc flu hosp,quantile,0.3,105.0
2026-04-18,1,2026-04-25,06,wk inc flu hosp,quantile,0.35,114.0
2026-04-18,1,2026-04-25,06,wk inc flu hosp,quantile,0.4,122.0
2026-04-18,1,2026-04-25,06,wk inc flu hosp,quantile,0.45,130.0
2026-04-18,1,2026-04-25,06,wk inc flu hosp,quantile,0.5,139.0
2026-04-18,1,2026-04-25,06,wk inc flu hosp,quantile,0.55,149.0
2026-04-18,1,2026-04-25,06,wk inc flu hosp,quantile,0.6,158.0
2026-04-18,1,2026-04-25,06,wk inc flu hosp,quantile,0.65,169.0
2026-04-18,1,2026-04-25,06,wk inc flu hosp,quantile,0.7,181.0
2026-04-18,1,2026-04-25,06,wk inc flu hosp,quantile,0.75,193.0
2026-04-18,1,2026-04-25,06,wk inc flu hosp,quantile,0.8,209.0
2026-04-18,1,2026-04-25,06,wk inc flu hosp,quantile,0.85,231.0
2026-04-18,1,2026-04-25,06,wk inc flu hosp,quantile,0.9,260.0
2026-04-18,1,2026-04-25,06,wk inc flu hosp,quantile,0.95,304.0
2026-04-18,1,2026-04-25,06,wk inc flu hosp,quantile,0.975,350.0
2026-04-18,1,2026-04-25,06,wk inc flu hosp,quantile,0.99,411.0
2026-04-18,2,2026-05-02,06,wk inc flu hosp,quantile,0.01,0.0
2026-04-18,2,2026-05-02,06,wk inc flu hosp,quantile,0.025,4.0
2026-04-18,2,2026-05-02,06,wk inc flu hosp,quantile,0.05,20.0
2026-04-18,2,2026-05-02,06,wk inc flu hosp,quantile,0.1,36.0
2026-04-18,2,2026-05-02,06,wk inc flu hosp,quantile,0.15,48.0
2026-04-18,2,2026-05-02,06,wk inc flu hosp,quantile,0.2,57.0
2026-04-18,2,2026-05-02,06,wk inc flu hosp,quantile,0.25,64.0
2026-04-18,2,2026-05-02,06,wk inc flu hosp,quantile,0.3,73.0
2026-04-18,2,2026-05-02,06,wk inc flu hosp,quantile,0.35,81.0
2026-04-18,2,2026-05-02,06,wk inc flu hosp,quantile,0.4,88.0
2026-04-18,2,2026-05-02,06,wk inc flu hosp,quantile,0.45,96.0
2026-04-18,2,2026-05-02,06,wk inc flu hosp,quantile,0.5,104.0
2026-04-18,2,2026-05-02,06,wk inc flu hosp,quantile,0.55,114.0
2026-04-18,2,2026-05-02,06,wk inc flu hosp,quantile,0.6,124.0
2026-04-18,2,2026-05-02,06,wk inc flu hosp,quantile,0.65,136.0
2026-04-18,2,2026-05-02,06,wk inc flu hosp,quantile,0.7,147.0
2026-04-18,2,2026-05-02,06,wk inc flu hosp,quantile,0.75,161.0
2026-04-18,2,2026-05-02,06,wk inc flu hosp,quantile,0.8,180.0
2026-04-18,2,2026-05-02,06,wk inc flu hosp,quantile,0.85,203.0
2026-04-18,2,2026-05-02,06,wk inc flu hosp,quantile,0.9,235.0
2026-04-18,2,2026-05-02,06,wk inc flu hosp,quantile,0.95,287.0
2026-04-18,2,2026-05-02,06,wk inc flu hosp,quantile,0.975,336.0
2026-04-18,2,2026-05-02,06,wk inc flu hosp,quantile,0.99,409.0
2026-04-18,3,2026-05-09,06,wk inc flu hosp,quantile,0.01,0.0
2026-04-18,3,2026-05-09,06,wk inc flu hosp,quantile,0.025,0.0
2026-04-18,3,2026-05-09,06,wk inc flu hosp,quantile,0.05,7.0
2026-04-18,3,2026-05-09,06,wk inc flu hosp,quantile,0.1,19.0
2026-04-18,3,2026-05-09,06,wk inc flu hosp,quantile,0.15,28.0
2026-04-18,3,2026-05-09,06,wk inc flu hosp,quantile,0.2,36.0
2026-04-18,3,2026-05-09,06,wk inc flu hosp,quantile,0.25,43.0
2026-04-18,3,2026-05-09,06,wk inc flu hosp,quantile,0.3,50.0
2026-04-18,3,2026-05-09,06,wk inc flu hosp,quantile,0.35,58.0
2026-04-18,3,2026-05-09,06,wk inc flu hosp,quantile,0.4,65.0
2026-04-18,3,2026-05-09,06,wk inc flu hosp,quantile,0.45,73.0
2026-04-18,3,2026-05-09,06,wk inc flu hosp,quantile,0.5,81.0
2026-04-18,3,2026-05-09,06,wk inc flu hosp,quantile,0.55,90.0
2026-04-18,3,2026-05-09,06,wk inc flu hosp,quantile,0.6,98.0
2026-04-18,3,2026-05-09,06,wk inc flu hosp,quantile,0.65,109.0
2026-04-18,3,2026-05-09,06,wk inc flu hosp,quantile,0.7,121.0
2026-04-18,3,2026-05-09,06,wk inc flu hosp,quantile,0.75,135.0
2026-04-18,3,2026-05-09,06,wk inc flu hosp,quantile,0.8,153.0
2026-04-18,3,2026-05-09,06,wk inc flu hosp,quantile,0.85,179.0
2026-04-18,3,2026-05-09,06,wk inc flu hosp,quantile,0.9,212.0
2026-04-18,3,2026-05-09,06,wk inc flu hosp,quantile,0.95,276.0
2026-04-18,3,2026-05-09,06,wk inc flu hosp,quantile,0.975,342.0
2026-04-18,3,2026-05-09,06,wk inc flu hosp,quantile,0.99,453.0
2026-04-18,0,2026-04-18,23,wk inc flu hosp,quantile,0.01,0.0
2026-04-18,0,2026-04-18,23,wk inc flu hosp,quantile,0.025,0.0
2026-04-18,0,2026-04-18,23,wk inc flu hosp,quantile,0.05,0.0
2026-04-18,0,2026-04-18,23,wk inc flu hosp,quantile,0.1,0.0
2026-04-18,0,2026-04-18,23,wk inc flu hosp,quantile,0.15,0.0
2026-04-18,0,2026-04-18,23,wk inc flu hosp,quantile,0.2,0.0
2026-04-18,0,2026-04-18,23,wk inc flu hosp,quantile,0.25,1.0
2026-04-18,0,2026-04-18,23,wk inc flu hosp,quantile,0.3,1.0
2026-04-18,0,2026-04-18,23,wk inc flu hosp,quantile,0.35,1.0
2026-04-18,0,2026-04-18,23,wk inc flu hosp,quantile,0.4,2.0
2026-04-18,0,2026-04-18,23,wk inc flu hosp,quantile,0.45,2.0
2026-04-18,0,2026-04-18,23,wk inc flu hosp,quantile,0.5,2.0
2026-04-18,0,2026-04-18,23,wk inc flu hosp,quantile,0.55,3.0
2026-04-18,0,2026-04-18,23,wk inc flu hosp,quantile,0.6,3.0
2026-04-18,0,2026-04-18,23,wk inc flu hosp,quantile,0.65,4.0
2026-04-18,0,2026-04-18,23,wk inc flu hosp,quantile,0.7,4.0
