reference_date,horizon,target_end_date,location,target,output_type,output_type_id,value
2026-05-02,0,2026-05-02,06,wk inc flu hosp,quantile,0.01,48.0
2026-05-02,0,2026-05-02,06,wk inc flu hosp,quantile,0.025,68.0
2026-05-02,0,2026-05-02,06,wk inc flu hosp,quantile,0.05,88.0
2026-05-02,0,2026-05-02,06,wk inc flu hosp,quantile,0.1,109.0
2026-05-02,0,2026-05-02,06,wk inc flu hosp,quantile,0.15,122.0
2026-05-02,0,2026-05-02,06,wk inc flu hosp,quantile,0.2,134.0
2026-05-02,0,2026-05-02,06,wk inc flu hosp,quantile,0.25,143.0
2026-05-02,0,2026-05-02,06,wk inc flu hosp,quantile,0.3,151.0
2026-05-02,0,2026-05-02,06,wk inc flu hosp,quantile,0.35,159.0
2026-05-02,0,2026-05-02,06,wk inc flu hosp,quantile,0.4,167.0
2026-05-02,0,2026-05-02,06,wk inc flu hosp,quantile,0.45,175.0
2026-05-02,0,2026-05-02,06,wk inc flu hosp,quantile,0.5,182.0
2026-05-02,0,2026-05-02,06,wk inc flu hosp,quantile,0.55,190.0
2026-05-02,0,2026-05-02,06,wk inc flu hosp,quantile,0.6,198.0
2026-05-02,0,2026-05-02,06,wk inc flu hosp,quantile,0.65,206.0
2026-05-02,0,2026-05-02,06,wk inc flu hosp,quantile,0.7,216.0
2026-05-02,0,2026-05-02,06,wk inc flu hosp,quantile,0.75,228.0
2026-05-02,0,2026-05-02,06,wk inc flu hosp,quantile,0.8,240.0
2026-05-02,0,2026-05-02,06,wk inc flu hosp,quantile,0.85,254.0
2026-05-02,0,2026-05-02,06,wk inc flu hosp,quantile,0.9,274.0
2026-05-02,0,2026-05-02,06,wk inc flu hosp,quantile,0.95,304.0
2026-05-02,0,2026-05-02,06,wk inc flu hosp,quantile,0.975,334.0
2026-05-02,0,2026-05-02,06,wk inc flu hosp,quantile,0.99,370.0
2026-05-02,1,2026-05-09,06,wk inc flu hosp,quantile,0.01,16.0
2026-05-02,1,2026-05-09,06,wk inc flu hosp,quantile,0.025,38.0
2026-05-02,1,2026-05-09,06,wk inc flu hosp,quantile,0.05,53.0
2026-05-02,1,2026-05-09,06,wk inc flu hosp,quantile,0.1,72.0
2026-05-02,1,2026-05-09,06,wk inc flu hosp,quantile,0.15,86.0
2026-05-02,1,2026-05-09,06,wk inc flu hosp,quantile,0.2,97.0
2026-05-02,1,2026-05-09,06,wk inc flu hosp,quantile,0.25,107.0
2026-05-02,1,2026-05-09,06,wk inc flu hosp,quantile,0.3,116.0
2026-05-02,1,2026-05-09,06,wk inc flu hosp,quantile,0.35,125.0
2026-05-02,1,2026-05-09,06,wk inc flu hosp,quantile,0.4,133.0
2026-05-02,1,2026-05-09,06,wk inc flu hosp,quantile,0.45,142.0
2026-05-02,1,2026-05-09,06,wk inc flu hosp,quantile,0.5,151.0
2026-05-02,1,2026-05-09,06,wk inc flu hosp,quantile,0.55,161.0
2026-05-02,1,2026-05-09,06,wk inc flu hosp,quantile,0.6,172.0
2026-05-02,1,2026-05-09,06,wk inc flu hosp,quantile,0.65,183.0
2026-05-02,1,2026-05-09,06,wk inc flu hosp,quantile,0.7,196.0
2026-05-02,1,2026-05-09,06,wk inc flu hosp,quantile,0.75,210.0
2026-05-02,1,2026-05-09,06,wk inc flu hosp,quantile,0.8,226.0
2026-05-02,1,2026-05-09,06,wk inc flu hosp,quantile,0.85,246.0
2026-05-02,1,2026-05-09,06,wk inc flu hosp,quantile,0.9,274.0
2026-05-02,1,2026-05-09,06,wk inc flu hosp,quantile,0.95,320.0
2026-05-02,1,2026-05-09,06,wk inc flu hosp,quantile,0.975,357.0
2026-05-02,1,2026-05-09,06,wk inc flu hosp,quantile,0.99,415.0
2026-05-02,2,2026-05-16,06,wk inc flu hosp,quantile,0.01,2.0
2026-05-02,2,2026-05-16,06,wk inc flu hosp,quantile,0.025,18.0
2026-05-02,2,2026-05-16,06,wk inc flu hosp,quantile,0.05,30.0
2026-05-02,2,2026-05-16,06,wk inc flu hosp,quantile,0.1,46.0
2026-05-02,2,2026-05-16,06,wk inc flu hosp,quantile,0.15,60.0
2026-05-02,2,2026-05-16,06,wk inc flu hosp,quantile,0.2,70.0
2026-05-02,2,2026-05-16,06,wk inc flu hosp,quantile,0.25,79.0
2026-05-02,2,2026-05-16,06,wk inc flu hosp,quantile,0.3,88.0
2026-05-02,2,2026-05-16,06,wk inc flu hosp,quantile,0.35,97.0
2026-05-02,2,2026-05-16,06,wk inc flu hosp,quantile,0.4,106.0
2026-05-02,2,2026-05-16,06,wk inc flu hosp,quantile,0.45,114.0
2026-05-02,2,2026-05-16,06,wk inc flu hosp,quantile,0.5,123.0
2026-05-02,2,2026-05-16,06,wk inc flu hosp,quantile,0.55,133.0
2026-05-02,2,2026-05-16,06,wk inc flu hosp,quantile,0.6,144.0
2026-05-02,2,2026-05-16,06,wk inc flu hosp,quantile,0.65,155.0
2026-05-02,2,2026-05-16,06,wk inc flu hosp,quantile,0.7,167.0
