location_name,horizon,quantile_0.025,quantile_0.5,quantile_0.975,quantile_0.025_rounded,quantile_0.5_rounded,quantile_0.975_rounded,target_end_date,reference_date,target_end_date_formatted,reference_date_formatted,forecast_due_date,forecast_due_date_formatted,model
US,0,0.0012503019660621,0.0042,0.00857857387961529,0.0013,0.0042,0.0086,2026-04-25,2026-04-25,"April 25, 2026","April 25, 2026",2026-04-22,"April 22, 2026",FluSight-ensemble
US,1,8.048188958204e-4,0.0034,0.0088,8e-4,0.0034,0.0088,2026-05-02,2026-04-25,"May 02, 2026","April 25, 2026",2026-04-22,"April 22, 2026",FluSight-ensemble
US,2,5.455050919342e-4,0.00317965876020917,0.00871248090909205,5e-4,0.0032,0.0087,2026-05-09,2026-04-25,"May 09, 2026","April 25, 2026",2026-04-22,"April 22, 2026",FluSight-ensemble
Alabama,0,0.00145557609726873,0.00467677160978355,0.00862744383540783,0.0015,0.0047,0.0086,2026-04-25,2026-04-25,"April 25, 2026","April 25, 2026",2026-04-22,"April 22, 2026",FluSight-ensemble
Alabama,1,8e-4,0.00394125474311927,0.00879665980931835,8e-4,0.0039,0.0088,2026-05-02,2026-04-25,"May 02, 2026","April 25, 2026",2026-04-22,"April 22, 2026",FluSight-ensemble
Alabama,2,6.464465807077574e-4,0.00341319218495158,0.00977710851647754,6e-4,0.0034,0.0098,2026-05-09,2026-04-25,"May 09, 2026","April 25, 2026",2026-04-22,"April 22, 2026",FluSight-ensemble
Alaska,0,0.0014,0.0055,0.01147117721188772,0.0014,0.0055,0.0115,2026-04-25,2026-04-25,"April 25, 2026","April 25, 2026",2026-04-22,"April 22, 2026",FluSight-ensemble
Alaska,1,0.00112104065396735,0.00519156223440196,0.01251772370134957,0.0011,0.0052,0.0125,2026-05-02,2026-04-25,"May 02, 2026","April 25, 2026",2026-04-22,"April 22, 2026",FluSight-ensemble
Alaska,2,6.9315441558066e-4,0.00417520659369441,0.01309354002942934,7e-4,0.0042,0.0131,2026-05-09,2026-04-25,"May 09, 2026","April 25, 2026",2026-04-22,"April 22, 2026",FluSight-ensemble
Arizona,0,0.0036138657321974,0.00680071224856373,0.01107490380609754,0.0036,0.0068,0.0111,2026-04-25,2026-04-25,"April 25, 2026","April 25, 2026",2026-04-22,"April 22, 2026",FluSight-ensemble
