output_type,output_type_id,value,reference_date,target,horizon,target_end_date,location
quantile,0.01,4,2026-02-14,wk inc flu hosp,-1,2026-02-07,02
quantile,0.025,5,2026-02-14,wk inc flu hosp,-1,2026-02-07,02
quantile,0.05,6,2026-02-14,wk inc flu hosp,-1,2026-02-07,02
quantile,0.1,7,2026-02-14,wk inc flu hosp,-1,2026-02-07,02
quantile,0.15,8,2026-02-14,wk inc flu hosp,-1,2026-02-07,02
quantile,0.2,9,2026-02-14,wk inc flu hosp,-1,2026-02-07,02
quantile,0.25,10,2026-02-14,wk inc flu hosp,-1,2026-02-07,02
quantile,0.3,10,2026-02-14,wk inc flu hosp,-1,2026-02-07,02
quantile,0.35,11,2026-02-14,wk inc flu hosp,-1,2026-02-07,02
quantile,0.4,12,2026-02-14,wk inc flu hosp,-1,2026-02-07,02
quantile,0.45,12,2026-02-14,wk inc flu hosp,-1,2026-02-07,02
quantile,0.5,13,2026-02-14,wk inc flu hosp,-1,2026-02-07,02
quantile,0.55,13,2026-02-14,wk inc flu hosp,-1,2026-02-07,02
quantile,0.6,14,2026-02-14,wk inc flu hosp,-1,2026-02-07,02
quantile,0.65,15,2026-02-14,wk inc flu hosp,-1,2026-02-07,02
quantile,0.7,15.299999999999955,2026-02-14,wk inc flu hosp,-1,2026-02-07,02
quantile,0.75,16,2026-02-14,wk inc flu hosp,-1,2026-02-07,02
quantile,0.8,17,2026-02-14,wk inc flu hosp,-1,2026-02-07,02
quantile,0.85,18,2026-02-14,wk inc flu hosp,-1,2026-02-07,02
quantile,0.9,20,2026-02-14,wk inc flu hosp,-1,2026-02-07,02
quantile,0.95,22,2026-02-14,wk inc flu hosp,-1,2026-02-07,02
quantile,0.975,24,2026-02-14,wk inc flu hosp,-1,2026-02-07,02
quantile,0.99,27,2026-02-14,wk inc flu hosp,-1,2026-02-07,02
quantile,0.01,1,2026-02-14,wk inc flu hosp,0,2026-02-14,02
quantile,0.025,1,2026-02-14,wk inc flu hosp,0,2026-02-14,02
quantile,0.05,2,2026-02-14,wk inc flu hosp,0,2026-02-14,02
quantile,0.1,3,2026-02-14,wk inc flu hosp,0,2026-02-14,02
quantile,0.15,4,2026-02-14,wk inc flu hosp,0,2026-02-14,02
quantile,0.2,4,2026-02-14,wk inc flu hosp,0,2026-02-14,02
quantile,0.25,5,2026-02-14,wk inc flu hosp,0,2026-02-14,02
quantile,0.3,5,2026-02-14,wk inc flu hosp,0,2026-02-14,02
quantile,0.35,6,2026-02-14,wk inc flu hosp,0,2026-02-14,02
quantile,0.4,7,2026-02-14,wk inc flu hosp,0,2026-02-14,02
quantile,0.45,7,2026-02-14,wk inc flu hosp,0,2026-02-14,02
quantile,0.5,8,2026-02-14,wk inc flu hosp,0,2026-02-14,02
quantile,0.55,8,2026-02-14,wk inc flu hosp,0,2026-02-14,02
quantile,0.6,9,2026-02-14,wk inc flu hosp,0,2026-02-14,02
quantile,0.65,10,2026-02-14,wk inc flu hosp,0,2026-02-14,02
quantile,0.7,10,2026-02-14,wk inc flu hosp,0,2026-02-14,02
quantile,0.75,11,2026-02-14,wk inc flu hosp,0,2026-02-14,02
quantile,0.8,13,2026-02-14,wk inc flu hosp,0,2026-02-14,02
quantile,0.85,14,2026-02-14,wk inc flu hosp,0,2026-02-14,02
quantile,0.9,16,2026-02-14,wk inc flu hosp,0,2026-02-14,02
quantile,0.95,18,2026-02-14,wk inc flu hosp,0,2026-02-14,02
quantile,0.975,21,2026-02-14,wk inc flu hosp,0,2026-02-14,02
quantile,0.99,25,2026-02-14,wk inc flu hosp,0,2026-02-14,02
quantile,0.01,0,2026-02-14,wk inc flu hosp,1,2026-02-21,02
quantile,0.025,0,2026-02-14,wk inc flu hosp,1,2026-02-21,02
quantile,0.05,0,2026-02-14,wk inc flu hosp,1,2026-02-21,02
quantile,0.1,1,2026-02-14,wk inc flu hosp,1,2026-02-21,02
quantile,0.15,1,2026-02-14,wk inc flu hosp,1,2026-02-21,02
quantile,0.2,2,2026-02-14,wk inc flu hosp,1,2026-02-21,02
quantile,0.25,2,2026-02-14,wk inc flu hosp,1,2026-02-21,02
quantile,0.3,3,2026-02-14,wk inc flu hosp,1,2026-02-21,02
quantile,0.35,3,2026-02-14,wk inc flu hosp,1,2026-02-21,02
quantile,0.4,3,2026-02-14,wk inc flu hosp,1,2026-02-21,02
quantile,0.45,4,2026-02-14,wk inc flu hosp,1,2026-02-21,02
quantile,0.5,5,2026-02-14,wk inc flu hosp,1,2026-02-21,02
quantile,0.55,5,2026-02-14,wk inc flu hosp,1,2026-02-21,02
quantile,0.6,6,2026-02-14,wk inc flu hosp,1,2026-02-21,02
quantile,0.65,6.350000000000136,2026-02-14,wk inc flu hosp,1,2026-02-21,02
quantile,0.7,7,2026-02-14,wk inc flu hosp,1,2026-02-21,02
quantile,0.75,8,2026-02-14,wk inc flu hosp,1,2026-02-21,02
quantile,0.8,10,2026-02-14,wk inc flu hosp,1,2026-02-21,02
quantile,0.85,12,2026-02-14,wk inc flu hosp,1,2026-02-21,02
quantile,0.9,15,2026-02-14,wk inc flu hosp,1,2026-02-21,02
quantile,0.95,20,2026-02-14,wk inc flu hosp,1,2026-02-21,02
quantile,0.975,26,2026-02-14,wk inc flu hosp,1,2026-02-21,02
quantile,0.99,34,2026-02-14,wk inc flu hosp,1,2026-02-21,02
quantile,0.01,265,2026-02-14,wk inc flu hosp,-1,2026-02-07,01
quantile,0.025,275,2026-02-14,wk inc flu hosp,-1,2026-02-07,01
quantile,0.05,283.95,2026-02-14,wk inc flu hosp,-1,2026-02-07,01
quantile,0.1,300,2026-02-14,wk inc flu hosp,-1,2026-02-07,01
quantile,0.15,308,2026-02-14,wk inc flu hosp,-1,2026-02-07,01
quantile,0.2,314,2026-02-14,wk inc flu hosp,-1,2026-02-07,01
quantile,0.25,320,2026-02-14,wk inc flu hosp,-1,2026-02-07,01
quantile,0.3,325,2026-02-14,wk inc flu hosp,-1,2026-02-07,01
quantile,0.35,330,2026-02-14,wk inc flu hosp,-1,2026-02-07,01
quantile,0.4,335,2026-02-14,wk inc flu hosp,-1,2026-02-07,01
quantile,0.45,340,2026-02-14,wk inc flu hosp,-1,2026-02-07,01
quantile,0.5,344,2026-02-14,wk inc flu hosp,-1,2026-02-07,01
quantile,0.55,348,2026-02-14,wk inc flu hosp,-1,2026-02-07,01
quantile,0.6,352.39999999999986,2026-02-14,wk inc flu hosp,-1,2026-02-07,01
quantile,0.65,358,2026-02-14,wk inc flu hosp,-1,2026-02-07,01
quantile,0.7,362,2026-02-14,wk inc flu hosp,-1,2026-02-07,01
quantile,0.75,368,2026-02-14,wk inc flu hosp,-1,2026-02-07,01
quantile,0.8,374,2026-02-14,wk inc flu hosp,-1,2026-02-07,01
quantile,0.85,381,2026-02-14,wk inc flu hosp,-1,2026-02-07,01
quantile,0.9,391,2026-02-14,wk inc flu hosp,-1,2026-02-07,01
quantile,0.95,407.04999999999995,2026-02-14,wk inc flu hosp,-1,2026-02-07,01
quantile,0.975,425,2026-02-14,wk inc flu hosp,-1,2026-02-07,01
quantile,0.99,450.01,2026-02-14,wk inc flu hosp,-1,2026-02-07,01
quantile,0.01,221.97,2026-02-14,wk inc flu hosp,0,2026-02-14,01
quantile,0.025,254.97500000000002,2026-02-14,wk inc flu hosp,0,2026-02-14,01
quantile,0.05,281,2026-02-14,wk inc flu hosp,0,2026-02-14,01
quantile,0.1,315.9,2026-02-14,wk inc flu hosp,0,2026-02-14,01
quantile,0.15,338,2026-02-14,wk inc flu hosp,0,2026-02-14,01
