output_type,output_type_id,value,reference_date,target,horizon,target_end_date,location
quantile,0.01,5,2026-01-24,wk inc flu hosp,0,2026-01-24,02
quantile,0.025,7,2026-01-24,wk inc flu hosp,0,2026-01-24,02
quantile,0.05,8,2026-01-24,wk inc flu hosp,0,2026-01-24,02
quantile,0.1,10,2026-01-24,wk inc flu hosp,0,2026-01-24,02
quantile,0.15,12,2026-01-24,wk inc flu hosp,0,2026-01-24,02
quantile,0.2,13,2026-01-24,wk inc flu hosp,0,2026-01-24,02
quantile,0.25,15,2026-01-24,wk inc flu hosp,0,2026-01-24,02
quantile,0.3,15.699999999999932,2026-01-24,wk inc flu hosp,0,2026-01-24,02
quantile,0.35,17,2026-01-24,wk inc flu hosp,0,2026-01-24,02
quantile,0.4,18,2026-01-24,wk inc flu hosp,0,2026-01-24,02
quantile,0.45,19,2026-01-24,wk inc flu hosp,0,2026-01-24,02
quantile,0.5,21,2026-01-24,wk inc flu hosp,0,2026-01-24,02
quantile,0.55,22,2026-01-24,wk inc flu hosp,0,2026-01-24,02
quantile,0.6,23,2026-01-24,wk inc flu hosp,0,2026-01-24,02
quantile,0.65,25,2026-01-24,wk inc flu hosp,0,2026-01-24,02
quantile,0.7,27,2026-01-24,wk inc flu hosp,0,2026-01-24,02
quantile,0.75,29,2026-01-24,wk inc flu hosp,0,2026-01-24,02
quantile,0.8,31,2026-01-24,wk inc flu hosp,0,2026-01-24,02
quantile,0.85,35,2026-01-24,wk inc flu hosp,0,2026-01-24,02
quantile,0.9,40,2026-01-24,wk inc flu hosp,0,2026-01-24,02
quantile,0.95,50,2026-01-24,wk inc flu hosp,0,2026-01-24,02
quantile,0.975,62.024999999999864,2026-01-24,wk inc flu hosp,0,2026-01-24,02
quantile,0.99,76,2026-01-24,wk inc flu hosp,0,2026-01-24,02
quantile,0.01,1,2026-01-24,wk inc flu hosp,1,2026-01-31,02
quantile,0.025,2,2026-01-24,wk inc flu hosp,1,2026-01-31,02
quantile,0.05,3,2026-01-24,wk inc flu hosp,1,2026-01-31,02
quantile,0.1,4,2026-01-24,wk inc flu hosp,1,2026-01-31,02
quantile,0.15,6,2026-01-24,wk inc flu hosp,1,2026-01-31,02
quantile,0.2,7,2026-01-24,wk inc flu hosp,1,2026-01-31,02
quantile,0.25,8,2026-01-24,wk inc flu hosp,1,2026-01-31,02
quantile,0.3,9,2026-01-24,wk inc flu hosp,1,2026-01-31,02
quantile,0.35,10,2026-01-24,wk inc flu hosp,1,2026-01-31,02
quantile,0.4,11,2026-01-24,wk inc flu hosp,1,2026-01-31,02
quantile,0.45,13,2026-01-24,wk inc flu hosp,1,2026-01-31,02
quantile,0.5,14,2026-01-24,wk inc flu hosp,1,2026-01-31,02
quantile,0.55,16,2026-01-24,wk inc flu hosp,1,2026-01-31,02
quantile,0.6,18,2026-01-24,wk inc flu hosp,1,2026-01-31,02
quantile,0.65,20,2026-01-24,wk inc flu hosp,1,2026-01-31,02
quantile,0.7,22,2026-01-24,wk inc flu hosp,1,2026-01-31,02
quantile,0.75,25,2026-01-24,wk inc flu hosp,1,2026-01-31,02
quantile,0.8,29,2026-01-24,wk inc flu hosp,1,2026-01-31,02
quantile,0.85,34,2026-01-24,wk inc flu hosp,1,2026-01-31,02
quantile,0.9,44,2026-01-24,wk inc flu hosp,1,2026-01-31,02
quantile,0.95,60,2026-01-24,wk inc flu hosp,1,2026-01-31,02
quantile,0.975,76.02499999999986,2026-01-24,wk inc flu hosp,1,2026-01-31,02
