location_name,horizon,quantile_0.025,quantile_0.5,quantile_0.975,quantile_0.025_rounded,quantile_0.5_rounded,quantile_0.975_rounded,target_end_date,reference_date,target_end_date_formatted,reference_date_formatted,forecast_due_date,forecast_due_date_formatted,model
US,0,0.00461034790457267,0.01124328366202388,0.0167,0.0046,0.0112,0.0167,2026-04-04,2026-04-04,"April 04, 2026","April 04, 2026",2026-04-01,"April 01, 2026",FluSight-ensemble
US,1,0.00334649258360707,0.00967077422378542,0.01660052812393577,0.0033,0.0097,0.0166,2026-04-11,2026-04-04,"April 11, 2026","April 04, 2026",2026-04-01,"April 01, 2026",FluSight-ensemble
US,2,0.00176202345417845,0.00835133727517928,0.01559006616240654,0.0018,0.0084,0.0156,2026-04-18,2026-04-04,"April 18, 2026","April 04, 2026",2026-04-01,"April 01, 2026",FluSight-ensemble
Alabama,0,0.00538184665430233,0.0105967620347551,0.01876361023372606,0.0054,0.0106,0.0188,2026-04-04,2026-04-04,"April 04, 2026","April 04, 2026",2026-04-01,"April 01, 2026",FluSight-ensemble
Alabama,1,0.00242272043283171,0.0082,0.0212117893628809,0.0024,0.0082,0.0212,2026-04-11,2026-04-04,"April 11, 2026","April 04, 2026",2026-04-01,"April 01, 2026",FluSight-ensemble
Alabama,2,0.00157611736389083,0.00671617563936037,0.01948220627445099,0.0016,0.0067,0.0195,2026-04-18,2026-04-04,"April 18, 2026","April 04, 2026",2026-04-01,"April 01, 2026",FluSight-ensemble
Alaska,0,0.0027,0.009245608652007,0.01757240238692489,0.0027,0.0092,0.0176,2026-04-04,2026-04-04,"April 04, 2026","April 04, 2026",2026-04-01,"April 01, 2026",FluSight-ensemble
Alaska,1,0.0015922602259869,0.0082,0.01781421701288522,0.0016,0.0082,0.0178,2026-04-11,2026-04-04,"April 11, 2026","April 04, 2026",2026-04-01,"April 01, 2026",FluSight-ensemble
Alaska,2,0.00107034698307243,0.00720946281151788,0.01872726832794218,0.0011,0.0072,0.0187,2026-04-18,2026-04-04,"April 18, 2026","April 04, 2026",2026-04-01,"April 01, 2026",FluSight-ensemble
Arizona,0,0.0051,0.00968861949947422,0.01564921813281635,0.0051,0.0097,0.0156,2026-04-04,2026-04-04,"April 04, 2026","April 04, 2026",2026-04-01,"April 01, 2026",FluSight-ensemble
Arizona,1,0.0031,0.00819036136662575,0.0172,0.0031,0.0082,0.0172,2026-04-11,2026-04-04,"April 11, 2026","April 04, 2026",2026-04-01,"April 01, 2026",FluSight-ensemble
Arizona,2,0.00194707300417173,0.00663312744379311,0.01623491572338422,0.0019,0.0066,0.0162,2026-04-18,2026-04-04,"April 18, 2026","April 04, 2026",2026-04-01,"April 01, 2026",FluSight-ensemble
Arkansas,0,0.00343700900795794,0.0113680475982266,0.01842268193069645,0.0034,0.0114,0.0184,2026-04-04,2026-04-04,"April 04, 2026","April 04, 2026",2026-04-01,"April 01, 2026",FluSight-ensemble
Arkansas,1,0.0023,0.00805587163634609,0.01814806003293212,0.0023,0.0081,0.0181,2026-04-11,2026-04-04,"April 11, 2026","April 04, 2026",2026-04-01,"April 01, 2026",FluSight-ensemble
Arkansas,2,0.0015857034471678,0.00692417083992932,0.0195893877320124,0.0016,0.0069,0.0196,2026-04-18,2026-04-04,"April 18, 2026","April 04, 2026",2026-04-01,"April 01, 2026",FluSight-ensemble
