location_name,abbreviation,horizon,reference_date,target_end_date,model,quantile_0.025,quantile_0.25,quantile_0.5,quantile_0.75,quantile_0.975,quantile_0.025_rounded,quantile_0.25_rounded,quantile_0.5_rounded,quantile_0.75_rounded,quantile_0.975_rounded,forecast_team,model_full_name,forecast_due_date,forecast_due_date_formatted
US,US,0,2025-12-06,2025-12-06,CEPH-Rtrend_fluH,3630,4850,5716,6728,8960,3630,4850,5716,6728,8960,CEPH Lab at Indiana University,Rtrend FluH,2025-12-03,"December 03, 2025"
US,US,1,2025-12-06,2025-12-13,CEPH-Rtrend_fluH,3224,5794,8033,11065,19182,3224,5794,8033,11065,19182,CEPH Lab at Indiana University,Rtrend FluH,2025-12-03,"December 03, 2025"
US,US,2,2025-12-06,2025-12-20,CEPH-Rtrend_fluH,2810,6547,10393,16184,33367,2810,6547,10393,16184,33367,CEPH Lab at Indiana University,Rtrend FluH,2025-12-03,"December 03, 2025"
US,US,0,2025-12-06,2025-12-06,CFA_Pyrenew-Pyrenew_HE_Flu,5400.925,6457,7020,7599,9070.399999999998,5401,6457,7020,7599,9070,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,Pyrenew_Hospital_Admissions_ED_Visits_Influenza,2025-12-03,"December 03, 2025"
US,US,1,2025-12-06,2025-12-13,CFA_Pyrenew-Pyrenew_HE_Flu,7144.9749999999995,8462,9214,9984.25,11819.1,7145,8462,9214,9984,11819,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,Pyrenew_Hospital_Admissions_ED_Visits_Influenza,2025-12-03,"December 03, 2025"
US,US,0,2025-12-06,2025-12-06,CMU-TimeSeries,1712.6849106873392,4519.011269991208,5950.159712966271,7767.666793045539,13890.627180143072,1713,4519,5950,7768,13891,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data,2025-12-03,"December 03, 2025"
US,US,1,2025-12-06,2025-12-13,CMU-TimeSeries,983.1820933200294,3832.349510217643,6119.506564971613,9589.667600170622,20582.96469180884,983,3832,6120,9590,20583,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data,2025-12-03,"December 03, 2025"
US,US,2,2025-12-06,2025-12-20,CMU-TimeSeries,716.3396511701159,3310.458905072007,6000.573269929721,10639.787906034599,26132.51256394121,716,3310,6001,10640,26133,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data,2025-12-03,"December 03, 2025"
US,US,0,2025-12-06,2025-12-06,CU-ensemble,1671,4105,5557,7413,12698,1671,4105,5557,7413,12698,Columbia University,Ensemble,2025-12-03,"December 03, 2025"
US,US,1,2025-12-06,2025-12-13,CU-ensemble,2633,6084,8412,11392,18778,2633,6084,8412,11392,18778,Columbia University,Ensemble,2025-12-03,"December 03, 2025"
US,US,2,2025-12-06,2025-12-20,CU-ensemble,3326,7810,10979,14823,24934,3326,7810,10979,14823,24934,Columbia University,Ensemble,2025-12-03,"December 03, 2025"
