"reference_date","target_end_date","horizon","location","target","output_type","output_type_id","value"
"2025-03-29","2025-03-22",-1,"01","wk inc flu hosp","quantile","0.01",77
"2025-03-29","2025-03-22",-1,"01","wk inc flu hosp","quantile","0.025",79
"2025-03-29","2025-03-22",-1,"01","wk inc flu hosp","quantile","0.05",82
"2025-03-29","2025-03-22",-1,"01","wk inc flu hosp","quantile","0.1",90
"2025-03-29","2025-03-22",-1,"01","wk inc flu hosp","quantile","0.15",99
"2025-03-29","2025-03-22",-1,"01","wk inc flu hosp","quantile","0.2",108
"2025-03-29","2025-03-22",-1,"01","wk inc flu hosp","quantile","0.25",117
"2025-03-29","2025-03-22",-1,"01","wk inc flu hosp","quantile","0.3",127
"2025-03-29","2025-03-22",-1,"01","wk inc flu hosp","quantile","0.35",138
"2025-03-29","2025-03-22",-1,"01","wk inc flu hosp","quantile","0.4",149
"2025-03-29","2025-03-22",-1,"01","wk inc flu hosp","quantile","0.45",160
"2025-03-29","2025-03-22",-1,"01","wk inc flu hosp","quantile","0.5",171
"2025-03-29","2025-03-22",-1,"01","wk inc flu hosp","quantile","0.55",182
"2025-03-29","2025-03-22",-1,"01","wk inc flu hosp","quantile","0.6",194
"2025-03-29","2025-03-22",-1,"01","wk inc flu hosp","quantile","0.65",204
"2025-03-29","2025-03-22",-1,"01","wk inc flu hosp","quantile","0.7",215
"2025-03-29","2025-03-22",-1,"01","wk inc flu hosp","quantile","0.75",225
"2025-03-29","2025-03-22",-1,"01","wk inc flu hosp","quantile","0.8",235
"2025-03-29","2025-03-22",-1,"01","wk inc flu hosp","quantile","0.85",244
"2025-03-29","2025-03-22",-1,"01","wk inc flu hosp","quantile","0.9",252
"2025-03-29","2025-03-22",-1,"01","wk inc flu hosp","quantile","0.95",260
"2025-03-29","2025-03-22",-1,"01","wk inc flu hosp","quantile","0.975",264
"2025-03-29","2025-03-22",-1,"01","wk inc flu hosp","quantile","0.99",266
"2025-03-29","2025-03-29",0,"01","wk inc flu hosp","quantile","0.01",62
"2025-03-29","2025-03-29",0,"01","wk inc flu hosp","quantile","0.025",64
"2025-03-29","2025-03-29",0,"01","wk inc flu hosp","quantile","0.05",68
"2025-03-29","2025-03-29",0,"01","wk inc flu hosp","quantile","0.1",75
"2025-03-29","2025-03-29",0,"01","wk inc flu hosp","quantile","0.15",82
"2025-03-29","2025-03-29",0,"01","wk inc flu hosp","quantile","0.2",91
"2025-03-29","2025-03-29",0,"01","wk inc flu hosp","quantile","0.25",99
"2025-03-29","2025-03-29",0,"01","wk inc flu hosp","quantile","0.3",109
"2025-03-29","2025-03-29",0,"01","wk inc flu hosp","quantile","0.35",118
"2025-03-29","2025-03-29",0,"01","wk inc flu hosp","quantile","0.4",129
"2025-03-29","2025-03-29",0,"01","wk inc flu hosp","quantile","0.45",138
"2025-03-29","2025-03-29",0,"01","wk inc flu hosp","quantile","0.5",149
"2025-03-29","2025-03-29",0,"01","wk inc flu hosp","quantile","0.55",159
"2025-03-29","2025-03-29",0,"01","wk inc flu hosp","quantile","0.6",170
"2025-03-29","2025-03-29",0,"01","wk inc flu hosp","quantile","0.65",180
"2025-03-29","2025-03-29",0,"01","wk inc flu hosp","quantile","0.7",190
"2025-03-29","2025-03-29",0,"01","wk inc flu hosp","quantile","0.75",199
"2025-03-29","2025-03-29",0,"01","wk inc flu hosp","quantile","0.8",208
