"reference_date","target_end_date","horizon","location","target","output_type","output_type_id","value"
"2025-05-03","2025-04-26",-1,"01","wk inc flu hosp","quantile",0.01,0
"2025-05-03","2025-04-26",-1,"01","wk inc flu hosp","quantile",0.025,0
"2025-05-03","2025-04-26",-1,"01","wk inc flu hosp","quantile",0.05,1
"2025-05-03","2025-04-26",-1,"01","wk inc flu hosp","quantile",0.1,3
"2025-05-03","2025-04-26",-1,"01","wk inc flu hosp","quantile",0.15,6
"2025-05-03","2025-04-26",-1,"01","wk inc flu hosp","quantile",0.2,9
"2025-05-03","2025-04-26",-1,"01","wk inc flu hosp","quantile",0.25,12
"2025-05-03","2025-04-26",-1,"01","wk inc flu hosp","quantile",0.3,15
"2025-05-03","2025-04-26",-1,"01","wk inc flu hosp","quantile",0.35,18
"2025-05-03","2025-04-26",-1,"01","wk inc flu hosp","quantile",0.4,21
"2025-05-03","2025-04-26",-1,"01","wk inc flu hosp","quantile",0.45,25
"2025-05-03","2025-04-26",-1,"01","wk inc flu hosp","quantile",0.5,29
"2025-05-03","2025-04-26",-1,"01","wk inc flu hosp","quantile",0.55,32
"2025-05-03","2025-04-26",-1,"01","wk inc flu hosp","quantile",0.6,36
"2025-05-03","2025-04-26",-1,"01","wk inc flu hosp","quantile",0.65,39
"2025-05-03","2025-04-26",-1,"01","wk inc flu hosp","quantile",0.7,43
"2025-05-03","2025-04-26",-1,"01","wk inc flu hosp","quantile",0.75,46
"2025-05-03","2025-04-26",-1,"01","wk inc flu hosp","quantile",0.8,49
"2025-05-03","2025-04-26",-1,"01","wk inc flu hosp","quantile",0.85,51
"2025-05-03","2025-04-26",-1,"01","wk inc flu hosp","quantile",0.9,55
"2025-05-03","2025-04-26",-1,"01","wk inc flu hosp","quantile",0.95,57
"2025-05-03","2025-04-26",-1,"01","wk inc flu hosp","quantile",0.975,58
"2025-05-03","2025-04-26",-1,"01","wk inc flu hosp","quantile",0.99,58
"2025-05-03","2025-05-03",0,"01","wk inc flu hosp","quantile",0.01,0
"2025-05-03","2025-05-03",0,"01","wk inc flu hosp","quantile",0.025,0
"2025-05-03","2025-05-03",0,"01","wk inc flu hosp","quantile",0.05,0
"2025-05-03","2025-05-03",0,"01","wk inc flu hosp","quantile",0.1,0
"2025-05-03","2025-05-03",0,"01","wk inc flu hosp","quantile",0.15,0
"2025-05-03","2025-05-03",0,"01","wk inc flu hosp","quantile",0.2,0
"2025-05-03","2025-05-03",0,"01","wk inc flu hosp","quantile",0.25,3
"2025-05-03","2025-05-03",0,"01","wk inc flu hosp","quantile",0.3,6
"2025-05-03","2025-05-03",0,"01","wk inc flu hosp","quantile",0.35,9
"2025-05-03","2025-05-03",0,"01","wk inc flu hosp","quantile",0.4,12
"2025-05-03","2025-05-03",0,"01","wk inc flu hosp","quantile",0.45,16
"2025-05-03","2025-05-03",0,"01","wk inc flu hosp","quantile",0.5,20
"2025-05-03","2025-05-03",0,"01","wk inc flu hosp","quantile",0.55,23
"2025-05-03","2025-05-03",0,"01","wk inc flu hosp","quantile",0.6,27
"2025-05-03","2025-05-03",0,"01","wk inc flu hosp","quantile",0.65,30
"2025-05-03","2025-05-03",0,"01","wk inc flu hosp","quantile",0.7,34
"2025-05-03","2025-05-03",0,"01","wk inc flu hosp","quantile",0.75,37
"2025-05-03","2025-05-03",0,"01","wk inc flu hosp","quantile",0.8,40
"2025-05-03","2025-05-03",0,"01","wk inc flu hosp","quantile",0.85,42
"2025-05-03","2025-05-03",0,"01","wk inc flu hosp","quantile",0.9,46
"2025-05-03","2025-05-03",0,"01","wk inc flu hosp","quantile",0.95,48
"2025-05-03","2025-05-03",0,"01","wk inc flu hosp","quantile",0.975,49
"2025-05-03","2025-05-03",0,"01","wk inc flu hosp","quantile",0.99,49
"2025-05-03","2025-05-10",1,"01","wk inc flu hosp","quantile",0.01,0
"2025-05-03","2025-05-10",1,"01","wk inc flu hosp","quantile",0.025,0
"2025-05-03","2025-05-10",1,"01","wk inc flu hosp","quantile",0.05,0
"2025-05-03","2025-05-10",1,"01","wk inc flu hosp","quantile",0.1,0
"2025-05-03","2025-05-10",1,"01","wk inc flu hosp","quantile",0.15,0
"2025-05-03","2025-05-10",1,"01","wk inc flu hosp","quantile",0.2,0
"2025-05-03","2025-05-10",1,"01","wk inc flu hosp","quantile",0.25,0
"2025-05-03","2025-05-10",1,"01","wk inc flu hosp","quantile",0.3,1
"2025-05-03","2025-05-10",1,"01","wk inc flu hosp","quantile",0.35,4
"2025-05-03","2025-05-10",1,"01","wk inc flu hosp","quantile",0.4,7
"2025-05-03","2025-05-10",1,"01","wk inc flu hosp","quantile",0.45,11
"2025-05-03","2025-05-10",1,"01","wk inc flu hosp","quantile",0.5,15
"2025-05-03","2025-05-10",1,"01","wk inc flu hosp","quantile",0.55,18
"2025-05-03","2025-05-10",1,"01","wk inc flu hosp","quantile",0.6,22
"2025-05-03","2025-05-10",1,"01","wk inc flu hosp","quantile",0.65,25
"2025-05-03","2025-05-10",1,"01","wk inc flu hosp","quantile",0.7,29
"2025-05-03","2025-05-10",1,"01","wk inc flu hosp","quantile",0.75,32
"2025-05-03","2025-05-10",1,"01","wk inc flu hosp","quantile",0.8,35
"2025-05-03","2025-05-10",1,"01","wk inc flu hosp","quantile",0.85,37
"2025-05-03","2025-05-10",1,"01","wk inc flu hosp","quantile",0.9,41
"2025-05-03","2025-05-10",1,"01","wk inc flu hosp","quantile",0.95,43
"2025-05-03","2025-05-10",1,"01","wk inc flu hosp","quantile",0.975,44
"2025-05-03","2025-05-10",1,"01","wk inc flu hosp","quantile",0.99,44
"2025-05-03","2025-05-17",2,"01","wk inc flu hosp","quantile",0.01,0
"2025-05-03","2025-05-17",2,"01","wk inc flu hosp","quantile",0.025,0
"2025-05-03","2025-05-17",2,"01","wk inc flu hosp","quantile",0.05,0
"2025-05-03","2025-05-17",2,"01","wk inc flu hosp","quantile",0.1,0
"2025-05-03","2025-05-17",2,"01","wk inc flu hosp","quantile",0.15,0
"2025-05-03","2025-05-17",2,"01","wk inc flu hosp","quantile",0.2,0
"2025-05-03","2025-05-17",2,"01","wk inc flu hosp","quantile",0.25,0
"2025-05-03","2025-05-17",2,"01","wk inc flu hosp","quantile",0.3,0
"2025-05-03","2025-05-17",2,"01","wk inc flu hosp","quantile",0.35,1
"2025-05-03","2025-05-17",2,"01","wk inc flu hosp","quantile",0.4,4
"2025-05-03","2025-05-17",2,"01","wk inc flu hosp","quantile",0.45,8
"2025-05-03","2025-05-17",2,"01","wk inc flu hosp","quantile",0.5,12
"2025-05-03","2025-05-17",2,"01","wk inc flu hosp","quantile",0.55,15
"2025-05-03","2025-05-17",2,"01","wk inc flu hosp","quantile",0.6,19
"2025-05-03","2025-05-17",2,"01","wk inc flu hosp","quantile",0.65,22
"2025-05-03","2025-05-17",2,"01","wk inc flu hosp","quantile",0.7,26
"2025-05-03","2025-05-17",2,"01","wk inc flu hosp","quantile",0.75,29
"2025-05-03","2025-05-17",2,"01","wk inc flu hosp","quantile",0.8,32
"2025-05-03","2025-05-17",2,"01","wk inc flu hosp","quantile",0.85,34
"2025-05-03","2025-05-17",2,"01","wk inc flu hosp","quantile",0.9,38
"2025-05-03","2025-05-17",2,"01","wk inc flu hosp","quantile",0.95,40
"2025-05-03","2025-05-17",2,"01","wk inc flu hosp","quantile",0.975,41
"2025-05-03","2025-05-17",2,"01","wk inc flu hosp","quantile",0.99,41
"2025-05-03","2025-05-24",3,"01","wk inc flu hosp","quantile",0.01,0
"2025-05-03","2025-05-24",3,"01","wk inc flu hosp","quantile",0.025,0
"2025-05-03","2025-05-24",3,"01","wk inc flu hosp","quantile",0.05,0
"2025-05-03","2025-05-24",3,"01","wk inc flu hosp","quantile",0.1,0
"2025-05-03","2025-05-24",3,"01","wk inc flu hosp","quantile",0.15,0
"2025-05-03","2025-05-24",3,"01","wk inc flu hosp","quantile",0.2,0
"2025-05-03","2025-05-24",3,"01","wk inc flu hosp","quantile",0.25,0
"2025-05-03","2025-05-24",3,"01","wk inc flu hosp","quantile",0.3,0
"2025-05-03","2025-05-24",3,"01","wk inc flu hosp","quantile",0.35,0
"2025-05-03","2025-05-24",3,"01","wk inc flu hosp","quantile",0.4,0
"2025-05-03","2025-05-24",3,"01","wk inc flu hosp","quantile",0.45,4
"2025-05-03","2025-05-24",3,"01","wk inc flu hosp","quantile",0.5,8
"2025-05-03","2025-05-24",3,"01","wk inc flu hosp","quantile",0.55,11
"2025-05-03","2025-05-24",3,"01","wk inc flu hosp","quantile",0.6,15
"2025-05-03","2025-05-24",3,"01","wk inc flu hosp","quantile",0.65,18
"2025-05-03","2025-05-24",3,"01","wk inc flu hosp","quantile",0.7,22
"2025-05-03","2025-05-24",3,"01","wk inc flu hosp","quantile",0.75,25
"2025-05-03","2025-05-24",3,"01","wk inc flu hosp","quantile",0.8,28
"2025-05-03","2025-05-24",3,"01","wk inc flu hosp","quantile",0.85,30
"2025-05-03","2025-05-24",3,"01","wk inc flu hosp","quantile",0.9,34
"2025-05-03","2025-05-24",3,"01","wk inc flu hosp","quantile",0.95,36
"2025-05-03","2025-05-24",3,"01","wk inc flu hosp","quantile",0.975,37
"2025-05-03","2025-05-24",3,"01","wk inc flu hosp","quantile",0.99,37
"2025-05-03","2025-04-26",-1,"02","wk inc flu hosp","quantile",0.01,0
"2025-05-03","2025-04-26",-1,"02","wk inc flu hosp","quantile",0.025,0
"2025-05-03","2025-04-26",-1,"02","wk inc flu hosp","quantile",0.05,0
"2025-05-03","2025-04-26",-1,"02","wk inc flu hosp","quantile",0.1,0
"2025-05-03","2025-04-26",-1,"02","wk inc flu hosp","quantile",0.15,0
"2025-05-03","2025-04-26",-1,"02","wk inc flu hosp","quantile",0.2,1
"2025-05-03","2025-04-26",-1,"02","wk inc flu hosp","quantile",0.25,1
"2025-05-03","2025-04-26",-1,"02","wk inc flu hosp","quantile",0.3,2
"2025-05-03","2025-04-26",-1,"02","wk inc flu hosp","quantile",0.35,2
"2025-05-03","2025-04-26",-1,"02","wk inc flu hosp","quantile",0.4,2
"2025-05-03","2025-04-26",-1,"02","wk inc flu hosp","quantile",0.45,4
"2025-05-03","2025-04-26",-1,"02","wk inc flu hosp","quantile",0.5,4
