"reference_date","target_end_date","horizon","location","target","output_type","output_type_id","value"
"2026-02-21","2026-02-14",-1,"01","wk inc flu hosp","quantile","0.01",1
"2026-02-21","2026-02-14",-1,"01","wk inc flu hosp","quantile","0.025",1
"2026-02-21","2026-02-14",-1,"01","wk inc flu hosp","quantile","0.05",1
"2026-02-21","2026-02-14",-1,"01","wk inc flu hosp","quantile","0.1",2
"2026-02-21","2026-02-14",-1,"01","wk inc flu hosp","quantile","0.15",2
"2026-02-21","2026-02-14",-1,"01","wk inc flu hosp","quantile","0.2",3
"2026-02-21","2026-02-14",-1,"01","wk inc flu hosp","quantile","0.25",3
"2026-02-21","2026-02-14",-1,"01","wk inc flu hosp","quantile","0.3",3
"2026-02-21","2026-02-14",-1,"01","wk inc flu hosp","quantile","0.35",4
"2026-02-21","2026-02-14",-1,"01","wk inc flu hosp","quantile","0.4",4
"2026-02-21","2026-02-14",-1,"01","wk inc flu hosp","quantile","0.45",6
"2026-02-21","2026-02-14",-1,"01","wk inc flu hosp","quantile","0.5",6
"2026-02-21","2026-02-14",-1,"01","wk inc flu hosp","quantile","0.55",7
"2026-02-21","2026-02-14",-1,"01","wk inc flu hosp","quantile","0.6",8
"2026-02-21","2026-02-14",-1,"01","wk inc flu hosp","quantile","0.65",8
"2026-02-21","2026-02-14",-1,"01","wk inc flu hosp","quantile","0.7",8
"2026-02-21","2026-02-14",-1,"01","wk inc flu hosp","quantile","0.75",9
"2026-02-21","2026-02-14",-1,"01","wk inc flu hosp","quantile","0.8",9
"2026-02-21","2026-02-14",-1,"01","wk inc flu hosp","quantile","0.85",10
"2026-02-21","2026-02-14",-1,"01","wk inc flu hosp","quantile","0.9",10
"2026-02-21","2026-02-14",-1,"01","wk inc flu hosp","quantile","0.95",12
"2026-02-21","2026-02-14",-1,"01","wk inc flu hosp","quantile","0.975",12
"2026-02-21","2026-02-14",-1,"01","wk inc flu hosp","quantile","0.99",12
"2026-02-21","2026-02-21",0,"01","wk inc flu hosp","quantile","0.01",0
"2026-02-21","2026-02-21",0,"01","wk inc flu hosp","quantile","0.025",0
"2026-02-21","2026-02-21",0,"01","wk inc flu hosp","quantile","0.05",0
"2026-02-21","2026-02-21",0,"01","wk inc flu hosp","quantile","0.1",49
"2026-02-21","2026-02-21",0,"01","wk inc flu hosp","quantile","0.15",49
"2026-02-21","2026-02-21",0,"01","wk inc flu hosp","quantile","0.2",99
"2026-02-21","2026-02-21",0,"01","wk inc flu hosp","quantile","0.25",99
"2026-02-21","2026-02-21",0,"01","wk inc flu hosp","quantile","0.3",149
"2026-02-21","2026-02-21",0,"01","wk inc flu hosp","quantile","0.35",149
"2026-02-21","2026-02-21",0,"01","wk inc flu hosp","quantile","0.4",198
"2026-02-21","2026-02-21",0,"01","wk inc flu hosp","quantile","0.45",198
"2026-02-21","2026-02-21",0,"01","wk inc flu hosp","quantile","0.5",248
"2026-02-21","2026-02-21",0,"01","wk inc flu hosp","quantile","0.55",248
"2026-02-21","2026-02-21",0,"01","wk inc flu hosp","quantile","0.6",298
"2026-02-21","2026-02-21",0,"01","wk inc flu hosp","quantile","0.65",298
"2026-02-21","2026-02-21",0,"01","wk inc flu hosp","quantile","0.7",347
"2026-02-21","2026-02-21",0,"01","wk inc flu hosp","quantile","0.75",347
"2026-02-21","2026-02-21",0,"01","wk inc flu hosp","quantile","0.8",397
"2026-02-21","2026-02-21",0,"01","wk inc flu hosp","quantile","0.85",397
"2026-02-21","2026-02-21",0,"01","wk inc flu hosp","quantile","0.9",397
"2026-02-21","2026-02-21",0,"01","wk inc flu hosp","quantile","0.95",447
"2026-02-21","2026-02-21",0,"01","wk inc flu hosp","quantile","0.975",447
"2026-02-21","2026-02-21",0,"01","wk inc flu hosp","quantile","0.99",447
"2026-02-21","2026-02-28",1,"01","wk inc flu hosp","quantile","0.01",0
"2026-02-21","2026-02-28",1,"01","wk inc flu hosp","quantile","0.025",0
"2026-02-21","2026-02-28",1,"01","wk inc flu hosp","quantile","0.05",0
"2026-02-21","2026-02-28",1,"01","wk inc flu hosp","quantile","0.1",0
"2026-02-21","2026-02-28",1,"01","wk inc flu hosp","quantile","0.15",54
"2026-02-21","2026-02-28",1,"01","wk inc flu hosp","quantile","0.2",54
"2026-02-21","2026-02-28",1,"01","wk inc flu hosp","quantile","0.25",54
