"reference_date","target_end_date","horizon","location","target","output_type","output_type_id","value"
"2026-02-14","2026-02-07",-1,"01","wk inc flu hosp","quantile","0.01",161
"2026-02-14","2026-02-07",-1,"01","wk inc flu hosp","quantile","0.025",164
"2026-02-14","2026-02-07",-1,"01","wk inc flu hosp","quantile","0.05",171
"2026-02-14","2026-02-07",-1,"01","wk inc flu hosp","quantile","0.1",186
"2026-02-14","2026-02-07",-1,"01","wk inc flu hosp","quantile","0.15",203
"2026-02-14","2026-02-07",-1,"01","wk inc flu hosp","quantile","0.2",222
"2026-02-14","2026-02-07",-1,"01","wk inc flu hosp","quantile","0.25",240
"2026-02-14","2026-02-07",-1,"01","wk inc flu hosp","quantile","0.3",260
"2026-02-14","2026-02-07",-1,"01","wk inc flu hosp","quantile","0.35",282
"2026-02-14","2026-02-07",-1,"01","wk inc flu hosp","quantile","0.4",303
"2026-02-14","2026-02-07",-1,"01","wk inc flu hosp","quantile","0.45",326
"2026-02-14","2026-02-07",-1,"01","wk inc flu hosp","quantile","0.5",348
"2026-02-14","2026-02-07",-1,"01","wk inc flu hosp","quantile","0.55",372
"2026-02-14","2026-02-07",-1,"01","wk inc flu hosp","quantile","0.6",393
"2026-02-14","2026-02-07",-1,"01","wk inc flu hosp","quantile","0.65",415
"2026-02-14","2026-02-07",-1,"01","wk inc flu hosp","quantile","0.7",436
"2026-02-14","2026-02-07",-1,"01","wk inc flu hosp","quantile","0.75",457
"2026-02-14","2026-02-07",-1,"01","wk inc flu hosp","quantile","0.8",475
"2026-02-14","2026-02-07",-1,"01","wk inc flu hosp","quantile","0.85",493
"2026-02-14","2026-02-07",-1,"01","wk inc flu hosp","quantile","0.9",510
"2026-02-14","2026-02-07",-1,"01","wk inc flu hosp","quantile","0.95",525
"2026-02-14","2026-02-07",-1,"01","wk inc flu hosp","quantile","0.975",533
"2026-02-14","2026-02-07",-1,"01","wk inc flu hosp","quantile","0.99",537
"2026-02-14","2026-02-14",0,"01","wk inc flu hosp","quantile","0.01",127
"2026-02-14","2026-02-14",0,"01","wk inc flu hosp","quantile","0.025",131
"2026-02-14","2026-02-14",0,"01","wk inc flu hosp","quantile","0.05",138
"2026-02-14","2026-02-14",0,"01","wk inc flu hosp","quantile","0.1",155
"2026-02-14","2026-02-14",0,"01","wk inc flu hosp","quantile","0.15",173
"2026-02-14","2026-02-14",0,"01","wk inc flu hosp","quantile","0.2",192
"2026-02-14","2026-02-14",0,"01","wk inc flu hosp","quantile","0.25",212
"2026-02-14","2026-02-14",0,"01","wk inc flu hosp","quantile","0.3",234
"2026-02-14","2026-02-14",0,"01","wk inc flu hosp","quantile","0.35",256
"2026-02-14","2026-02-14",0,"01","wk inc flu hosp","quantile","0.4",280
"2026-02-14","2026-02-14",0,"01","wk inc flu hosp","quantile","0.45",303
"2026-02-14","2026-02-14",0,"01","wk inc flu hosp","quantile","0.5",327
"2026-02-14","2026-02-14",0,"01","wk inc flu hosp","quantile","0.55",351
"2026-02-14","2026-02-14",0,"01","wk inc flu hosp","quantile","0.6",375
"2026-02-14","2026-02-14",0,"01","wk inc flu hosp","quantile","0.65",398
"2026-02-14","2026-02-14",0,"01","wk inc flu hosp","quantile","0.7",421
"2026-02-14","2026-02-14",0,"01","wk inc flu hosp","quantile","0.75",442
"2026-02-14","2026-02-14",0,"01","wk inc flu hosp","quantile","0.8",462
"2026-02-14","2026-02-14",0,"01","wk inc flu hosp","quantile","0.85",481
"2026-02-14","2026-02-14",0,"01","wk inc flu hosp","quantile","0.9",500
"2026-02-14","2026-02-14",0,"01","wk inc flu hosp","quantile","0.95",516
"2026-02-14","2026-02-14",0,"01","wk inc flu hosp","quantile","0.975",524
"2026-02-14","2026-02-14",0,"01","wk inc flu hosp","quantile","0.99",528
"2026-02-14","2026-02-21",1,"01","wk inc flu hosp","quantile","0.01",80
"2026-02-14","2026-02-21",1,"01","wk inc flu hosp","quantile","0.025",85
