"reference_date","target_end_date","horizon","location","target","output_type","output_type_id","value"
"2025-12-06","2025-11-29",-1,"01","wk inc flu hosp","quantile","0.01",0
"2025-12-06","2025-11-29",-1,"01","wk inc flu hosp","quantile","0.025",0
"2025-12-06","2025-11-29",-1,"01","wk inc flu hosp","quantile","0.05",2
"2025-12-06","2025-11-29",-1,"01","wk inc flu hosp","quantile","0.1",5
"2025-12-06","2025-11-29",-1,"01","wk inc flu hosp","quantile","0.15",8
"2025-12-06","2025-11-29",-1,"01","wk inc flu hosp","quantile","0.2",12
"2025-12-06","2025-11-29",-1,"01","wk inc flu hosp","quantile","0.25",16
"2025-12-06","2025-11-29",-1,"01","wk inc flu hosp","quantile","0.3",20
"2025-12-06","2025-11-29",-1,"01","wk inc flu hosp","quantile","0.35",24
"2025-12-06","2025-11-29",-1,"01","wk inc flu hosp","quantile","0.4",28
"2025-12-06","2025-11-29",-1,"01","wk inc flu hosp","quantile","0.45",33
"2025-12-06","2025-11-29",-1,"01","wk inc flu hosp","quantile","0.5",37
"2025-12-06","2025-11-29",-1,"01","wk inc flu hosp","quantile","0.55",42
"2025-12-06","2025-11-29",-1,"01","wk inc flu hosp","quantile","0.6",47
"2025-12-06","2025-11-29",-1,"01","wk inc flu hosp","quantile","0.65",51
"2025-12-06","2025-11-29",-1,"01","wk inc flu hosp","quantile","0.7",55
"2025-12-06","2025-11-29",-1,"01","wk inc flu hosp","quantile","0.75",59
"2025-12-06","2025-11-29",-1,"01","wk inc flu hosp","quantile","0.8",63
"2025-12-06","2025-11-29",-1,"01","wk inc flu hosp","quantile","0.85",67
"2025-12-06","2025-11-29",-1,"01","wk inc flu hosp","quantile","0.9",70
"2025-12-06","2025-11-29",-1,"01","wk inc flu hosp","quantile","0.95",73
"2025-12-06","2025-11-29",-1,"01","wk inc flu hosp","quantile","0.975",75
"2025-12-06","2025-11-29",-1,"01","wk inc flu hosp","quantile","0.99",75
"2025-12-06","2025-12-06",0,"01","wk inc flu hosp","quantile","0.01",0
"2025-12-06","2025-12-06",0,"01","wk inc flu hosp","quantile","0.025",0
"2025-12-06","2025-12-06",0,"01","wk inc flu hosp","quantile","0.05",2
"2025-12-06","2025-12-06",0,"01","wk inc flu hosp","quantile","0.1",5
"2025-12-06","2025-12-06",0,"01","wk inc flu hosp","quantile","0.15",8
"2025-12-06","2025-12-06",0,"01","wk inc flu hosp","quantile","0.2",12
"2025-12-06","2025-12-06",0,"01","wk inc flu hosp","quantile","0.25",16
"2025-12-06","2025-12-06",0,"01","wk inc flu hosp","quantile","0.3",20
"2025-12-06","2025-12-06",0,"01","wk inc flu hosp","quantile","0.35",25
"2025-12-06","2025-12-06",0,"01","wk inc flu hosp","quantile","0.4",29
"2025-12-06","2025-12-06",0,"01","wk inc flu hosp","quantile","0.45",34
"2025-12-06","2025-12-06",0,"01","wk inc flu hosp","quantile","0.5",38
"2025-12-06","2025-12-06",0,"01","wk inc flu hosp","quantile","0.55",43
"2025-12-06","2025-12-06",0,"01","wk inc flu hosp","quantile","0.6",48
"2025-12-06","2025-12-06",0,"01","wk inc flu hosp","quantile","0.65",52
"2025-12-06","2025-12-06",0,"01","wk inc flu hosp","quantile","0.7",56
"2025-12-06","2025-12-06",0,"01","wk inc flu hosp","quantile","0.75",61
"2025-12-06","2025-12-06",0,"01","wk inc flu hosp","quantile","0.8",64
"2025-12-06","2025-12-06",0,"01","wk inc flu hosp","quantile","0.85",68
"2025-12-06","2025-12-06",0,"01","wk inc flu hosp","quantile","0.9",72
"2025-12-06","2025-12-06",0,"01","wk inc flu hosp","quantile","0.95",75
"2025-12-06","2025-12-06",0,"01","wk inc flu hosp","quantile","0.975",76
"2025-12-06","2025-12-06",0,"01","wk inc flu hosp","quantile","0.99",77
"2025-12-06","2025-12-13",1,"01","wk inc flu hosp","quantile","0.01",2
"2025-12-06","2025-12-13",1,"01","wk inc flu hosp","quantile","0.025",2
"2025-12-06","2025-12-13",1,"01","wk inc flu hosp","quantile","0.05",4
"2025-12-06","2025-12-13",1,"01","wk inc flu hosp","quantile","0.1",7
"2025-12-06","2025-12-13",1,"01","wk inc flu hosp","quantile","0.15",11
"2025-12-06","2025-12-13",1,"01","wk inc flu hosp","quantile","0.2",15
"2025-12-06","2025-12-13",1,"01","wk inc flu hosp","quantile","0.25",20
"2025-12-06","2025-12-13",1,"01","wk inc flu hosp","quantile","0.3",24
"2025-12-06","2025-12-13",1,"01","wk inc flu hosp","quantile","0.35",29
"2025-12-06","2025-12-13",1,"01","wk inc flu hosp","quantile","0.4",34
"2025-12-06","2025-12-13",1,"01","wk inc flu hosp","quantile","0.45",39
"2025-12-06","2025-12-13",1,"01","wk inc flu hosp","quantile","0.5",44
