"reference_date","target_end_date","horizon","location","target","output_type","output_type_id","value"
"2026-03-14","2026-03-07",-1,"01","wk inc flu hosp","quantile","0.01",18
"2026-03-14","2026-03-07",-1,"01","wk inc flu hosp","quantile","0.025",20
"2026-03-14","2026-03-07",-1,"01","wk inc flu hosp","quantile","0.05",24
"2026-03-14","2026-03-07",-1,"01","wk inc flu hosp","quantile","0.1",33
"2026-03-14","2026-03-07",-1,"01","wk inc flu hosp","quantile","0.15",42
"2026-03-14","2026-03-07",-1,"01","wk inc flu hosp","quantile","0.2",52
"2026-03-14","2026-03-07",-1,"01","wk inc flu hosp","quantile","0.25",63
"2026-03-14","2026-03-07",-1,"01","wk inc flu hosp","quantile","0.3",75
"2026-03-14","2026-03-07",-1,"01","wk inc flu hosp","quantile","0.35",86
"2026-03-14","2026-03-07",-1,"01","wk inc flu hosp","quantile","0.4",98
"2026-03-14","2026-03-07",-1,"01","wk inc flu hosp","quantile","0.45",111
"2026-03-14","2026-03-07",-1,"01","wk inc flu hosp","quantile","0.5",123
"2026-03-14","2026-03-07",-1,"01","wk inc flu hosp","quantile","0.55",137
"2026-03-14","2026-03-07",-1,"01","wk inc flu hosp","quantile","0.6",149
"2026-03-14","2026-03-07",-1,"01","wk inc flu hosp","quantile","0.65",161
"2026-03-14","2026-03-07",-1,"01","wk inc flu hosp","quantile","0.7",173
"2026-03-14","2026-03-07",-1,"01","wk inc flu hosp","quantile","0.75",185
"2026-03-14","2026-03-07",-1,"01","wk inc flu hosp","quantile","0.8",195
"2026-03-14","2026-03-07",-1,"01","wk inc flu hosp","quantile","0.85",205
"2026-03-14","2026-03-07",-1,"01","wk inc flu hosp","quantile","0.9",215
"2026-03-14","2026-03-07",-1,"01","wk inc flu hosp","quantile","0.95",223
"2026-03-14","2026-03-07",-1,"01","wk inc flu hosp","quantile","0.975",227
"2026-03-14","2026-03-07",-1,"01","wk inc flu hosp","quantile","0.99",230
"2026-03-14","2026-03-14",0,"01","wk inc flu hosp","quantile","0.01",15
"2026-03-14","2026-03-14",0,"01","wk inc flu hosp","quantile","0.025",17
"2026-03-14","2026-03-14",0,"01","wk inc flu hosp","quantile","0.05",21
"2026-03-14","2026-03-14",0,"01","wk inc flu hosp","quantile","0.1",29
"2026-03-14","2026-03-14",0,"01","wk inc flu hosp","quantile","0.15",38
"2026-03-14","2026-03-14",0,"01","wk inc flu hosp","quantile","0.2",47
"2026-03-14","2026-03-14",0,"01","wk inc flu hosp","quantile","0.25",58
"2026-03-14","2026-03-14",0,"01","wk inc flu hosp","quantile","0.3",68
"2026-03-14","2026-03-14",0,"01","wk inc flu hosp","quantile","0.35",79
"2026-03-14","2026-03-14",0,"01","wk inc flu hosp","quantile","0.4",91
"2026-03-14","2026-03-14",0,"01","wk inc flu hosp","quantile","0.45",102
"2026-03-14","2026-03-14",0,"01","wk inc flu hosp","quantile","0.5",114
"2026-03-14","2026-03-14",0,"01","wk inc flu hosp","quantile","0.55",126
"2026-03-14","2026-03-14",0,"01","wk inc flu hosp","quantile","0.6",138
"2026-03-14","2026-03-14",0,"01","wk inc flu hosp","quantile","0.65",149
"2026-03-14","2026-03-14",0,"01","wk inc flu hosp","quantile","0.7",160
"2026-03-14","2026-03-14",0,"01","wk inc flu hosp","quantile","0.75",171
"2026-03-14","2026-03-14",0,"01","wk inc flu hosp","quantile","0.8",181
"2026-03-14","2026-03-14",0,"01","wk inc flu hosp","quantile","0.85",190
"2026-03-14","2026-03-14",0,"01","wk inc flu hosp","quantile","0.9",199
"2026-03-14","2026-03-14",0,"01","wk inc flu hosp","quantile","0.95",207
"2026-03-14","2026-03-14",0,"01","wk inc flu hosp","quantile","0.975",211
"2026-03-14","2026-03-14",0,"01","wk inc flu hosp","quantile","0.99",213
"2026-03-14","2026-03-21",1,"01","wk inc flu hosp","quantile","0.01",14
"2026-03-14","2026-03-21",1,"01","wk inc flu hosp","quantile","0.025",16
"2026-03-14","2026-03-21",1,"01","wk inc flu hosp","quantile","0.05",19
"2026-03-14","2026-03-21",1,"01","wk inc flu hosp","quantile","0.1",27
"2026-03-14","2026-03-21",1,"01","wk inc flu hosp","quantile","0.15",34
"2026-03-14","2026-03-21",1,"01","wk inc flu hosp","quantile","0.2",43
"2026-03-14","2026-03-21",1,"01","wk inc flu hosp","quantile","0.25",52
