"reference_date","target_end_date","horizon","location","target","output_type","output_type_id","value"
"2025-05-24","2025-05-17",-1,"01","wk inc flu hosp","quantile",0.01,2
"2025-05-24","2025-05-17",-1,"01","wk inc flu hosp","quantile",0.025,5
"2025-05-24","2025-05-17",-1,"01","wk inc flu hosp","quantile",0.05,9
"2025-05-24","2025-05-17",-1,"01","wk inc flu hosp","quantile",0.1,14
"2025-05-24","2025-05-17",-1,"01","wk inc flu hosp","quantile",0.15,17
"2025-05-24","2025-05-17",-1,"01","wk inc flu hosp","quantile",0.2,20
"2025-05-24","2025-05-17",-1,"01","wk inc flu hosp","quantile",0.25,21
"2025-05-24","2025-05-17",-1,"01","wk inc flu hosp","quantile",0.3,23
"2025-05-24","2025-05-17",-1,"01","wk inc flu hosp","quantile",0.35,24
"2025-05-24","2025-05-17",-1,"01","wk inc flu hosp","quantile",0.4,25
"2025-05-24","2025-05-17",-1,"01","wk inc flu hosp","quantile",0.45,26
"2025-05-24","2025-05-17",-1,"01","wk inc flu hosp","quantile",0.5,27
"2025-05-24","2025-05-17",-1,"01","wk inc flu hosp","quantile",0.55,29
"2025-05-24","2025-05-17",-1,"01","wk inc flu hosp","quantile",0.6,30
"2025-05-24","2025-05-17",-1,"01","wk inc flu hosp","quantile",0.65,31
"2025-05-24","2025-05-17",-1,"01","wk inc flu hosp","quantile",0.7,32
"2025-05-24","2025-05-17",-1,"01","wk inc flu hosp","quantile",0.75,34
"2025-05-24","2025-05-17",-1,"01","wk inc flu hosp","quantile",0.8,35
"2025-05-24","2025-05-17",-1,"01","wk inc flu hosp","quantile",0.85,38
"2025-05-24","2025-05-17",-1,"01","wk inc flu hosp","quantile",0.9,42
"2025-05-24","2025-05-17",-1,"01","wk inc flu hosp","quantile",0.95,50
"2025-05-24","2025-05-17",-1,"01","wk inc flu hosp","quantile",0.975,58
"2025-05-24","2025-05-17",-1,"01","wk inc flu hosp","quantile",0.99,74
"2025-05-24","2025-05-17",-1,"02","wk inc flu hosp","quantile",0.01,0
"2025-05-24","2025-05-17",-1,"02","wk inc flu hosp","quantile",0.025,0
"2025-05-24","2025-05-17",-1,"02","wk inc flu hosp","quantile",0.05,0
"2025-05-24","2025-05-17",-1,"02","wk inc flu hosp","quantile",0.1,1
"2025-05-24","2025-05-17",-1,"02","wk inc flu hosp","quantile",0.15,1
"2025-05-24","2025-05-17",-1,"02","wk inc flu hosp","quantile",0.2,1
"2025-05-24","2025-05-17",-1,"02","wk inc flu hosp","quantile",0.25,2
"2025-05-24","2025-05-17",-1,"02","wk inc flu hosp","quantile",0.3,2
"2025-05-24","2025-05-17",-1,"02","wk inc flu hosp","quantile",0.35,2
"2025-05-24","2025-05-17",-1,"02","wk inc flu hosp","quantile",0.4,2
"2025-05-24","2025-05-17",-1,"02","wk inc flu hosp","quantile",0.45,2
"2025-05-24","2025-05-17",-1,"02","wk inc flu hosp","quantile",0.5,2
"2025-05-24","2025-05-17",-1,"02","wk inc flu hosp","quantile",0.55,2
"2025-05-24","2025-05-17",-1,"02","wk inc flu hosp","quantile",0.6,2
"2025-05-24","2025-05-17",-1,"02","wk inc flu hosp","quantile",0.65,2
"2025-05-24","2025-05-17",-1,"02","wk inc flu hosp","quantile",0.7,3
"2025-05-24","2025-05-17",-1,"02","wk inc flu hosp","quantile",0.75,3
"2025-05-24","2025-05-17",-1,"02","wk inc flu hosp","quantile",0.8,3
"2025-05-24","2025-05-17",-1,"02","wk inc flu hosp","quantile",0.85,3
"2025-05-24","2025-05-17",-1,"02","wk inc flu hosp","quantile",0.9,4
"2025-05-24","2025-05-17",-1,"02","wk inc flu hosp","quantile",0.95,5
"2025-05-24","2025-05-17",-1,"02","wk inc flu hosp","quantile",0.975,6
"2025-05-24","2025-05-17",-1,"02","wk inc flu hosp","quantile",0.99,8
"2025-05-24","2025-05-17",-1,"04","wk inc flu hosp","quantile",0.01,9
"2025-05-24","2025-05-17",-1,"04","wk inc flu hosp","quantile",0.025,12
"2025-05-24","2025-05-17",-1,"04","wk inc flu hosp","quantile",0.05,20
"2025-05-24","2025-05-17",-1,"04","wk inc flu hosp","quantile",0.1,26
"2025-05-24","2025-05-17",-1,"04","wk inc flu hosp","quantile",0.15,31
"2025-05-24","2025-05-17",-1,"04","wk inc flu hosp","quantile",0.2,34
"2025-05-24","2025-05-17",-1,"04","wk inc flu hosp","quantile",0.25,36
"2025-05-24","2025-05-17",-1,"04","wk inc flu hosp","quantile",0.3,39
"2025-05-24","2025-05-17",-1,"04","wk inc flu hosp","quantile",0.35,40
"2025-05-24","2025-05-17",-1,"04","wk inc flu hosp","quantile",0.4,42
"2025-05-24","2025-05-17",-1,"04","wk inc flu hosp","quantile",0.45,44
"2025-05-24","2025-05-17",-1,"04","wk inc flu hosp","quantile",0.5,47
"2025-05-24","2025-05-17",-1,"04","wk inc flu hosp","quantile",0.55,49
"2025-05-24","2025-05-17",-1,"04","wk inc flu hosp","quantile",0.6,51
"2025-05-24","2025-05-17",-1,"04","wk inc flu hosp","quantile",0.65,54
"2025-05-24","2025-05-17",-1,"04","wk inc flu hosp","quantile",0.7,56
"2025-05-24","2025-05-17",-1,"04","wk inc flu hosp","quantile",0.75,59
"2025-05-24","2025-05-17",-1,"04","wk inc flu hosp","quantile",0.8,62
"2025-05-24","2025-05-17",-1,"04","wk inc flu hosp","quantile",0.85,68
"2025-05-24","2025-05-17",-1,"04","wk inc flu hosp","quantile",0.9,76
"2025-05-24","2025-05-17",-1,"04","wk inc flu hosp","quantile",0.95,91
"2025-05-24","2025-05-17",-1,"04","wk inc flu hosp","quantile",0.975,113
"2025-05-24","2025-05-17",-1,"04","wk inc flu hosp","quantile",0.99,142
"2025-05-24","2025-05-17",-1,"05","wk inc flu hosp","quantile",0.01,0
"2025-05-24","2025-05-17",-1,"05","wk inc flu hosp","quantile",0.025,1
"2025-05-24","2025-05-17",-1,"05","wk inc flu hosp","quantile",0.05,3
"2025-05-24","2025-05-17",-1,"05","wk inc flu hosp","quantile",0.1,4
"2025-05-24","2025-05-17",-1,"05","wk inc flu hosp","quantile",0.15,5
"2025-05-24","2025-05-17",-1,"05","wk inc flu hosp","quantile",0.2,5
"2025-05-24","2025-05-17",-1,"05","wk inc flu hosp","quantile",0.25,6
"2025-05-24","2025-05-17",-1,"05","wk inc flu hosp","quantile",0.3,6
"2025-05-24","2025-05-17",-1,"05","wk inc flu hosp","quantile",0.35,7
"2025-05-24","2025-05-17",-1,"05","wk inc flu hosp","quantile",0.4,8
"2025-05-24","2025-05-17",-1,"05","wk inc flu hosp","quantile",0.45,8
"2025-05-24","2025-05-17",-1,"05","wk inc flu hosp","quantile",0.5,9
"2025-05-24","2025-05-17",-1,"05","wk inc flu hosp","quantile",0.55,10
"2025-05-24","2025-05-17",-1,"05","wk inc flu hosp","quantile",0.6,11
"2025-05-24","2025-05-17",-1,"05","wk inc flu hosp","quantile",0.65,12
"2025-05-24","2025-05-17",-1,"05","wk inc flu hosp","quantile",0.7,12
"2025-05-24","2025-05-17",-1,"05","wk inc flu hosp","quantile",0.75,13
"2025-05-24","2025-05-17",-1,"05","wk inc flu hosp","quantile",0.8,14
"2025-05-24","2025-05-17",-1,"05","wk inc flu hosp","quantile",0.85,16
"2025-05-24","2025-05-17",-1,"05","wk inc flu hosp","quantile",0.9,19
