"reference_date","target_end_date","horizon","location","target","output_type","output_type_id","value"
"2025-03-01","2025-02-22",-1,"01","wk inc flu hosp","quantile","0.01",128
"2025-03-01","2025-02-22",-1,"01","wk inc flu hosp","quantile","0.025",132
"2025-03-01","2025-02-22",-1,"01","wk inc flu hosp","quantile","0.05",137
"2025-03-01","2025-02-22",-1,"01","wk inc flu hosp","quantile","0.1",150
"2025-03-01","2025-02-22",-1,"01","wk inc flu hosp","quantile","0.15",162
"2025-03-01","2025-02-22",-1,"01","wk inc flu hosp","quantile","0.2",176
"2025-03-01","2025-02-22",-1,"01","wk inc flu hosp","quantile","0.25",191
"2025-03-01","2025-02-22",-1,"01","wk inc flu hosp","quantile","0.3",206
"2025-03-01","2025-02-22",-1,"01","wk inc flu hosp","quantile","0.35",222
"2025-03-01","2025-02-22",-1,"01","wk inc flu hosp","quantile","0.4",239
"2025-03-01","2025-02-22",-1,"01","wk inc flu hosp","quantile","0.45",256
"2025-03-01","2025-02-22",-1,"01","wk inc flu hosp","quantile","0.5",273
"2025-03-01","2025-02-22",-1,"01","wk inc flu hosp","quantile","0.55",290
"2025-03-01","2025-02-22",-1,"01","wk inc flu hosp","quantile","0.6",307
"2025-03-01","2025-02-22",-1,"01","wk inc flu hosp","quantile","0.65",324
"2025-03-01","2025-02-22",-1,"01","wk inc flu hosp","quantile","0.7",340
"2025-03-01","2025-02-22",-1,"01","wk inc flu hosp","quantile","0.75",356
"2025-03-01","2025-02-22",-1,"01","wk inc flu hosp","quantile","0.8",370
"2025-03-01","2025-02-22",-1,"01","wk inc flu hosp","quantile","0.85",384
"2025-03-01","2025-02-22",-1,"01","wk inc flu hosp","quantile","0.9",397
"2025-03-01","2025-02-22",-1,"01","wk inc flu hosp","quantile","0.95",408
"2025-03-01","2025-02-22",-1,"01","wk inc flu hosp","quantile","0.975",414
"2025-03-01","2025-02-22",-1,"01","wk inc flu hosp","quantile","0.99",417
"2025-03-01","2025-03-01",0,"01","wk inc flu hosp","quantile","0.01",113
"2025-03-01","2025-03-01",0,"01","wk inc flu hosp","quantile","0.025",116
"2025-03-01","2025-03-01",0,"01","wk inc flu hosp","quantile","0.05",121
"2025-03-01","2025-03-01",0,"01","wk inc flu hosp","quantile","0.1",133
"2025-03-01","2025-03-01",0,"01","wk inc flu hosp","quantile","0.15",146
"2025-03-01","2025-03-01",0,"01","wk inc flu hosp","quantile","0.2",159
"2025-03-01","2025-03-01",0,"01","wk inc flu hosp","quantile","0.25",174
"2025-03-01","2025-03-01",0,"01","wk inc flu hosp","quantile","0.3",190
"2025-03-01","2025-03-01",0,"01","wk inc flu hosp","quantile","0.35",206
"2025-03-01","2025-03-01",0,"01","wk inc flu hosp","quantile","0.4",222
"2025-03-01","2025-03-01",0,"01","wk inc flu hosp","quantile","0.45",239
"2025-03-01","2025-03-01",0,"01","wk inc flu hosp","quantile","0.5",257
"2025-03-01","2025-03-01",0,"01","wk inc flu hosp","quantile","0.55",273
"2025-03-01","2025-03-01",0,"01","wk inc flu hosp","quantile","0.6",291
"2025-03-01","2025-03-01",0,"01","wk inc flu hosp","quantile","0.65",307
"2025-03-01","2025-03-01",0,"01","wk inc flu hosp","quantile","0.7",323
"2025-03-01","2025-03-01",0,"01","wk inc flu hosp","quantile","0.75",339
"2025-03-01","2025-03-01",0,"01","wk inc flu hosp","quantile","0.8",353
"2025-03-01","2025-03-01",0,"01","wk inc flu hosp","quantile","0.85",367
