"reference_date","target_end_date","horizon","location","target","output_type","output_type_id","value"
"2026-02-28","2026-02-21",-1,"01","wk inc flu hosp","quantile","0.01",64
"2026-02-28","2026-02-21",-1,"01","wk inc flu hosp","quantile","0.025",68
"2026-02-28","2026-02-21",-1,"01","wk inc flu hosp","quantile","0.05",77
"2026-02-28","2026-02-21",-1,"01","wk inc flu hosp","quantile","0.1",93
"2026-02-28","2026-02-21",-1,"01","wk inc flu hosp","quantile","0.15",111
"2026-02-28","2026-02-21",-1,"01","wk inc flu hosp","quantile","0.2",131
"2026-02-28","2026-02-21",-1,"01","wk inc flu hosp","quantile","0.25",152
"2026-02-28","2026-02-21",-1,"01","wk inc flu hosp","quantile","0.3",173
"2026-02-28","2026-02-21",-1,"01","wk inc flu hosp","quantile","0.35",196
"2026-02-28","2026-02-21",-1,"01","wk inc flu hosp","quantile","0.4",219
"2026-02-28","2026-02-21",-1,"01","wk inc flu hosp","quantile","0.45",244
"2026-02-28","2026-02-21",-1,"01","wk inc flu hosp","quantile","0.5",269
"2026-02-28","2026-02-21",-1,"01","wk inc flu hosp","quantile","0.55",293
"2026-02-28","2026-02-21",-1,"01","wk inc flu hosp","quantile","0.6",318
"2026-02-28","2026-02-21",-1,"01","wk inc flu hosp","quantile","0.65",342
"2026-02-28","2026-02-21",-1,"01","wk inc flu hosp","quantile","0.7",364
"2026-02-28","2026-02-21",-1,"01","wk inc flu hosp","quantile","0.75",386
"2026-02-28","2026-02-21",-1,"01","wk inc flu hosp","quantile","0.8",406
"2026-02-28","2026-02-21",-1,"01","wk inc flu hosp","quantile","0.85",426
"2026-02-28","2026-02-21",-1,"01","wk inc flu hosp","quantile","0.9",444
"2026-02-28","2026-02-21",-1,"01","wk inc flu hosp","quantile","0.95",461
"2026-02-28","2026-02-21",-1,"01","wk inc flu hosp","quantile","0.975",469
"2026-02-28","2026-02-21",-1,"01","wk inc flu hosp","quantile","0.99",473
"2026-02-28","2026-02-28",0,"01","wk inc flu hosp","quantile","0.01",29
"2026-02-28","2026-02-28",0,"01","wk inc flu hosp","quantile","0.025",33
"2026-02-28","2026-02-28",0,"01","wk inc flu hosp","quantile","0.05",41
"2026-02-28","2026-02-28",0,"01","wk inc flu hosp","quantile","0.1",56
"2026-02-28","2026-02-28",0,"01","wk inc flu hosp","quantile","0.15",73
"2026-02-28","2026-02-28",0,"01","wk inc flu hosp","quantile","0.2",91
"2026-02-28","2026-02-28",0,"01","wk inc flu hosp","quantile","0.25",110
"2026-02-28","2026-02-28",0,"01","wk inc flu hosp","quantile","0.3",131
"2026-02-28","2026-02-28",0,"01","wk inc flu hosp","quantile","0.35",152
"2026-02-28","2026-02-28",0,"01","wk inc flu hosp","quantile","0.4",174
"2026-02-28","2026-02-28",0,"01","wk inc flu hosp","quantile","0.45",197
"2026-02-28","2026-02-28",0,"01","wk inc flu hosp","quantile","0.5",219
"2026-02-28","2026-02-28",0,"01","wk inc flu hosp","quantile","0.55",242
"2026-02-28","2026-02-28",0,"01","wk inc flu hosp","quantile","0.6",264
"2026-02-28","2026-02-28",0,"01","wk inc flu hosp","quantile","0.65",286
"2026-02-28","2026-02-28",0,"01","wk inc flu hosp","quantile","0.7",307
"2026-02-28","2026-02-28",0,"01","wk inc flu hosp","quantile","0.75",327
"2026-02-28","2026-02-28",0,"01","wk inc flu hosp","quantile","0.8",348
"2026-02-28","2026-02-28",0,"01","wk inc flu hosp","quantile","0.85",365
"2026-02-28","2026-02-28",0,"01","wk inc flu hosp","quantile","0.9",383
"2026-02-28","2026-02-28",0,"01","wk inc flu hosp","quantile","0.95",398
"2026-02-28","2026-02-28",0,"01","wk inc flu hosp","quantile","0.975",405
"2026-02-28","2026-02-28",0,"01","wk inc flu hosp","quantile","0.99",409
"2026-02-28","2026-03-07",1,"01","wk inc flu hosp","quantile","0.01",32
"2026-02-28","2026-03-07",1,"01","wk inc flu hosp","quantile","0.025",35
"2026-02-28","2026-03-07",1,"01","wk inc flu hosp","quantile","0.05",41
"2026-02-28","2026-03-07",1,"01","wk inc flu hosp","quantile","0.1",53
"2026-02-28","2026-03-07",1,"01","wk inc flu hosp","quantile","0.15",67
"2026-02-28","2026-03-07",1,"01","wk inc flu hosp","quantile","0.2",82
"2026-02-28","2026-03-07",1,"01","wk inc flu hosp","quantile","0.25",98
"2026-02-28","2026-03-07",1,"01","wk inc flu hosp","quantile","0.3",114
"2026-02-28","2026-03-07",1,"01","wk inc flu hosp","quantile","0.35",132
"2026-02-28","2026-03-07",1,"01","wk inc flu hosp","quantile","0.4",150
"2026-02-28","2026-03-07",1,"01","wk inc flu hosp","quantile","0.45",168
"2026-02-28","2026-03-07",1,"01","wk inc flu hosp","quantile","0.5",186
"2026-02-28","2026-03-07",1,"01","wk inc flu hosp","quantile","0.55",206
"2026-02-28","2026-03-07",1,"01","wk inc flu hosp","quantile","0.6",224
"2026-02-28","2026-03-07",1,"01","wk inc flu hosp","quantile","0.65",241
"2026-02-28","2026-03-07",1,"01","wk inc flu hosp","quantile","0.7",259
"2026-02-28","2026-03-07",1,"01","wk inc flu hosp","quantile","0.75",275
"2026-02-28","2026-03-07",1,"01","wk inc flu hosp","quantile","0.8",291
"2026-02-28","2026-03-07",1,"01","wk inc flu hosp","quantile","0.85",306
"2026-02-28","2026-03-07",1,"01","wk inc flu hosp","quantile","0.9",320
"2026-02-28","2026-03-07",1,"01","wk inc flu hosp","quantile","0.95",333
"2026-02-28","2026-03-07",1,"01","wk inc flu hosp","quantile","0.975",338
"2026-02-28","2026-03-07",1,"01","wk inc flu hosp","quantile","0.99",341
"2026-02-28","2026-03-14",2,"01","wk inc flu hosp","quantile","0.01",35
"2026-02-28","2026-03-14",2,"01","wk inc flu hosp","quantile","0.025",38
"2026-02-28","2026-03-14",2,"01","wk inc flu hosp","quantile","0.05",43
"2026-02-28","2026-03-14",2,"01","wk inc flu hosp","quantile","0.1",54
"2026-02-28","2026-03-14",2,"01","wk inc flu hosp","quantile","0.15",65
"2026-02-28","2026-03-14",2,"01","wk inc flu hosp","quantile","0.2",77
"2026-02-28","2026-03-14",2,"01","wk inc flu hosp","quantile","0.25",91
"2026-02-28","2026-03-14",2,"01","wk inc flu hosp","quantile","0.3",104
"2026-02-28","2026-03-14",2,"01","wk inc flu hosp","quantile","0.35",119
"2026-02-28","2026-03-14",2,"01","wk inc flu hosp","quantile","0.4",134
"2026-02-28","2026-03-14",2,"01","wk inc flu hosp","quantile","0.45",149
