"reference_date","target_end_date","horizon","location","target","output_type","output_type_id","value"
"2026-04-18","2026-04-11",-1,"01","wk inc flu hosp","quantile","0.01",0
"2026-04-18","2026-04-11",-1,"01","wk inc flu hosp","quantile","0.025",0
"2026-04-18","2026-04-11",-1,"01","wk inc flu hosp","quantile","0.05",1
"2026-04-18","2026-04-11",-1,"01","wk inc flu hosp","quantile","0.1",3
"2026-04-18","2026-04-11",-1,"01","wk inc flu hosp","quantile","0.15",6
"2026-04-18","2026-04-11",-1,"01","wk inc flu hosp","quantile","0.2",8
"2026-04-18","2026-04-11",-1,"01","wk inc flu hosp","quantile","0.25",11
"2026-04-18","2026-04-11",-1,"01","wk inc flu hosp","quantile","0.3",14
"2026-04-18","2026-04-11",-1,"01","wk inc flu hosp","quantile","0.35",17
"2026-04-18","2026-04-11",-1,"01","wk inc flu hosp","quantile","0.4",20
"2026-04-18","2026-04-11",-1,"01","wk inc flu hosp","quantile","0.45",23
"2026-04-18","2026-04-11",-1,"01","wk inc flu hosp","quantile","0.5",27
"2026-04-18","2026-04-11",-1,"01","wk inc flu hosp","quantile","0.55",31
"2026-04-18","2026-04-11",-1,"01","wk inc flu hosp","quantile","0.6",34
"2026-04-18","2026-04-11",-1,"01","wk inc flu hosp","quantile","0.65",37
"2026-04-18","2026-04-11",-1,"01","wk inc flu hosp","quantile","0.7",40
"2026-04-18","2026-04-11",-1,"01","wk inc flu hosp","quantile","0.75",43
"2026-04-18","2026-04-11",-1,"01","wk inc flu hosp","quantile","0.8",46
"2026-04-18","2026-04-11",-1,"01","wk inc flu hosp","quantile","0.85",48
"2026-04-18","2026-04-11",-1,"01","wk inc flu hosp","quantile","0.9",51
"2026-04-18","2026-04-11",-1,"01","wk inc flu hosp","quantile","0.95",54
"2026-04-18","2026-04-11",-1,"01","wk inc flu hosp","quantile","0.975",55
"2026-04-18","2026-04-11",-1,"01","wk inc flu hosp","quantile","0.99",55
"2026-04-18","2026-04-18",0,"01","wk inc flu hosp","quantile","0.01",0
"2026-04-18","2026-04-18",0,"01","wk inc flu hosp","quantile","0.025",0
"2026-04-18","2026-04-18",0,"01","wk inc flu hosp","quantile","0.05",0
"2026-04-18","2026-04-18",0,"01","wk inc flu hosp","quantile","0.1",2
