"reference_date","target_end_date","horizon","location","target","output_type","output_type_id","value"
"2025-03-22","2025-03-15",-1,"01","wk inc flu hosp","quantile","0.01",125
"2025-03-22","2025-03-15",-1,"01","wk inc flu hosp","quantile","0.025",139
"2025-03-22","2025-03-15",-1,"01","wk inc flu hosp","quantile","0.05",151
"2025-03-22","2025-03-15",-1,"01","wk inc flu hosp","quantile","0.1",167
"2025-03-22","2025-03-15",-1,"01","wk inc flu hosp","quantile","0.15",180
"2025-03-22","2025-03-15",-1,"01","wk inc flu hosp","quantile","0.2",191
"2025-03-22","2025-03-15",-1,"01","wk inc flu hosp","quantile","0.25",201
"2025-03-22","2025-03-15",-1,"01","wk inc flu hosp","quantile","0.3",213
"2025-03-22","2025-03-15",-1,"01","wk inc flu hosp","quantile","0.35",223
"2025-03-22","2025-03-15",-1,"01","wk inc flu hosp","quantile","0.4",233
"2025-03-22","2025-03-15",-1,"01","wk inc flu hosp","quantile","0.45",243
"2025-03-22","2025-03-15",-1,"01","wk inc flu hosp","quantile","0.5",256
"2025-03-22","2025-03-15",-1,"01","wk inc flu hosp","quantile","0.55",269
"2025-03-22","2025-03-15",-1,"01","wk inc flu hosp","quantile","0.6",278
"2025-03-22","2025-03-15",-1,"01","wk inc flu hosp","quantile","0.65",289
"2025-03-22","2025-03-15",-1,"01","wk inc flu hosp","quantile","0.7",298
"2025-03-22","2025-03-15",-1,"01","wk inc flu hosp","quantile","0.75",309
"2025-03-22","2025-03-15",-1,"01","wk inc flu hosp","quantile","0.8",320
"2025-03-22","2025-03-15",-1,"01","wk inc flu hosp","quantile","0.85",330
"2025-03-22","2025-03-15",-1,"01","wk inc flu hosp","quantile","0.9",341
"2025-03-22","2025-03-15",-1,"01","wk inc flu hosp","quantile","0.95",360
"2025-03-22","2025-03-15",-1,"01","wk inc flu hosp","quantile","0.975",375
"2025-03-22","2025-03-15",-1,"01","wk inc flu hosp","quantile","0.99",396
"2025-03-22","2025-03-15",-1,"02","wk inc flu hosp","quantile","0.01",9
"2025-03-22","2025-03-15",-1,"02","wk inc flu hosp","quantile","0.025",11
"2025-03-22","2025-03-15",-1,"02","wk inc flu hosp","quantile","0.05",12
"2025-03-22","2025-03-15",-1,"02","wk inc flu hosp","quantile","0.1",15
"2025-03-22","2025-03-15",-1,"02","wk inc flu hosp","quantile","0.15",18
"2025-03-22","2025-03-15",-1,"02","wk inc flu hosp","quantile","0.2",19
"2025-03-22","2025-03-15",-1,"02","wk inc flu hosp","quantile","0.25",22
"2025-03-22","2025-03-15",-1,"02","wk inc flu hosp","quantile","0.3",23
"2025-03-22","2025-03-15",-1,"02","wk inc flu hosp","quantile","0.35",26
"2025-03-22","2025-03-15",-1,"02","wk inc flu hosp","quantile","0.4",28
"2025-03-22","2025-03-15",-1,"02","wk inc flu hosp","quantile","0.45",30
"2025-03-22","2025-03-15",-1,"02","wk inc flu hosp","quantile","0.5",33
"2025-03-22","2025-03-15",-1,"02","wk inc flu hosp","quantile","0.55",35
"2025-03-22","2025-03-15",-1,"02","wk inc flu hosp","quantile","0.6",38
"2025-03-22","2025-03-15",-1,"02","wk inc flu hosp","quantile","0.65",40
"2025-03-22","2025-03-15",-1,"02","wk inc flu hosp","quantile","0.7",42
"2025-03-22","2025-03-15",-1,"02","wk inc flu hosp","quantile","0.75",43
"2025-03-22","2025-03-15",-1,"02","wk inc flu hosp","quantile","0.8",45
"2025-03-22","2025-03-15",-1,"02","wk inc flu hosp","quantile","0.85",48
"2025-03-22","2025-03-15",-1,"02","wk inc flu hosp","quantile","0.9",50
"2025-03-22","2025-03-15",-1,"02","wk inc flu hosp","quantile","0.95",53
"2025-03-22","2025-03-15",-1,"02","wk inc flu hosp","quantile","0.975",55
"2025-03-22","2025-03-15",-1,"02","wk inc flu hosp","quantile","0.99",59
"2025-03-22","2025-03-15",-1,"04","wk inc flu hosp","quantile","0.01",152
"2025-03-22","2025-03-15",-1,"04","wk inc flu hosp","quantile","0.025",173
"2025-03-22","2025-03-15",-1,"04","wk inc flu hosp","quantile","0.05",191
"2025-03-22","2025-03-15",-1,"04","wk inc flu hosp","quantile","0.1",215
"2025-03-22","2025-03-15",-1,"04","wk inc flu hosp","quantile","0.15",236
"2025-03-22","2025-03-15",-1,"04","wk inc flu hosp","quantile","0.2",254
"2025-03-22","2025-03-15",-1,"04","wk inc flu hosp","quantile","0.25",272
"2025-03-22","2025-03-15",-1,"04","wk inc flu hosp","quantile","0.3",291
"2025-03-22","2025-03-15",-1,"04","wk inc flu hosp","quantile","0.35",308
"2025-03-22","2025-03-15",-1,"04","wk inc flu hosp","quantile","0.4",326
"2025-03-22","2025-03-15",-1,"04","wk inc flu hosp","quantile","0.45",344
"2025-03-22","2025-03-15",-1,"04","wk inc flu hosp","quantile","0.5",365
"2025-03-22","2025-03-15",-1,"04","wk inc flu hosp","quantile","0.55",387
