"reference_date","target_end_date","horizon","location","target","output_type","output_type_id","value"
"2025-01-04","2024-12-28",-1,"01","wk inc flu hosp","quantile","0.01",155
"2025-01-04","2024-12-28",-1,"01","wk inc flu hosp","quantile","0.025",157
"2025-01-04","2024-12-28",-1,"01","wk inc flu hosp","quantile","0.05",161
"2025-01-04","2024-12-28",-1,"01","wk inc flu hosp","quantile","0.1",170
"2025-01-04","2024-12-28",-1,"01","wk inc flu hosp","quantile","0.15",180
"2025-01-04","2024-12-28",-1,"01","wk inc flu hosp","quantile","0.2",192
"2025-01-04","2024-12-28",-1,"01","wk inc flu hosp","quantile","0.25",207
"2025-01-04","2024-12-28",-1,"01","wk inc flu hosp","quantile","0.3",224
"2025-01-04","2024-12-28",-1,"01","wk inc flu hosp","quantile","0.35",242
"2025-01-04","2024-12-28",-1,"01","wk inc flu hosp","quantile","0.4",263
"2025-01-04","2024-12-28",-1,"01","wk inc flu hosp","quantile","0.45",285
"2025-01-04","2024-12-28",-1,"01","wk inc flu hosp","quantile","0.5",307
"2025-01-04","2024-12-28",-1,"01","wk inc flu hosp","quantile","0.55",330
"2025-01-04","2024-12-28",-1,"01","wk inc flu hosp","quantile","0.6",351
"2025-01-04","2024-12-28",-1,"01","wk inc flu hosp","quantile","0.65",372
"2025-01-04","2024-12-28",-1,"01","wk inc flu hosp","quantile","0.7",391
"2025-01-04","2024-12-28",-1,"01","wk inc flu hosp","quantile","0.75",407
"2025-01-04","2024-12-28",-1,"01","wk inc flu hosp","quantile","0.8",422
"2025-01-04","2024-12-28",-1,"01","wk inc flu hosp","quantile","0.85",434
"2025-01-04","2024-12-28",-1,"01","wk inc flu hosp","quantile","0.9",445
"2025-01-04","2024-12-28",-1,"01","wk inc flu hosp","quantile","0.95",453
"2025-01-04","2024-12-28",-1,"01","wk inc flu hosp","quantile","0.975",457
"2025-01-04","2024-12-28",-1,"01","wk inc flu hosp","quantile","0.99",459
"2025-01-04","2025-01-04",0,"01","wk inc flu hosp","quantile","0.01",141
"2025-01-04","2025-01-04",0,"01","wk inc flu hosp","quantile","0.025",144
"2025-01-04","2025-01-04",0,"01","wk inc flu hosp","quantile","0.05",148
"2025-01-04","2025-01-04",0,"01","wk inc flu hosp","quantile","0.1",157
"2025-01-04","2025-01-04",0,"01","wk inc flu hosp","quantile","0.15",168
"2025-01-04","2025-01-04",0,"01","wk inc flu hosp","quantile","0.2",181
"2025-01-04","2025-01-04",0,"01","wk inc flu hosp","quantile","0.25",197
"2025-01-04","2025-01-04",0,"01","wk inc flu hosp","quantile","0.3",215
"2025-01-04","2025-01-04",0,"01","wk inc flu hosp","quantile","0.35",235
"2025-01-04","2025-01-04",0,"01","wk inc flu hosp","quantile","0.4",257
"2025-01-04","2025-01-04",0,"01","wk inc flu hosp","quantile","0.45",280
"2025-01-04","2025-01-04",0,"01","wk inc flu hosp","quantile","0.5",304
"2025-01-04","2025-01-04",0,"01","wk inc flu hosp","quantile","0.55",328
"2025-01-04","2025-01-04",0,"01","wk inc flu hosp","quantile","0.6",352
"2025-01-04","2025-01-04",0,"01","wk inc flu hosp","quantile","0.65",374
"2025-01-04","2025-01-04",0,"01","wk inc flu hosp","quantile","0.7",394
"2025-01-04","2025-01-04",0,"01","wk inc flu hosp","quantile","0.75",412
"2025-01-04","2025-01-04",0,"01","wk inc flu hosp","quantile","0.8",427
"2025-01-04","2025-01-04",0,"01","wk inc flu hosp","quantile","0.85",440
"2025-01-04","2025-01-04",0,"01","wk inc flu hosp","quantile","0.9",452
"2025-01-04","2025-01-04",0,"01","wk inc flu hosp","quantile","0.95",461
"2025-01-04","2025-01-04",0,"01","wk inc flu hosp","quantile","0.975",465
"2025-01-04","2025-01-04",0,"01","wk inc flu hosp","quantile","0.99",467
"2025-01-04","2025-01-11",1,"01","wk inc flu hosp","quantile","0.01",113
"2025-01-04","2025-01-11",1,"01","wk inc flu hosp","quantile","0.025",115
"2025-01-04","2025-01-11",1,"01","wk inc flu hosp","quantile","0.05",119
"2025-01-04","2025-01-11",1,"01","wk inc flu hosp","quantile","0.1",127
"2025-01-04","2025-01-11",1,"01","wk inc flu hosp","quantile","0.15",137
"2025-01-04","2025-01-11",1,"01","wk inc flu hosp","quantile","0.2",149
"2025-01-04","2025-01-11",1,"01","wk inc flu hosp","quantile","0.25",163
"2025-01-04","2025-01-11",1,"01","wk inc flu hosp","quantile","0.3",179
"2025-01-04","2025-01-11",1,"01","wk inc flu hosp","quantile","0.35",196
"2025-01-04","2025-01-11",1,"01","wk inc flu hosp","quantile","0.4",216
"2025-01-04","2025-01-11",1,"01","wk inc flu hosp","quantile","0.45",237
"2025-01-04","2025-01-11",1,"01","wk inc flu hosp","quantile","0.5",258
"2025-01-04","2025-01-11",1,"01","wk inc flu hosp","quantile","0.55",280
"2025-01-04","2025-01-11",1,"01","wk inc flu hosp","quantile","0.6",301
"2025-01-04","2025-01-11",1,"01","wk inc flu hosp","quantile","0.65",320
"2025-01-04","2025-01-11",1,"01","wk inc flu hosp","quantile","0.7",338
"2025-01-04","2025-01-11",1,"01","wk inc flu hosp","quantile","0.75",354
"2025-01-04","2025-01-11",1,"01","wk inc flu hosp","quantile","0.8",368
"2025-01-04","2025-01-11",1,"01","wk inc flu hosp","quantile","0.85",380
"2025-01-04","2025-01-11",1,"01","wk inc flu hosp","quantile","0.9",390
"2025-01-04","2025-01-11",1,"01","wk inc flu hosp","quantile","0.95",398
"2025-01-04","2025-01-11",1,"01","wk inc flu hosp","quantile","0.975",401
"2025-01-04","2025-01-11",1,"01","wk inc flu hosp","quantile","0.99",403
"2025-01-04","2025-01-18",2,"01","wk inc flu hosp","quantile","0.01",51
"2025-01-04","2025-01-18",2,"01","wk inc flu hosp","quantile","0.025",53
"2025-01-04","2025-01-18",2,"01","wk inc flu hosp","quantile","0.05",57
"2025-01-04","2025-01-18",2,"01","wk inc flu hosp","quantile","0.1",65
"2025-01-04","2025-01-18",2,"01","wk inc flu hosp","quantile","0.15",76
"2025-01-04","2025-01-18",2,"01","wk inc flu hosp","quantile","0.2",88
"2025-01-04","2025-01-18",2,"01","wk inc flu hosp","quantile","0.25",102
"2025-01-04","2025-01-18",2,"01","wk inc flu hosp","quantile","0.3",119
"2025-01-04","2025-01-18",2,"01","wk inc flu hosp","quantile","0.35",138
"2025-01-04","2025-01-18",2,"01","wk inc flu hosp","quantile","0.4",158
"2025-01-04","2025-01-18",2,"01","wk inc flu hosp","quantile","0.45",180
"2025-01-04","2025-01-18",2,"01","wk inc flu hosp","quantile","0.5",202
"2025-01-04","2025-01-18",2,"01","wk inc flu hosp","quantile","0.55",225
"2025-01-04","2025-01-18",2,"01","wk inc flu hosp","quantile","0.6",246
